No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
73.0,Nick Allegretti,27,G,17,1.0,320.0,6-4,Illinois,4/21/1996,4,1.0,Kansas City Chiefs / 7th / 216th pick / 2019
97.0,Felix Anudike-Uzomah,21,DE,17,0.0,255.0,6-4,Kansas St.,1/24/2002,Rook,1.0,Kansas City Chiefs / 1st / 31st pick / 2023
81.0,Blake Bell,32,TE,17,3.0,252.0,6-6,Oklahoma,8/7/1991,8,0.0,San Francisco 49ers / 4th / 117th pick / 2015
32.0,Nick Bolton,23,LB,8,8.0,237.0,5-11,Missouri,3/10/2000,2,4.0,Kansas City Chiefs / 2nd / 58th pick / 2021
40.0,Ekow Boye-Doe,24,CB,6,0.0,177.0,6-0,Kansas St.,11/4/1999,Rook,0.0,
26.0,Deon Bush,30,DB,6,0.0,200.0,6-0,Miami (FL),8/14/1993,7,0.0,Chicago Bears / 4th / 124th pick / 2016
89.0,Matt Bushman,28,TE,1,0.0,245.0,6-5,BYU,11/3/1995,2,0.0,
7.0,Harrison Butker,28,K,17,0.0,205.0,6-4,Georgia Tech,7/14/1995,6,5.0,Carolina Panthers / 7th / 233rd pick / 2017
66.0,Mike Caliendo,26,OL,8,0.0,301.0,6-4,Western Michigan,10/21/1997,1,1.0,
54.0,Leo Chenal,23,LB,17,10.0,250.0,6-3,Wisconsin,10/26/2000,1,5.0,Kansas City Chiefs / 3rd / 103rd pick / 2022
48.0,Cole Christiansen,26,LB,5,0.0,230.0,6-1,Army,7/30/1997,3,0.0,
99.0,Keondre Coburn,23,NT,1,0.0,322.0,6-2,Texas,5/23/2000,Rook,0.0,Kansas City Chiefs / 6th / 194th pick / 2023
43.0,Jack Cochrane,24,LB,17,1.0,236.0,6-3,South Dakota,2/9/1999,1,2.0,
27.0,Chamarri Conner,23,DB,17,7.0,202.0,6-0,Virginia Tech,7/11/2000,Rook,3.0,Kansas City Chiefs / 4th / 119th pick / 2023
6.0,Bryan Cook,24,S,12,12.0,206.0,6-1,"Howard,Cincinnati",9/7/1999,1,5.0,Kansas City Chiefs / 2nd / 62nd pick / 2022
51.0,Michael Danna,26,DE,16,16.0,257.0,6-2,"Central Michigan,Michigan",12/1/1997,3,8.0,Kansas City Chiefs / 5th / 177th pick / 2020
93.0,Matt Dickerson,28,DT,12,0.0,300.0,6-5,UCLA,11/9/1995,5,1.0,
21.0,Mike Edwards,27,S,17,5.0,205.0,5-10,"Kentucky,Hawaii",5/18/1996,4,3.0,Tampa Bay Buccaneers / 3rd / 99th pick / 2019
25.0,Clyde Edwards-Helaire,24,RB,15,3.0,207.0,5-7,LSU,4/11/1999,3,3.0,Kansas City Chiefs / 1st / 32nd pick / 2020
92.0,Neil Farrell,25,DL,3,0.0,325.0,6-4,LSU,9/9/1998,1,0.0,Las Vegas Raiders / 4th / 126th pick / 2022
9.0,Blaine Gabbert,34,QB,2,1.0,233.0,6-4,Missouri,10/15/1989,12,1.0,Jacksonville Jaguars / 1st / 10th pick / 2011
50.0,Willie Gay Jr.,25,LB,16,15.0,246.0,6-1,Mississippi St.,2/15/1998,3,8.0,Kansas City Chiefs / 2nd / 63rd pick / 2020
83.0,Noah Gray,24,TE,17,10.0,240.0,6-3,Duke,4/30/1999,2,3.0,Kansas City Chiefs / 5th / 162nd pick / 2021
12.0,Mecole Hardman,25,WR,6,2.0,187.0,5-10,Georgia,3/12/1998,4,1.0,Kansas City Chiefs / 2nd / 56th pick / 2019
59.0,Darius Harris,27,LB,5,0.0,238.0,6-2,Middle Tenn. St.,1/17/1996,3,0.0,
