No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
40.0,Matthew Adams,28.0,LB,17,1.0,230.0,6-0,Houston,12/12/1995,5,2.0,Indianapolis Colts / 7th / 221st pick / 2018
84.0,Jordan Akins,31.0,TE,17,4.0,245.0,6-4,Central Florida,4/19/1992,5,1.0,Houston Texans / 3rd / 98th pick / 2018
37.0,D'Anthony Bell,27.0,S,17,4.0,211.0,6-1,"Iowa Central,Butler (KS),West Florida",10/17/1996,1,3.0,
18.0,David Bell,23.0,WR,15,3.0,212.0,6-1,Purdue,12/14/2000,1,1.0,Cleveland Browns / 3rd / 99th pick / 2022
75.0,Joel Bitonio,32.0,G,15,15.0,320.0,6-4,Nevada,10/11/1991,9,7.0,Cleveland Browns / 2nd / 35th pick / 2014
13.0,Corey Bojorquez,27.0,P,16,0.0,217.0,6-0,"Cerritos (CA),New Mexico",9/13/1996,5,3.0,
88.0,Harrison Bryant,25.0,TE,17,9.0,243.0,6-5,Florida Atlantic,4/23/1998,3,1.0,Cleveland Browns / 4th / 115th pick / 2020
64.0,Geron Christian,27.0,T,9,9.0,302.0,6-5,Louisville,9/10/1996,5,4.0,Washington Redskins / 3rd / 74th pick / 2018
24.0,Nick Chubb,28.0,RB,2,2.0,227.0,5-11,Georgia,12/27/1995,5,1.0,Cleveland Browns / 2nd / 35th pick / 2018
78.0,Jack Conklin,29.0,T,1,1.0,308.0,6-6,Michigan St.,8/17/1994,7,0.0,Tennessee Titans / 1st / 8th pick / 2016
2.0,Amari Cooper,29.0,WR,15,15.0,211.0,6-1,Alabama,6/17/1994,8,10.0,Oakland Raiders / 1st / 4th pick / 2015
16.0,Jaelon Darden,24.0,WR,1,0.0,175.0,5-8,North Texas,1/14/1999,2,0.0,Tampa Bay Buccaneers / 4th / 129th pick / 2021
22.0,Grant Delpit,25.0,S,13,13.0,208.0,6-3,LSU,9/20/1998,2,6.0,Cleveland Browns / 2nd / 44th pick / 2020
43.0,Mohamoud Diabate,22.0,LB,16,1.0,225.0,6-4,"Florida,Utah",5/18/2001,Rook,2.0,
12.0,Jeff Driskel,30.0,QB,1,1.0,231.0,6-4,"Florida,Louisiana Tech",4/23/1993,5,1.0,San Francisco 49ers / 6th / 207th pick / 2016
68.0,Michael Dunn,29.0,G,12,2.0,315.0,6-5,Maryland,8/28/1994,3,1.0,
96.0,Jordan Elliott,26.0,DT,17,14.0,303.0,6-4,"Texas,Missouri",11/23/1997,3,8.0,Cleveland Browns / 3rd / 88th pick / 2020
23.0,Martin Emerson,23.0,CB,16,12.0,201.0,6-2,Mississippi St.,9/27/2000,1,6.0,Cleveland Browns / 3rd / 68th pick / 2022
