No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
24.0,Johnathan Abram,27.0,S,9,3.0,205.0,5-11,Mississippi St.,10/25/1996,4,2.0,Oakland Raiders / 1st / 27th pick / 2019
29.0,Paulson Adebo,24.0,CB,15,15.0,192.0,6-1,Stanford,7/3/1999,2,7.0,New Orleans Saints / 3rd / 76th pick / 2021
0.0,Ugo Amadi,26.0,S,17,0.0,201.0,5-9,Oregon,5/16/1997,4,1.0,Seattle Seahawks / 4th / 132nd pick / 2019
53.0,Zack Baun,27.0,RLB,17,6.0,225.0,6-3,Wisconsin,12/30/1996,3,4.0,New Orleans Saints / 3rd / 74th pick / 2020
5.0,Lynn Bowden Jr.,26.0,WR,15,3.0,204.0,6-1,Kentucky,10/14/1997,3,1.0,Las Vegas Raiders / 3rd / 80th pick / 2020
90.0,Bryan Bresee,22.0,DT,17,0.0,305.0,6-5,Clemson,10/6/2001,Rook,2.0,New Orleans Saints / 1st / 29th pick / 2023
10.0,Marquez Callaway,25.0,WR,3,0.0,204.0,6-2,Tennessee,3/27/1998,3,0.0,
4.0,Derek Carr,32.0,QB,17,17.0,215.0,6-3,Fresno St.,3/28/1991,9,12.0,Oakland Raiders / 2nd / 36th pick / 2014
43.0,Ryan Connelly,28.0,LB,1,0.0,234.0,6-2,Wisconsin,10/3/1995,4,0.0,New York Giants / 5th / 143rd pick / 2019
11.0,Cameron Dantzler,25.0,CB,2,0.0,188.0,6-2,Mississippi St.,9/3/1998,3,0.0,Minnesota Vikings / 3rd / 89th pick / 2020
56.0,Demario Davis,34.0,MLB,17,17.0,248.0,6-2,Arkansas St.,1/11/1989,11,16.0,New York Jets / 3rd / 77th pick / 2012
77.0,Cameron Erving,31.0,G,3,2.0,313.0,6-5,Florida St.,8/23/1992,8,1.0,Cleveland Browns / 1st / 19th pick / 2015
55.0,Isaiah Foskey,23.0,DE,10,0.0,270.0,6-5,Notre Dame,10/30/2000,Rook,1.0,New Orleans Saints / 2nd / 40th pick / 2023
73.0,Max Garcia,32.0,G,17,3.0,309.0,6-4,Florida,11/9/1991,8,2.0,Denver Broncos / 4th / 133rd pick / 2015
80.0,Jimmy Graham,37.0,TE,13,2.0,265.0,6-7,Miami (FL),11/24/1986,13,0.0,New Orleans Saints / 3rd / 95th pick / 2010
96.0,Carl Granderson,27.0,DE,17,17.0,261.0,6-5,Wyoming,12/18/1996,4,9.0,
48.0,J.T. Gray,27.0,DB,14,0.0,202.0,6-0,Mississippi St.,1/18/1996,5,1.0,
19.0,Blake Grupe,25.0,K,17,0.0,156.0,5-7,"Arkansas St.,Notre Dame",11/5/1998,Rook,3.0,
39.0,Lou Hedley,30.0,P,17,0.0,220.0,6-4,"City College of San Francisco,Miami (FL)",6/26/1993,Rook,1.0,
95.0,Jack Heflin,25.0,DT,1,0.0,304.0,6-3,"Northern Illinois,Iowa",3/8/1998,2,0.0,
7.0,Taysom Hill,33.0,TE/QB,16,7.0,221.0,6-2,BYU,8/23/1990,6,5.0,
84.0,J.P. Holtz,30.0,TE,1,0.0,246.0,6-3,Pittsburgh,8/28/1993,4,0.0,
31.0,Jordan Howden,23.0,DB,16,7.0,209.0,6-0,Minnesota,5/14/2000,Rook,3.0,New Orleans Saints / 5th / 146th pick / 2023
74.0,James Hurst,32.0,OL,15,15.0,310.0,6-5,North Carolina,12/17/1991,9,6.0,
