No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
90.0,Amare Barno,24.0,OLB,15,1.0,245.0,6-6,"Butler (KS),Virginia Tech",4/26/1999,1,1.0,Carolina Panthers / 6th / 189th pick / 2022
24.0,Vonn Bell,29.0,FS,13,13.0,205.0,5-11,Ohio St.,12/12/1994,7,4.0,New Orleans Saints / 2nd / 61st pick / 2016
3.0,Raheem Blackshear,24.0,RB,12,0.0,190.0,5-9,"Rutgers,Virginia Tech",6/5/1999,1,1.0,
32.0,Dicaprio Bootle,26.0,CB,8,2.0,195.0,5-10,Nebraska,9/17/1997,2,1.0,
56.0,Bradley Bozeman,29.0,C,17,17.0,325.0,6-5,Alabama,11/24/1994,5,5.0,Baltimore Ravens / 6th / 215th pick / 2018
95.0,Derrick Brown,25.0,DT,17,17.0,320.0,6-5,Auburn,4/15/1998,3,10.0,Carolina Panthers / 1st / 7th pick / 2020
0.0,Brian Burns,25.0,LOLB,16,16.0,250.0,6-5,Florida St.,4/23/1998,4,8.0,Carolina Panthers / 1st / 16th pick / 2019
17.0,DJ Chark,27.0,WR,15,11.0,198.0,6-3,LSU,9/23/1996,5,4.0,Jacksonville Jaguars / 2nd / 61st pick / 2018
53.0,Claudin Cherelus,25.0,LB,6,0.0,230.0,6-2,"Massachusetts,Alcorn St.",12/29/1998,Rook,0.0,
21.0,Jeremy Chinn,25.0,S,12,8.0,220.0,6-3,Southern Illinois,2/26/1998,3,3.0,Carolina Panthers / 2nd / 64th pick / 2020
70.0,Brady Christensen,27.0,G,1,1.0,300.0,6-6,BYU,9/27/1996,2,0.0,Carolina Panthers / 3rd / 70th pick / 2021
27.0,Alex Cook,24.0,S,10,2.0,204.0,6-0,Washington,5/21/1999,Rook,1.0,
63.0,Austin Corbett,28.0,G,4,4.0,305.0,6-4,Nevada,9/5/1995,5,1.0,Cleveland Browns / 2nd / 33rd pick / 2018
14.0,Andy Dalton,36.0,QB,3,1.0,220.0,6-2,TCU,10/29/1987,12,1.0,Cincinnati Bengals / 2nd / 35th pick / 2011
33.0,Tae Davis,27.0,LB,8,0.0,222.0,6-0,Chattanooga,8/14/1996,5,1.0,
65.0,J.D. DiRenzo,25.0,G,3,0.0,315.0,6-6,"Sacred Heart,Rutgers",7/27/1998,Rook,0.0,
79.0,Ikem Ekwonu,23.0,T,17,17.0,320.0,6-4,North Carolina St.,10/31/2000,1,6.0,Carolina Panthers / 1st / 6th pick / 2022
41.0,Matthias Farley,31.0,S,5,1.0,209.0,5-11,Notre Dame,7/15/1992,7,1.0,
42.0,Sam Franklin,27.0,S,17,4.0,210.0,6-3,Temple,2/2/1996,3,2.0,
20.0,Shaquill Griffin,28.0,CB,3,1.0,198.0,6-0,Central Florida,7/20/1995,6,0.0,Seattle Seahawks / 3rd / 90th pick / 2017
97.0,Yetur Gross-Matos,25.0,DE,12,6.0,265.0,6-5,Penn St.,2/26/1998,3,3.0,Carolina Panthers / 2nd / 38th pick / 2020
54.0,Kamu Grugier-Hill,29.0,LB,17,5.0,230.0,6-2,Eastern Illinois,5/16/1994,7,3.0,New England Patriots / 6th / 208th pick / 2016
98.0,Marquis Haynes,30.0,OLB,7,1.0,235.0,6-2,Mississippi,12/16/1993,5,1.0,Carolina Panthers / 4th / 136th pick / 2018
10.0,Johnny Hekker,33.0,P,17,0.0,225.0,6-5,Oregon St.,2/8/1990,11,2.0,
23.0,C.J. Henderson,25.0,CB,12,7.0,205.0,6-1,Florida,9/30/1998,3,2.0,Jacksonville Jaguars / 1st / 9th pick / 2020
13.0,Troy Hill,32.0,CB,16,3.0,182.0,5-10,Oregon,8/29/1991,8,2.0,
8.0,Jaycee Horn,24.0,CB,6,6.0,200.0,6-1,South Carolina,11/26/1999,2,2.0,Carolina Panthers / 1st / 8th pick / 2021
50.0,Justin Houston,34.0,ROLB,7,7.0,270.0,6-3,Georgia,1/21/1989,12,3.0,Kansas City Chiefs / 3rd / 70th pick / 2011
30.0,Chuba Hubbard,24.0,RB,17,12.0,210.0,6-1,Oklahoma St.,6/11/1999,2,6.0,Carolina Panthers / 4th / 126th pick / 2021
81.0,Hayden Hurst,30.0,TE,9,8.0,245.0,6-4,South Carolina,8/24/1993,5,1.0,Baltimore Ravens / 1st / 25th pick / 2018
26.0,Donte Jackson,28.0,CB,16,16.0,180.0,5-10,LSU,11/8/1995,5,5.0,Carolina Panthers / 2nd / 55th pick / 2018
69.0,Gabe Jackson,32.0,G,5,2.0,335.0,6-3,Mississippi St.,7/12/1991,9,1.0,Oakland Raiders / 3rd / 81st pick / 2014
31.0,Lamar Jackson,25.0,CB,1,0.0,212.0,6-2,Nebraska,4/13/1998,3,0.0,
29.0,D'Shawn Jamison,24.0,CB,15,1.0,186.0,5-9,Texas,6/4/1999,Rook,1.0,
44.0,J.J. Jansen,37.0,LS,17,0.0,235.0,6-2,Notre Dame,1/20/1986,14,1.0,
66.0,Nash Jensen,24.0,RG,11,5.0,328.0,6-4,North Dakota St.,5/7/1999,Rook,2.0,
52.0,DJ Johnson,25.0,OLB,13,3.0,260.0,6-4,"Miami (FL),Oregon",10/21/1998,Rook,2.0,Carolina Panthers / 3rd / 80th pick / 2023
40.0,Deion Jones,29.0,LB,13,3.0,222.0,6-1,LSU,11/4/1994,7,2.0,Atlanta Falcons / 2nd / 52nd pick / 2016
61.0,Ricky Lee,24.0,T,6,0.0,289.0,6-5,"North Carolina Central,North Carolina A&T",11/16/1999,Rook,0.0,
46.0,Eku Leota,24.0,OLB,8,0.0,257.0,6-4,"Northwestern,Auburn",5/11/1999,Rook,1.0,
20.0,David Long,25.0,CB,3,1.0,196.0,5-11,Michigan,2/6/1998,4,0.0,Los Angeles Rams / 3rd / 79th pick / 2019
49.0,Frankie Luvu,27.0,LILB,17,17.0,236.0,6-3,Washington St.,9/19/1996,5,7.0,
88.0,Terrace Marshall Jr.,23.0,WR,9,4.0,200.0,6-2,LSU,6/9/2000,2,1.0,Carolina Panthers / 2nd / 59th pick / 2021
85.0,Jordan Matthews,31.0,TE,1,0.0,212.0,6-3,Vanderbilt,7/16/1992,9,0.0,Philadelphia Eagles / 2nd / 42nd pick / 2014
68.0,Cade Mays,24.0,G,16,5.0,325.0,6-6,"Georgia,Tennessee",4/26/1999,1,2.0,Carolina Panthers / 6th / 199th pick / 2022
64.0,Justin McCray,31.0,G,4,2.0,320.0,6-3,Central Florida,5/31/1992,6,1.0,
15.0,Jonathan Mingo,22.0,WR,15,14.0,220.0,6-2,Mississippi,4/20/2001,Rook,3.0,Carolina Panthers / 2nd / 39th pick / 2023
72.0,Taylor Moton,29.0,T,17,17.0,325.0,6-5,Western Michigan,8/18/1994,6,6.0,Carolina Panthers / 2nd / 64th pick / 2017
37.0,AJ Parker,25.0,CB,1,0.0,178.0,5-11,Kansas St.,2/15/1998,2,0.0,
4.0,Eddy Piñeiro,28.0,K,15,0.0,190.0,5-11,"ASA College (FL),Florida",9/13/1995,4,3.0,
93.0,LaBryan Ray,26.0,DT,17,1.0,290.0,6-4,Alabama,12/5/1997,1,2.0,
45.0,Giovanni Ricci,27.0,TE,5,0.0,240.0,6-3,Western Michigan,10/16/1996,2,0.0,
22.0,Jammie Robinson,22.0,S,15,2.0,200.0,5-11,"South Carolina,Florida St.",1/24/2001,Rook,1.0,Carolina Panthers / 5th / 145th pick / 2023
6.0,Miles Sanders,26.0,RB,16,5.0,211.0,5-11,Penn St.,5/1/1997,4,3.0,Philadelphia Eagles / 2nd / 53rd pick / 2019
74.0,David Sharpe,28.0,T,8,0.0,343.0,6-6,Florida,10/21/1995,6,0.0,Oakland Raiders / 4th / 129th pick / 2017
5.0,Laviska Shenault Jr.,25.0,WR,8,0.0,227.0,6-1,Colorado,10/5/1998,3,1.0,Jacksonville Jaguars / 2nd / 42nd pick / 2020
11.0,Ihmir Smith-Marsette,24.0,WR,17,0.0,185.0,6-1,Iowa,8/29/1999,2,2.0,Minnesota Vikings / 5th / 157th pick / 2021
86.0,Mike Strachan,26.0,WR,4,1.0,225.0,6-5,Charleston (WV),8/13/1997,2,0.0,Indianapolis Colts / 7th / 229th pick / 2021
84.0,Stephen Sullivan,27.0,TE,11,0.0,245.0,6-5,LSU,11/28/1996,3,1.0,Seattle Seahawks / 7th / 251st pick / 2020
19.0,Adam Thielen,33.0,WR,17,17.0,195.0,6-2,Minnesota St.,8/22/1990,9,8.0,
80.0,Ian Thomas,27.0,TE,12,5.0,253.0,6-3,Indiana,6/6/1996,5,0.0,Carolina Panthers / 4th / 101st pick / 2018
7.0,Shaq Thompson,29.0,LB,2,2.0,230.0,6-0,Washington,4/21/1994,8,1.0,Carolina Panthers / 1st / 25th pick / 2015
76.0,Calvin Throckmorton,27.0,LG/RG,9,7.0,311.0,6-5,Oregon,8/16/1996,2,2.0,
91.0,Nick Thurman,28.0,DE,17,0.0,305.0,6-4,Houston,6/12/1995,3,1.0,
64.0,Brett Toth,27.0,G,3,1.0,304.0,6-6,Army,9/1/1996,3,0.0,
82.0,Tommy Tremble,23.0,TE,16,8.0,250.0,6-4,Notre Dame,6/2/2000,2,1.0,Carolina Panthers / 3rd / 83rd pick / 2021
99.0,Shy Tuttle,28.0,DT,17,17.0,300.0,6-3,Tennessee,10/20/1995,4,7.0,
43.0,Luiji Vilain,25.0,LB,1,0.0,252.0,6-4,"Michigan,Wake Forest",3/10/1998,1,0.0,
27.0,Sam Webb,25.0,S,1,0.0,194.0,6-0,Missouri Western St.,5/19/1998,1,0.0,
96.0,DeShawn Williams,31.0,DT,16,10.0,295.0,6-1,Clemson,12/29/1992,7,5.0,
25.0,Xavier Woods,28.0,S,14,14.0,200.0,5-11,Louisiana Tech,7/26/1995,6,5.0,Dallas Cowboys / 6th / 191st pick / 2017
50.0,Chandler Wooten,24.0,LB,8,0.0,230.0,6-3,Auburn,4/25/1999,1,1.0,
71.0,Chris Wormley,30.0,DE,5,0.0,300.0,6-5,Michigan,10/25/1993,6,0.0,Baltimore Ravens / 3rd / 74th pick / 2017
16.0,Matthew Wright,27.0,K,1,0.0,174.0,5-11,Central Florida,3/22/1996,3,0.0,
9.0,Bryce Young,22.0,QB,16,16.0,204.0,5-10,Alabama,7/25/2001,Rook,6.0,Carolina Panthers / 1st / 1st pick / 2023
62.0,Chandler Zavala,24.0,G,10,7.0,322.0,6-3,"Fairmont St.,North Carolina St.",4/2/1999,Rook,2.0,Carolina Panthers / 4th / 114th pick / 2023
,Team Total,26.9,,17,,243.9,6-2.3,,,3.8,,
