Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Tom Brady,TAM,34,55,253,1,2,0,0,32,63.7,14.0,2022,206
Rachaad White,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Mike Evans,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Julio Jones,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Cade Otton,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Russell Gage,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Cameron Brate,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Ko Kieft,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Scott Miller,TAM,0,0,0,0,0,0,0,0,,14.0,2022,206
Brock Purdy,SFO,16,21,185,2,0,0,0,32,134.0,14.0,2022,206
Josh Johnson,SFO,1,2,10,0,0,0,0,10,64.6,14.0,2022,206
Christian McCaffrey,SFO,0,0,0,0,0,0,0,0,,14.0,2022,206
Jordan Mason,SFO,0,0,0,0,0,0,0,0,,14.0,2022,206
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,14.0,2022,206
Ray-Ray McCloud,SFO,0,0,0,0,0,0,0,0,,14.0,2022,206
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,14.0,2022,206
George Kittle,SFO,0,0,0,0,0,0,0,0,,14.0,2022,206
Danny Gray,SFO,0,0,0,0,0,0,0,0,,14.0,2022,206
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,14.0,2022,206
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,14.0,2022,206
