Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Joe Burrow,CIN,0,0,6.0,2022,83
Joe Mixon,CIN,0,0,6.0,2022,83
Samaje Perine,CIN,0,0,6.0,2022,83
Ja'Marr Chase,CIN,0,0,6.0,2022,83
Tyler Boyd,CIN,0,0,6.0,2022,83
Tee Higgins,CIN,0,0,6.0,2022,83
Hayden Hurst,CIN,0,0,6.0,2022,83
Andy Dalton,NOR,0,0,6.0,2022,83
Taysom Hill,NOR,0,0,6.0,2022,83
Alvin Kamara,NOR,0,0,6.0,2022,83
Mark Ingram,NOR,0,0,6.0,2022,83
Rashid Shaheed,NOR,0,0,6.0,2022,83
Tre'Quan Smith,NOR,0,0,6.0,2022,83
Juwan Johnson,NOR,0,0,6.0,2022,83
Marquez Callaway,NOR,0,0,6.0,2022,83
Keith Kirkwood,NOR,0,0,6.0,2022,83
Adam Trautman,NOR,0,0,6.0,2022,83
Kevin White,NOR,0,0,6.0,2022,83
