Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Josh Allen,BUF,30,38,359,2,2,3,14,46,101.6,18.0,2023,272
James Cook,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Leonard Fournette,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Ty Johnson,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Trent Sherfield,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Deonte Harty,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,18.0,2023,272
Tua Tagovailoa,MIA,17,27,173,1,2,0,0,24,62.7,18.0,2023,272
De'Von Achane,MIA,0,0,0,0,0,1,6,0,,18.0,2023,272
Jeff Wilson,MIA,0,0,0,0,0,0,0,0,,18.0,2023,272
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,18.0,2023,272
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,18.0,2023,272
Cedrick Wilson Jr.,MIA,0,0,0,0,0,0,0,0,,18.0,2023,272
River Cracraft,MIA,0,0,0,0,0,0,0,0,,18.0,2023,272
Braxton Berrios,MIA,0,0,0,0,0,0,0,0,,18.0,2023,272
Chase Claypool,MIA,0,0,0,0,0,0,0,0,,18.0,2023,272
Julian Hill,MIA,0,0,0,0,0,0,0,0,,18.0,2023,272
