Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Jared Goff,DET,1,1,5.0,2022,71
Jamaal Williams,DET,0,0,5.0,2022,71
Craig Reynolds,DET,0,0,5.0,2022,71
Justin Jackson,DET,0,0,5.0,2022,71
Josh Reynolds,DET,0,0,5.0,2022,71
Kalif Raymond,DET,0,0,5.0,2022,71
Amon-Ra St. Brown,DET,0,0,5.0,2022,71
T.J. Hockenson,DET,0,0,5.0,2022,71
Bailey Zappe,NWE,1,0,5.0,2022,71
Rhamondre Stevenson,NWE,0,0,5.0,2022,71
Damien Harris,NWE,0,0,5.0,2022,71
Jakobi Meyers,NWE,0,0,5.0,2022,71
Hunter Henry,NWE,0,0,5.0,2022,71
Tyquan Thornton,NWE,0,0,5.0,2022,71
Nelson Agholor,NWE,0,0,5.0,2022,71
Kendrick Bourne,NWE,0,0,5.0,2022,71
