Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Montravius Adams,29.0,DT,11,0.0,304.0,76,Auburn,7/24/1995,7,1.0,Pittsburgh Steelers,Green Bay Packers,3.0,93.0,2017.0
Kyle Allen,28.0,QB,1,0.0,210.0,75,"Texas A&M,Houston",3/8/1996,6,0.0,Pittsburgh Steelers,,,,
Calvin Anderson,28.0,OT,4,0.0,305.0,77,"Rice,Texas",3/25/1996,4,0.0,Pittsburgh Steelers,,,,
Spencer Anderson,24.0,OL,17,4.0,305.0,77,Maryland,6/7/2000,1,2.0,Pittsburgh Steelers,Pittsburgh Steelers,7.0,251.0,2023.0
Calvin Austin III,25.0,WR,17,8.0,162.0,69,Memphis,3/24/1999,1,6.0,Pittsburgh Steelers,Pittsburgh Steelers,4.0,138.0,2022.0
Keeanu Benton,23.0,NT,17,14.0,309.0,76,Wisconsin,7/17/2001,1,7.0,Pittsburgh Steelers,Pittsburgh Steelers,2.0,49.0,2023.0
Beanie Bishop,25.0,CB,17,6.0,182.0,69,"Western Kentucky,Minnesota,West Virginia",12/17/1999,0,4.0,Pittsburgh Steelers,,,,
Chris Boswell,33.0,K,17,0.0,185.0,74,Rice,3/16/1991,9,6.0,Pittsburgh Steelers,,,,
James Daniels,27.0,OL,4,4.0,327.0,76,Iowa,9/13/1997,6,2.0,Pittsburgh Steelers,Chicago Bears,2.0,39.0,2018.0
Terrell Edmunds,27.0,S,5,0.0,217.0,73,Virginia Tech,1/20/1997,6,0.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,28.0,2018.0
DeShon Elliott,27.0,FS,15,14.0,210.0,72,Texas,4/21/1997,5,6.0,Pittsburgh Steelers,Baltimore Ravens,6.0,190.0,2018.0
Jalen Elliott,26.0,S,2,0.0,205.0,73,Notre Dame,7/7/1998,3,0.0,Pittsburgh Steelers,,,,
Troy Fautanu,24.0,OT,1,1.0,317.0,76,Washington,10/11/2000,0,0.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,20.0,2024.0
Justin Fields,25.0,QB,10,6.0,227.0,75,"Georgia,Ohio St.",3/5/1999,3,6.0,Pittsburgh Steelers,Chicago Bears,1.0,11.0,2021.0
