Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Jaire Alexander,27.0,CB,7,7.0,196.0,70,Louisville,2/9/1997,6,3.0,Green Bay Packers,Green Bay Packers,1.0,18.0,2018.0
Zayne Anderson,27.0,S,16,2.0,206.0,74,BYU,1/3/1997,3,2.0,Green Bay Packers,,,,
Corey Ballentine,28.0,CB,15,1.0,196.0,71,Washburn,4/13/1996,5,1.0,Green Bay Packers,New York Giants,6.0,180.0,2019.0
Andrew Beck,28.0,FB,3,0.0,255.0,75,Texas,5/15/1996,5,0.0,Green Bay Packers,,,,
Chris Brooks,24.0,RB,15,0.0,226.0,73,"California,BYU",1/11/2000,1,2.0,Green Bay Packers,,,,
Karl Brooks,24.0,DL,17,0.0,296.0,75,Bowling Green,5/8/2000,1,3.0,Green Bay Packers,Green Bay Packers,6.0,179.0,2023.0
Omar Brown,24.0,S,2,0.0,200.0,73,"Northern Iowa,Nebraska",10/12/2000,0,0.0,Green Bay Packers,,,,
Javon Bullard,22.0,SS,15,11.0,198.0,70,Georgia,9/5/2002,0,4.0,Green Bay Packers,Green Bay Packers,2.0,58.0,2024.0
Kenny Clark,29.0,RDT,17,17.0,314.0,75,UCLA,10/4/1995,8,9.0,Green Bay Packers,Green Bay Packers,1.0,27.0,2016.0
Edgerrin Cooper,23.0,LB,14,4.0,229.0,74,Texas A&M,11/17/2001,0,4.0,Green Bay Packers,Green Bay Packers,2.0,45.0,2024.0
Brenton Cox,24.0,DL,7,0.0,250.0,76,"Georgia,Florida",1/30/2000,1,1.0,Green Bay Packers,,,,
Andre Dillard,29.0,T,10,0.0,315.0,77,Washington St.,10/3/1995,5,1.0,Green Bay Packers,Philadelphia Eagles,1.0,22.0,2019.0
Romeo Doubs,24.0,WR,13,12.0,204.0,74,Nevada,4/13/2000,2,6.0,Green Bay Packers,Green Bay Packers,4.0,132.0,2022.0
Kingsley Enagbare,24.0,DL,17,7.0,258.0,76,South Carolina,1/18/2000,2,4.0,Green Bay Packers,Green Bay Packers,5.0,179.0,2022.0
John FitzPatrick,24.0,TE,9,0.0,250.0,79,Georgia,3/9/2000,1,0.0,Green Bay Packers,Atlanta Falcons,6.0,213.0,2022.0
Rashan Gary,27.0,RDE,17,17.0,277.0,77,Michigan,12/3/1997,5,12.0,Green Bay Packers,Green Bay Packers,1.0,12.0,2019.0
Travis Glover,24.0,T,7,0.0,317.0,78,Georgia St.,8/17/2000,0,1.0,Green Bay Packers,Green Bay Packers,6.0,202.0,2024.0
Kamal Hadden,23.0,CB,2,0.0,192.0,73,"Independence (KS),Tennessee",1/17/2001,0,0.0,Green Bay Packers,Kansas City Chiefs,6.0,211.0,2024.0
Malik Heath,24.0,WR,13,1.0,213.0,74,"Copiah-Lincoln CC,Mississippi St.,Mississippi",3/31/2000,1,1.0,Green Bay Packers,,,,
Ty'Ron Hopper,23.0,LB,17,0.0,228.0,74,"Florida,Missouri",4/26/2001,0,1.0,Green Bay Packers,Green Bay Packers,3.0,91.0,2024.0
Josh Jacobs,26.0,RB,17,17.0,223.0,70,Alabama,2/11/1998,5,12.0,Green Bay Packers,Oakland Raiders,1.0,24.0,2019.0
