Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
De'Von Achane,23.0,RB,17,16.0,188.0,69,Texas A&M,10/13/2001,1,11.0,Miami Dolphins,Miami Dolphins,3.0,84.0,2023.0
Tucker Addington,27.0,LS,3,0.0,230.0,74,Sam Houston St.,7/16/1997,2,0.0,Miami Dolphins,,,,
Terron Armstead,33.0,LT,15,15.0,305.0,77,Ark-Pine Bluff,7/23/1991,11,7.0,Miami Dolphins,New Orleans Saints,3.0,75.0,2013.0
Jake Bailey,27.0,P,17,0.0,212.0,74,Stanford,6/18/1997,5,2.0,Miami Dolphins,New England Patriots,5.0,163.0,2019.0
Odell Beckham Jr.,32.0,WR,9,0.0,200.0,71,LSU,11/5/1992,10,0.0,Miami Dolphins,New York Giants,1.0,12.0,2014.0
Quinton Bell,28.0,LB,17,3.0,255.0,76,Prairie View A&M,5/9/1996,4,3.0,Miami Dolphins,Oakland Raiders,7.0,230.0,2019.0
Braxton Berrios,29.0,WR,6,0.0,185.0,69,Miami (FL),10/6/1995,5,0.0,Miami Dolphins,New England Patriots,6.0,210.0,2018.0
Ethan Bonner,25.0,CB,5,0.0,186.0,73,Stanford,10/23/1999,1,0.0,Miami Dolphins,,,,
Tyus Bowser,29.0,LOLB,7,4.0,250.0,75,Houston,5/23/1995,7,2.0,Miami Dolphins,Baltimore Ravens,2.0,47.0,2017.0
Tim Boyle,30.0,QB,2,0.0,233.0,76,"Connecticut,Eastern Kentucky",10/3/1994,5,1.0,Miami Dolphins,,,,
Aaron Brewer,27.0,C,17,17.0,295.0,73,Texas St.,10/28/1997,4,7.0,Miami Dolphins,,,,
Jordyn Brooks,27.0,RILB,17,17.0,240.0,72,Texas Tech,10/21/1997,4,9.0,Miami Dolphins,Seattle Seahawks,1.0,27.0,2020.0
Calais Campbell,38.0,NT,17,17.0,307.0,80,Miami (FL),9/1/1986,16,9.0,Miami Dolphins,Arizona Cardinals,2.0,50.0,2008.0
Elijah Campbell,29.0,DB,17,1.0,200.0,71,"Iowa Western,Northern Illinois,Northern Iowa",8/24/1995,4,2.0,Miami Dolphins,,,,
Jackson Carman,24.0,T,8,1.0,322.0,77,Clemson,1/22/2000,3,1.0,Miami Dolphins,Cincinnati Bengals,2.0,46.0,2021.0
Robbie Chosen,31.0,WR,2,0.0,185.0,75,Temple,5/9/1993,8,0.0,Miami Dolphins,,,,
Tanner Conner,26.0,TE,8,1.0,232.0,75,Idaho St.,3/20/1998,2,0.0,Miami Dolphins,,,,
Lester Cotton,28.0,OL,11,0.0,330.0,76,Alabama,2/20/1996,5,1.0,Miami Dolphins,,,,
River Cracraft,30.0,WR,8,0.0,198.0,72,Washington St.,11/1/1994,6,1.0,Miami Dolphins,,,,
Matt Dickerson,29.0,DE,4,0.0,298.0,77,UCLA,11/9/1995,6,0.0,Miami Dolphins,,,,
Tyrel Dodson,26.0,LB,8,3.0,237.0,72,Texas A&M,6/25/1998,4,3.0,Miami Dolphins,,,,
Grant Dubose,23.0,WR,3,0.0,201.0,74,"Miles,Charlotte",6/20/2001,1,0.0,Miami Dolphins,Green Bay Packers,7.0,256.0,2023.0
Storm Duck,24.0,CB,14,3.0,195.0,72,"North Carolina,Louisville",12/15/2000,0,2.0,Miami Dolphins,,,,
Liam Eichenberg,26.0,RG,17,14.0,302.0,78,Notre Dame,1/19/1998,3,6.0,Miami Dolphins,Miami Dolphins,2.0,42.0,2021.0
D'Wayne Eskridge,27.0,WR,6,0.0,190.0,69,Western Michigan,3/23/1997,3,0.0,Miami Dolphins,Seattle Seahawks,2.0,56.0,2021.0
Erik Ezukanma,24.0,WR,2,0.0,206.0,74,Texas Tech,1/25/2000,2,0.0,Miami Dolphins,Miami Dolphins,4.0,125.0,2022.0
Neil Farrell,26.0,DT,7,0.0,325.0,76,LSU,9/9/1998,2,1.0,Miami Dolphins,Las Vegas Raiders,4.0,126.0,2022.0
Blake Ferguson,27.0,LS,5,0.0,230.0,75,LSU,4/21/1997,4,0.0,Miami Dolphins,Miami Dolphins,6.0,185.0,2020.0
Kendall Fuller,29.0,RCB,11,11.0,198.0,71,Virginia Tech,2/13/1995,8,5.0,Miami Dolphins,Washington Redskins,3.0,84.0,2016.0
Cameron Goode,26.0,LB,3,0.0,245.0,75,California,4/15/1998,1,0.0,Miami Dolphins,Miami Dolphins,7.0,224.0,2022.0
Da'Shawn Hand,29.0,DT,17,2.0,302.0,75,Alabama,11/14/1995,6,3.0,Miami Dolphins,Detroit Lions,4.0,114.0,2018.0
Ryan Hayes,24.0,T,1,0.0,303.0,78,Michigan,2/28/2000,1,0.0,Miami Dolphins,Miami Dolphins,7.0,238.0,2023.0
Julian Hill,24.0,TE,16,11.0,251.0,76,Campbell,7/9/2000,1,1.0,Miami Dolphins,,,,
Tyreek Hill,30.0,WR,17,17.0,191.0,70,"Garden City (KS),Oklahoma St.,West Alabama",3/1/1994,8,9.0,Miami Dolphins,Kansas City Chiefs,5.0,165.0,2016.0
Jevon Holland,24.0,SS,15,15.0,205.0,73,Oregon,3/3/2000,3,6.0,Miami Dolphins,Miami Dolphins,2.0,36.0,2021.0
Tyler Huntley,26.0,QB,5,5.0,205.0,73,Utah,2/3/1998,4,3.0,Miami Dolphins,,,,
Alec Ingold,28.0,FB,15,10.0,232.0,73,Wisconsin,7/9/1996,5,1.0,Miami Dolphins,,,,
Austin Jackson,25.0,RT,8,8.0,315.0,77,USC,8/11/1999,4,3.0,Miami Dolphins,Miami Dolphins,1.0,18.0,2020.0
Benito Jones,27.0,RDE,17,15.0,335.0,73,Mississippi,11/27/1997,4,7.0,Miami Dolphins,,,,
Robert Jones,25.0,LG,17,17.0,321.0,76,"Highland (KS),Middle Tenn. St.",1/28/1999,3,7.0,Miami Dolphins,,,,
Mohamed Kamara,25.0,LB,5,0.0,253.0,73,Colorado St.,5/29/1999,0,0.0,Miami Dolphins,Miami Dolphins,5.0,158.0,2024.0
Kader Kohou,26.0,CB,15,9.0,197.0,70,Texas A&M-Commerce,11/29/1998,2,5.0,Miami Dolphins,,,,
Kendall Lamm,32.0,T,15,7.0,308.0,77,Appalachian St.,6/5/1992,9,4.0,Miami Dolphins,,,,
David Long,28.0,LILB,8,6.0,225.0,71,West Virginia,10/12/1996,5,3.0,Miami Dolphins,Tennessee Titans,6.0,188.0,2019.0
Marcus Maye,31.0,S,11,3.0,207.0,72,Florida,3/9/1993,7,2.0,Miami Dolphins,New York Jets,2.0,39.0,2017.0
Patrick McMorris,23.0,S,6,0.0,206.0,72,"San Diego St.,California",10/18/2001,0,0.0,Miami Dolphins,Miami Dolphins,6.0,198.0,2024.0
Jake McQuaide,37.0,LS,3,0.0,247.0,74,Ohio St.,12/7/1987,13,0.0,Miami Dolphins,,,,
Raheem Mostert,32.0,RB,13,1.0,205.0,70,Purdue,4/9/1992,9,3.0,Miami Dolphins,,,,
Siran Neal,30.0,CB,17,0.0,206.0,72,Jacksonville St.,8/4/1994,6,1.0,Miami Dolphins,Buffalo Bills,5.0,154.0,2018.0
Nik Needham,28.0,CB,2,0.0,196.0,73,Texas-El Paso,11/4/1996,5,0.0,Miami Dolphins,,,,
Emmanuel Ogbah,31.0,LB,16,16.0,275.0,76,Oklahoma St.,11/6/1993,8,9.0,Miami Dolphins,Cleveland Browns,2.0,32.0,2016.0
Matt Overton,39.0,LS,3,0.0,254.0,73,Western Washington,7/6/1985,12,0.0,Miami Dolphins,,,,
Patrick Paul,23.0,OT,17,3.0,332.0,79,Houston,11/1/2001,0,2.0,Miami Dolphins,Miami Dolphins,2.0,55.0,2024.0
Jaelan Phillips,25.0,LB,4,3.0,263.0,77,"UCLA,Miami (FL)",5/28/1999,3,2.0,Miami Dolphins,Miami Dolphins,1.0,18.0,2021.0
Brandon Pili,25.0,DT,8,0.0,319.0,75,USC,4/2/1999,1,1.0,Miami Dolphins,,,,
Jordan Poyer,33.0,FS,16,16.0,191.0,72,Oregon St.,4/25/1991,11,7.0,Miami Dolphins,Philadelphia Eagles,7.0,218.0,2013.0
Jalen Ramsey,30.0,LCB,17,17.0,208.0,73,Florida St.,10/24/1994,8,8.0,Miami Dolphins,Jacksonville Jaguars,1.0,5.0,2016.0
Duke Riley,30.0,LB,17,2.0,227.0,73,LSU,8/9/1994,7,2.0,Miami Dolphins,Atlanta Falcons,3.0,75.0,2017.0
Chop Robinson,21.0,LB,17,1.0,254.0,75,"Maryland,Penn St.",1/2/2003,0,2.0,Miami Dolphins,Miami Dolphins,1.0,21.0,2024.0
Jason Sanders,29.0,K,17,0.0,195.0,71,New Mexico,11/16/1995,6,5.0,Miami Dolphins,Miami Dolphins,7.0,229.0,2018.0
Zach Sieler,29.0,LDE,15,15.0,300.0,78,Ferris St.,9/7/1995,6,9.0,Miami Dolphins,Baltimore Ravens,7.0,238.0,2018.0
Cam Smith,24.0,CB,6,0.0,186.0,73,South Carolina,12/21/2000,1,0.0,Miami Dolphins,Miami Dolphins,2.0,51.0,2023.0
Jonnu Smith,29.0,TE,17,6.0,248.0,75,Florida International,8/22/1995,7,8.0,Miami Dolphins,Tennessee Titans,3.0,100.0,2017.0
Durham Smythe,29.0,TE,17,4.0,246.0,78,Notre Dame,8/9/1995,6,0.0,Miami Dolphins,Miami Dolphins,4.0,123.0,2018.0
Jack Stoll,26.0,TE,4,0.0,247.0,76,Nebraska,1/28/1998,3,0.0,Miami Dolphins,,,,
Tua Tagovailoa,26.0,QB,11,11.0,225.0,73,Alabama,3/2/1998,4,9.0,Miami Dolphins,Miami Dolphins,1.0,5.0,2020.0
Skylar Thompson,27.0,QB,3,1.0,210.0,74,Kansas St.,6/4/1997,2,1.0,Miami Dolphins,Miami Dolphins,7.0,247.0,2022.0
Channing Tindall,24.0,LB,11,0.0,236.0,74,Georgia,3/28/2000,2,1.0,Miami Dolphins,Miami Dolphins,3.0,102.0,2022.0
Zach Triner,33.0,LS,3,0.0,245.0,75,Assumption,1/30/1991,5,0.0,Miami Dolphins,,,,
Jaylen Waddle,26.0,WR,15,15.0,185.0,70,Alabama,11/25/1998,3,7.0,Miami Dolphins,Miami Dolphins,1.0,6.0,2021.0
Anthony Walker,29.0,LILB,14,8.0,235.0,73,Northwestern,8/8/1995,7,5.0,Miami Dolphins,Indianapolis Colts,5.0,161.0,2017.0
Malik Washington,23.0,WR,14,3.0,191.0,68,"Northwestern,Virginia",1/4/2001,0,2.0,Miami Dolphins,Miami Dolphins,6.0,184.0,2024.0
Jeff Wilson,29.0,RB,9,0.0,205.0,72,North Texas,11/16/1995,6,1.0,Miami Dolphins,,,,
Jaylen Wright,21.0,RB,15,1.0,210.0,70,Tennessee,4/1/2003,0,2.0,Miami Dolphins,Miami Dolphins,4.0,120.0,2024.0
Isaiah Wynn,29.0,OL,6,3.0,305.0,74,Georgia,12/9/1995,5,1.0,Miami Dolphins,New England Patriots,1.0,23.0,2018.0
