Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Derek Barnett,26.0,DE,1,0.0,259.0,75,Tennessee,6/25/1996,5,0.0,Philadelphia Eagles,Philadelphia Eagles,1.0,14.0,2017.0
Reed Blankenship,23.0,FS,10,4.0,203.0,73,Middle Tenn. St.,3/2/1999,0,2.0,Philadelphia Eagles,,,,
James Bradberry,29.0,LCB,17,17.0,210.0,73,"Arkansas St.,Samford",8/4/1993,6,11.0,Philadelphia Eagles,Carolina Panthers,2.0,62.0,2016.0
Shaun Bradley,25.0,LB,15,0.0,240.0,73,Temple,4/8/1997,2,1.0,Philadelphia Eagles,Philadelphia Eagles,6.0,196.0,2020.0
A.J. Brown,25.0,WR,17,16.0,226.0,73,Mississippi,6/30/1997,3,16.0,Philadelphia Eagles,Tennessee Titans,2.0,51.0,2019.0
Grant Calcaterra,24.0,TE,15,2.0,240.0,76,"Oklahoma,SMU",12/4/1998,0,1.0,Philadelphia Eagles,Philadelphia Eagles,6.0,198.0,2022.0
Andre Chachere,26.0,S,7,0.0,197.0,72,San Jose St.,2/10/1996,1,0.0,Philadelphia Eagles,,,,
Britain Covey,25.0,WR,17,0.0,173.0,68,Utah,3/18/1997,0,0.0,Philadelphia Eagles,,,,
Fletcher Cox,32.0,RDE/LDE,17,17.0,310.0,76,Mississippi St.,12/13/1990,10,8.0,Philadelphia Eagles,Philadelphia Eagles,1.0,12.0,2012.0
Jordan Davis,22.0,DT,13,5.0,336.0,78,Georgia,1/12/2000,0,3.0,Philadelphia Eagles,Philadelphia Eagles,1.0,13.0,2022.0
Nakobe Dean,22.0,LB,17,0.0,231.0,71,Georgia,12/13/2000,0,1.0,Philadelphia Eagles,Philadelphia Eagles,3.0,83.0,2022.0
Cameron Dicker,22.0,K,1,0.0,216.0,73,Texas,5/6/2000,0,0.0,Philadelphia Eagles,,,,
Landon Dickerson,24.0,LG,17,17.0,332.0,78,"Florida St.,Alabama",9/30/1998,1,10.0,Philadelphia Eagles,Philadelphia Eagles,2.0,37.0,2021.0
Andre Dillard,27.0,T,12,0.0,315.0,77,Washington St.,10/3/1995,3,1.0,Philadelphia Eagles,Philadelphia Eagles,1.0,22.0,2019.0
Jack Driscoll,25.0,T,17,3.0,312.0,77,"Massachusetts,Auburn",4/1/1997,2,3.0,Philadelphia Eagles,Philadelphia Eagles,4.0,145.0,2020.0
T.J. Edwards,26.0,RLB,17,17.0,228.0,72,Wisconsin,8/12/1996,3,8.0,Philadelphia Eagles,,,,
Jake Elliott,27.0,K,16,0.0,167.0,69,Memphis,1/21/1995,5,3.0,Philadelphia Eagles,Cincinnati Bengals,5.0,153.0,2017.0
Christian Elliss,23.0,LB,6,0.0,231.0,74,Idaho,1/2/1999,1,0.0,Philadelphia Eagles,,,,
Marcus Epps,26.0,SS,17,17.0,195.0,72,Wyoming,1/27/1996,3,5.0,Philadelphia Eagles,Minnesota Vikings,6.0,191.0,2019.0
Kenneth Gainwell,23.0,RB,17,0.0,200.0,69,Memphis,3/14/1999,1,4.0,Philadelphia Eagles,Philadelphia Eagles,5.0,150.0,2021.0
C.J. Gardner-Johnson,25.0,FS,12,12.0,208.0,71,Florida,12/20/1997,3,5.0,Philadelphia Eagles,New Orleans Saints,4.0,105.0,2019.0
Dallas Goedert,27.0,TE,12,12.0,256.0,77,South Dakota St.,1/3/1995,4,7.0,Philadelphia Eagles,Philadelphia Eagles,2.0,49.0,2018.0
Brandon Graham,34.0,DE,17,1.0,265.0,74,Michigan,4/3/1988,12,2.0,Philadelphia Eagles,Philadelphia Eagles,1.0,13.0,2010.0
Javon Hargrave,29.0,LDT,17,17.0,305.0,74,South Carolina St.,2/7/1993,6,9.0,Philadelphia Eagles,Pittsburgh Steelers,3.0,89.0,2016.0
Jalen Hurts,24.0,QB,15,15.0,223.0,73,"Alabama,Oklahoma",8/7/1998,2,20.0,Philadelphia Eagles,Philadelphia Eagles,2.0,53.0,2020.0
Tarron Jackson,24.0,DE,4,0.0,254.0,74,Coastal Carolina,6/22/1998,1,0.0,Philadelphia Eagles,Philadelphia Eagles,6.0,191.0,2021.0
Tyree Jackson,25.0,TE,5,0.0,249.0,79,Buffalo,11/7/1997,1,0.0,Philadelphia Eagles,,,,
Josh Jobe,24.0,CB,11,0.0,190.0,71,Alabama,4/9/1998,0,1.0,Philadelphia Eagles,,,,
Kyron Johnson,24.0,LB,16,0.0,235.0,72,Kansas,7/24/1998,0,1.0,Philadelphia Eagles,Philadelphia Eagles,6.0,181.0,2022.0
Lane Johnson,32.0,RT,15,15.0,325.0,78,"Kilgore College,Oklahoma",5/8/1990,9,15.0,Philadelphia Eagles,Philadelphia Eagles,1.0,4.0,2013.0
Patrick Johnson,24.0,DE,16,0.0,248.0,74,Tulane,1/10/1998,1,1.0,Philadelphia Eagles,Philadelphia Eagles,7.0,234.0,2021.0
Linval Joseph,34.0,RDT,8,8.0,329.0,76,East Carolina,10/10/1988,12,3.0,Philadelphia Eagles,New York Giants,2.0,46.0,2010.0
Cam Jurgens,23.0,C,17,0.0,303.0,75,Nebraska,8/21/1999,0,1.0,Philadelphia Eagles,Philadelphia Eagles,2.0,51.0,2022.0
Jason Kelce,35.0,C,17,17.0,295.0,75,Cincinnati,11/5/1987,11,14.0,Philadelphia Eagles,Philadelphia Eagles,6.0,191.0,2011.0
Brett Kern,36.0,P,4,0.0,214.0,74,Toledo,2/17/1986,14,0.0,Philadelphia Eagles,,,,
Rick Lovato,30.0,LS,17,0.0,249.0,74,Old Dominion,9/9/1992,7,1.0,Philadelphia Eagles,,,,
Avonte Maddox,26.0,DB,9,8.0,191.0,69,Pittsburgh,3/31/1996,4,3.0,Philadelphia Eagles,Philadelphia Eagles,4.0,125.0,2018.0
Jordan Mailata,25.0,LT,16,16.0,365.0,80,,3/31/1997,2,9.0,Philadelphia Eagles,Philadelphia Eagles,7.0,233.0,2018.0
Zech McPhearson,24.0,CB,17,0.0,191.0,71,Texas Tech,3/21/1998,1,1.0,Philadelphia Eagles,Philadelphia Eagles,4.0,123.0,2021.0
Gardner Minshew II,26.0,QB,5,2.0,225.0,73,"Northwest Mississippi CC,East Carolina,Washington St.",5/16/1996,3,2.0,Philadelphia Eagles,Jacksonville Jaguars,6.0,178.0,2019.0
Sua Opeta,26.0,T,7,0.0,305.0,76,Weber St.,8/15/1996,2,1.0,Philadelphia Eagles,,,,
Zach Pascal,28.0,WR,17,2.0,219.0,74,Old Dominion,12/18/1994,4,2.0,Philadelphia Eagles,,,,
Robert Quinn,32.0,DE,6,0.0,245.0,76,North Carolina,5/18/1990,11,0.0,Philadelphia Eagles,St. Louis Rams,1.0,14.0,2011.0
Haason Reddick,28.0,LLB,17,17.0,240.0,73,Temple,9/22/1994,5,15.0,Philadelphia Eagles,Arizona Cardinals,1.0,13.0,2017.0
