Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Brandon Aiyuk,24.0,WR,17,17.0,200.0,72,Arizona St.,3/17/1998,2,11.0,San Francisco 49Ers,San Francisco 49ers,1.0,25.0,2020.0
Azeez Al-Shaair,25.0,LLB,12,9.0,228.0,74,Florida Atlantic,8/4/1997,3,5.0,San Francisco 49Ers,,,,
Arik Armstead,29.0,RDT,9,9.0,290.0,79,Oregon,11/15/1993,7,4.0,San Francisco 49Ers,San Francisco 49ers,1.0,17.0,2015.0
Aaron Banks,25.0,LG,16,16.0,325.0,77,Notre Dame,9/3/1997,1,7.0,San Francisco 49Ers,San Francisco 49ers,2.0,48.0,2021.0
Nick Bosa,25.0,RDE,16,16.0,266.0,76,Ohio St.,10/23/1997,3,18.0,San Francisco 49Ers,San Francisco 49ers,1.0,2.0,2019.0
Jake Brendel,30.0,C,17,17.0,299.0,76,UCLA,9/10/1992,6,8.0,San Francisco 49Ers,,,,
Daniel Brunskill,28.0,G,14,2.0,300.0,77,San Diego St.,1/27/1994,3,2.0,San Francisco 49Ers,,,,
Spencer Burford,22.0,RG,16,16.0,300.0,76,Texas-San Antonio,7/19/2000,0,7.0,San Francisco 49Ers,San Francisco 49ers,4.0,134.0,2022.0
Oren Burks,27.0,LB,17,3.0,233.0,75,Vanderbilt,3/21/1995,4,2.0,San Francisco 49Ers,Green Bay Packers,3.0,88.0,2018.0
Tevin Coleman,29.0,RB,5,0.0,210.0,73,Indiana,4/16/1993,7,1.0,San Francisco 49Ers,Atlanta Falcons,3.0,73.0,2015.0
Tyrion Davis-Price,22.0,RB,6,0.0,219.0,73,LSU,10/23/2000,0,1.0,San Francisco 49Ers,San Francisco 49ers,3.0,93.0,2022.0
Ross Dwelley,27.0,TE,12,0.0,235.0,77,San Diego,1/26/1995,4,1.0,San Francisco 49Ers,,,,
Michael Dwumfour,24.0,DT,2,0.0,296.0,73,"Michigan,Rutgers",1/1/1998,1,0.0,San Francisco 49Ers,,,,
Samson Ebukam,27.0,LDE,15,15.0,245.0,75,Eastern Washington,5/9/1995,5,7.0,San Francisco 49Ers,Los Angeles Rams,4.0,125.0,2017.0
Demetrius Flannigan-Fowles,26.0,LB,17,0.0,210.0,74,Arizona,9/4/1996,2,1.0,San Francisco 49Ers,,,,
Jimmy Garoppolo,31.0,QB,11,10.0,225.0,74,Eastern Illinois,11/2/1991,8,10.0,San Francisco 49Ers,New England Patriots,2.0,62.0,2014.0
Tashaun Gipson,32.0,FS,17,17.0,212.0,71,Wyoming,8/7/1990,10,7.0,San Francisco 49Ers,,,,
Kevin Givens,25.0,LDT,13,11.0,285.0,73,Penn St.,3/1/1997,3,5.0,San Francisco 49Ers,,,,
