Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Matthew Adams,27.0,LB,10,3.0,230.0,72,Houston,12/12/1995,4,2.0,Chicago Bears,Indianapolis Colts,7.0,221.0,2018.0
Chase Allen,25.0,TE,1,0.0,250.0,79,Iowa St.,7/9/1997,0,0.0,Chicago Bears,,,,
Michael Badgley,27.0,K,1,0.0,188.0,70,Miami (FL),7/28/1995,4,1.0,Chicago Bears,,,,
Angelo Blackson,30.0,DT,15,4.0,318.0,76,Auburn,11/14/1992,7,2.0,Chicago Bears,Tennessee Titans,4.0,100.0,2015.0
Josh Blackwell,23.0,DB,16,1.0,179.0,71,Duke,4/5/1999,0,1.0,Chicago Bears,,,,
Khari Blasingame,26.0,FB,16,6.0,233.0,72,Vanderbilt,7/1/1996,3,0.0,Chicago Bears,,,,
Breon Borders,27.0,DB,1,0.0,189.0,72,Duke,7/22/1995,5,0.0,Chicago Bears,,,,
Larry Borom,23.0,RT,13,9.0,325.0,77,Missouri,3/30/1999,1,5.0,Chicago Bears,Chicago Bears,5.0,151.0,2021.0
Tim Boyle,28.0,QB,1,0.0,233.0,76,"Connecticut,Eastern Kentucky",10/3/1994,3,0.0,Chicago Bears,,,,
Jaquan Brisker,23.0,FS,15,15.0,204.0,73,"Lackawanna,Penn St.",4/20/1999,0,4.0,Chicago Bears,Chicago Bears,2.0,48.0,2022.0
Andrew Brown,27.0,DT,5,0.0,290.0,75,Virginia,12/30/1995,3,0.0,Chicago Bears,Cincinnati Bengals,5.0,158.0,2018.0
Ja'Tyre Carter,23.0,T,3,0.0,311.0,75,Southern,1/15/1999,0,0.0,Chicago Bears,Chicago Bears,7.0,226.0,2022.0
Taco Charlton,28.0,DE,5,0.0,270.0,78,Michigan,11/7/1994,5,0.0,Chicago Bears,Dallas Cowboys,1.0,28.0,2017.0
Chase Claypool,24.0,WR,7,3.0,238.0,76,Notre Dame,7/7/1998,2,2.0,Chicago Bears,Pittsburgh Steelers,2.0,49.0,2020.0
Adrian Colbert,29.0,DB,2,0.0,205.0,74,Miami (FL),10/6/1993,5,0.0,Chicago Bears,San Francisco 49ers,7.0,229.0,2017.0
Dane Cruikshank,27.0,DB,8,0.0,209.0,73,Arizona,4/27/1995,4,0.0,Chicago Bears,Tennessee Titans,5.0,152.0,2018.0
Trestan Ebner,23.0,RB,17,0.0,215.0,71,Baylor,1/2/1999,0,0.0,Chicago Bears,Chicago Bears,6.0,203.0,2022.0
Dieter Eiselen,26.0,G,11,0.0,300.0,76,Yale,6/10/1996,2,1.0,Chicago Bears,,,,
Darrynton Evans,24.0,RB,6,0.0,203.0,70,Appalachian St.,7/9/1998,2,1.0,Chicago Bears,Tennessee Titans,3.0,93.0,2020.0
Justin Fields,23.0,QB,15,15.0,227.0,75,"Georgia,Ohio St.",3/5/1999,1,16.0,Chicago Bears,Chicago Bears,1.0,11.0,2021.0
DeMarquis Gates,26.0,LB,3,0.0,221.0,74,Mississippi,3/7/1996,1,0.0,Chicago Bears,,,,
Trenton Gill,23.0,P,17,0.0,219.0,76,North Carolina St.,3/5/1999,0,2.0,Chicago Bears,Chicago Bears,7.0,255.0,2022.0
Trevis Gipson,25.0,LDE,17,10.0,263.0,76,Tulsa,6/13/1997,2,4.0,Chicago Bears,Chicago Bears,5.0,155.0,2020.0
Kyler Gordon,23.0,RCB,14,14.0,200.0,71,Washington,12/17/1999,0,4.0,Chicago Bears,Chicago Bears,2.0,39.0,2022.0
Gerri Green,27.0,DE,1,0.0,252.0,76,Mississippi St.,9/14/1995,1,0.0,Chicago Bears,Indianapolis Colts,6.0,199.0,2019.0
Ryan Griffin,32.0,TE,15,0.0,255.0,78,Connecticut,1/11/1990,9,0.0,Chicago Bears,Houston Texans,6.0,201.0,2013.0
Harrison Hand,24.0,CB,4,1.0,185.0,71,"Baylor,Temple",11/12/1998,2,0.0,Chicago Bears,Minnesota Vikings,5.0,169.0,2020.0
N'Keal Harry,25.0,WR,7,0.0,225.0,76,Arizona St.,12/17/1997,3,1.0,Chicago Bears,New England Patriots,1.0,32.0,2019.0
Khalil Herbert,24.0,RB,13,1.0,212.0,69,"Kansas,Virginia Tech",4/21/1998,1,5.0,Chicago Bears,Chicago Bears,6.0,217.0,2021.0
Elijah Hicks,23.0,DB,15,2.0,204.0,71,California,10/16/1999,0,1.0,Chicago Bears,Chicago Bears,7.0,254.0,2022.0
Jalyn Holmes,26.0,DE,1,0.0,283.0,77,Ohio St.,1/25/1996,4,0.0,Chicago Bears,Minnesota Vikings,4.0,102.0,2018.0
DeAndre Houston-Carson,29.0,SS,17,6.0,203.0,73,William & Mary,4/13/1993,6,2.0,Chicago Bears,Chicago Bears,6.0,185.0,2016.0
