Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Dakota Allen,27.0,LB,2,0.0,232.0,73,"Texas Tech,East Mississippi CC",11/2/1995,3,0.0,Denver Broncos,Los Angeles Rams,7.0,251.0,2019.0
Calvin Anderson,26.0,RT,14,7.0,300.0,77,"Rice,Texas",3/25/1996,2,3.0,Denver Broncos,,,,
Tyler Badie,22.0,RB,1,0.0,197.0,68,Missouri,2/7/2000,0,0.0,Denver Broncos,Baltimore Ravens,6.0,196.0,2022.0
Quinn Bailey,27.0,T,8,1.0,323.0,78,Arizona St.,10/18/1995,3,1.0,Denver Broncos,,,,
Essang Bassey,24.0,CB,14,0.0,190.0,70,Wake Forest,8/12/1998,2,1.0,Denver Broncos,,,,
Andrew Beck,26.0,TE,13,4.0,255.0,75,Texas,5/15/1996,3,0.0,Denver Broncos,,,,
Jacob Bobenmoyer,25.0,LS,13,0.0,235.0,72,Northern Colorado,5/28/1997,2,1.0,Denver Broncos,,,,
Garett Bolles,30.0,LT,5,5.0,300.0,77,"Snow College (UT),Utah",5/27/1992,5,2.0,Denver Broncos,Denver Broncos,1.0,20.0,2017.0
Nik Bonitto,23.0,OLB,15,1.0,240.0,75,Oklahoma,9/26/1999,0,2.0,Denver Broncos,Denver Broncos,2.0,64.0,2022.0
Mike Boone,27.0,RB,9,0.0,206.0,70,Cincinnati,6/30/1995,4,1.0,Denver Broncos,,,,
Baron Browning,23.0,ROLB,14,8.0,255.0,75,Ohio St.,2/19/1999,1,6.0,Denver Broncos,Denver Broncos,3.0,105.0,2021.0
Bradley Chubb,26.0,LOLB,8,8.0,268.0,76,North Carolina St.,6/24/1996,4,4.0,Denver Broncos,Denver Broncos,1.0,5.0,2018.0
Tyrie Cleveland,25.0,WR,6,0.0,205.0,74,Florida,9/20/1997,2,0.0,Denver Broncos,Denver Broncos,7.0,252.0,2020.0
Tom Compton,33.0,T,1,0.0,315.0,78,South Dakota,5/10/1989,9,0.0,Denver Broncos,Washington Redskins,6.0,193.0,2012.0
Jonathon Cooper,24.0,LOLB,14,9.0,257.0,76,Ohio St.,1/8/1998,1,5.0,Denver Broncos,Denver Broncos,7.0,239.0,2021.0
Lloyd Cushenberry III,25.0,C,8,8.0,315.0,76,LSU,11/22/1997,2,3.0,Denver Broncos,Denver Broncos,3.0,83.0,2020.0
Ronald Darby,28.0,RCB,5,5.0,193.0,71,Florida St.,1/2/1994,7,2.0,Denver Broncos,Buffalo Bills,2.0,50.0,2015.0
