Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Paulson Adebo,23.0,LCB,13,12.0,192.0,73,Stanford,7/3/1999,1,4.0,New Orleans Saints,New Orleans Saints,3.0,76.0,2021.0
Josh Andrews,31.0,C,6,5.0,298.0,74,Oregon St.,6/21/1991,7,2.0,New Orleans Saints,,,,
Zack Baun,26.0,LB,13,1.0,225.0,75,Wisconsin,12/30/1996,2,1.0,New Orleans Saints,New Orleans Saints,3.0,74.0,2020.0
Eno Benjamin,23.0,RB,3,0.0,207.0,69,Arizona St.,4/13/1999,1,0.0,New Orleans Saints,Arizona Cardinals,7.0,222.0,2020.0
Marquez Callaway,24.0,WR,14,3.0,204.0,74,Tennessee,3/27/1998,2,1.0,New Orleans Saints,,,,
Andy Dalton,35.0,QB,14,14.0,220.0,74,TCU,10/29/1987,11,8.0,New Orleans Saints,Cincinnati Bengals,2.0,35.0,2011.0
Marcus Davenport,26.0,RDE,15,9.0,285.0,78,Texas-San Antonio,9/4/1996,4,5.0,New Orleans Saints,New Orleans Saints,1.0,14.0,2018.0
Demario Davis,33.0,MLB,17,17.0,248.0,74,Arkansas St.,1/11/1989,10,15.0,New Orleans Saints,New York Jets,3.0,77.0,2012.0
Wyatt Davis,23.0,G,1,0.0,315.0,76,Ohio St.,2/17/1999,1,0.0,New Orleans Saints,Minnesota Vikings,3.0,86.0,2021.0
Andrew Dowell,26.0,LB,17,0.0,225.0,73,Michigan St.,11/16/1996,2,1.0,New Orleans Saints,,,,
Yasir Durant,24.0,G,1,0.0,330.0,78,Missouri,5/21/1998,2,0.0,New Orleans Saints,,,,
Kaden Elliss,27.0,RLB,17,11.0,240.0,74,Idaho,7/10/1995,3,6.0,New Orleans Saints,New Orleans Saints,7.0,244.0,2019.0
Justin Evans,27.0,S,15,4.0,199.0,72,"Mississippi Gulf Coast CC,Texas A&M",8/26/1995,5,2.0,New Orleans Saints,Tampa Bay Buccaneers,2.0,50.0,2017.0
