Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Jamal Agnew,27.0,WR,15,0.0,190.0,70,San Diego,4/3/1995,5,2.0,Jacksonville Jaguars,Detroit Lions,5.0,165.0,2017.0
Dan Arnold,27.0,TE,17,0.0,240.0,78,Wisconsin–Platteville,3/15/1995,4,1.0,Jacksonville Jaguars,,,,
Ben Bartch,24.0,LG,5,5.0,315.0,78,Saint John's (MN),7/22/1998,2,2.0,Jacksonville Jaguars,Jacksonville Jaguars,4.0,116.0,2020.0
C.J. Beathard,29.0,QB,4,0.0,215.0,74,Iowa,11/16/1993,5,0.0,Jacksonville Jaguars,San Francisco 49ers,3.0,104.0,2017.0
Montaric Brown,23.0,CB,8,1.0,190.0,72,Arkansas,8/24/1999,0,1.0,Jacksonville Jaguars,Jacksonville Jaguars,7.0,222.0,2022.0
Tevaughn Campbell,29.0,DB,5,0.0,200.0,72,Regina,6/14/1993,2,0.0,Jacksonville Jaguars,,,,
Tyson Campbell,22.0,RCB,17,17.0,195.0,73,Georgia,3/17/2000,1,7.0,Jacksonville Jaguars,Jacksonville Jaguars,2.0,33.0,2021.0
K'Lavon Chaisson,23.0,LB,9,0.0,255.0,75,LSU,7/25/1999,2,1.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,20.0,2020.0
Andre Cisco,22.0,FS,15,15.0,210.0,72,Syracuse,3/23/2000,1,6.0,Jacksonville Jaguars,Jacksonville Jaguars,3.0,65.0,2021.0
Chris Claybrooks,25.0,CB,17,0.0,180.0,69,Memphis,7/17/1997,2,1.0,Jacksonville Jaguars,Jacksonville Jaguars,7.0,223.0,2020.0
Snoop Conner,23.0,RB,8,0.0,222.0,70,Mississippi,12/16/1999,0,0.0,Jacksonville Jaguars,Jacksonville Jaguars,5.0,154.0,2022.0
Logan Cooke,27.0,P,17,0.0,230.0,77,Mississippi St.,7/28/1995,4,3.0,Jacksonville Jaguars,Jacksonville Jaguars,7.0,247.0,2018.0
Coy Cronk,24.0,T,3,0.0,318.0,76,"Indiana,Iowa",1/18/1998,1,0.0,Jacksonville Jaguars,,,,
De'Shaan Dixon,24.0,OLB,3,0.0,247.0,76,Norfolk St.,12/16/1998,0,0.0,Jacksonville Jaguars,,,,
Evan Engram,28.0,TE,17,14.0,240.0,75,Mississippi,9/2/1994,5,7.0,Jacksonville Jaguars,New York Giants,1.0,23.0,2017.0
Travis Etienne,23.0,RB,17,12.0,215.0,70,Clemson,1/26/1999,1,11.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,25.0,2021.0
Luke Farrell,25.0,TE,17,0.0,250.0,77,Ohio St.,10/14/1997,1,0.0,Jacksonville Jaguars,Jacksonville Jaguars,5.0,145.0,2021.0
Folorunso Fatukasi,27.0,RDE,14,13.0,318.0,76,Connecticut,3/4/1995,4,5.0,Jacksonville Jaguars,New York Jets,6.0,180.0,2018.0
Luke Fortner,24.0,C,17,17.0,307.0,76,Kentucky,5/15/1998,0,8.0,Jacksonville Jaguars,Jacksonville Jaguars,3.0,65.0,2022.0
Tyree Gillespie,24.0,S,3,0.0,202.0,72,Missouri,9/5/1998,1,0.0,Jacksonville Jaguars,Las Vegas Raiders,4.0,143.0,2021.0
Adam Gotsis,30.0,DE,15,1.0,287.0,76,Georgia Tech,9/23/1992,6,2.0,Jacksonville Jaguars,Denver Broncos,2.0,63.0,2016.0
Shaquill Griffin,27.0,LCB,5,5.0,198.0,72,Central Florida,7/20/1995,5,2.0,Jacksonville Jaguars,Seattle Seahawks,3.0,90.0,2017.0
DaVon Hamilton,25.0,NT,17,14.0,335.0,76,Ohio St.,2/1/1997,2,6.0,Jacksonville Jaguars,Jacksonville Jaguars,3.0,73.0,2020.0
