Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Hakeem Adeniji,25,T,15,1.0,302.0,76,Kansas,12/8/1997,2,2.0,Cincinnati Bengals,Cincinnati Bengals,6.0,180.0,2020.0
Cal Adomitis,24,LS,15,0.0,238.0,74,Pittsburgh,7/9/1998,0,1.0,Cincinnati Bengals,,,,
Brandon Allen,30,QB,1,0.0,209.0,74,Arkansas,9/5/1992,3,0.0,Cincinnati Bengals,Jacksonville Jaguars,6.0,201.0,2016.0
Eli Apple,27,LCB,15,15.0,203.0,73,Ohio St.,8/9/1995,6,6.0,Cincinnati Bengals,New York Giants,1.0,10.0,2016.0
Devin Asiasi,25,TE,12,0.0,260.0,75,"Michigan,UCLA",8/14/1997,2,0.0,Cincinnati Bengals,New England Patriots,3.0,91.0,2020.0
Chidobe Awuzie,27,RCB,8,8.0,202.0,71,Colorado,5/24/1995,5,3.0,Cincinnati Bengals,Dallas Cowboys,2.0,60.0,2017.0
Joe Bachie,24,LB,10,0.0,235.0,74,Michigan St.,2/26/1998,2,1.0,Cincinnati Bengals,,,,
Markus Bailey,25,LB,16,1.0,235.0,73,Purdue,3/7/1997,2,2.0,Cincinnati Bengals,Cincinnati Bengals,7.0,215.0,2020.0
Jessie Bates III,25,FS,16,16.0,210.0,73,Wake Forest,2/26/1997,4,8.0,Cincinnati Bengals,Cincinnati Bengals,2.0,54.0,2018.0
Vonn Bell,28,SS,16,16.0,205.0,71,Ohio St.,12/12/1994,6,8.0,Cincinnati Bengals,New Orleans Saints,2.0,61.0,2016.0
Tyler Boyd,28,WR,16,14.0,203.0,74,Pittsburgh,11/15/1994,6,8.0,Cincinnati Bengals,Cincinnati Bengals,2.0,55.0,2016.0
Joe Burrow,26,QB,16,16.0,215.0,76,"Ohio St.,LSU",12/10/1996,2,17.0,Cincinnati Bengals,Cincinnati Bengals,1.0,1.0,2020.0
Alex Cappa,27,RG,16,16.0,312.0,78,Humboldt St.,1/27/1995,4,9.0,Cincinnati Bengals,Tampa Bay Buccaneers,3.0,94.0,2018.0
Jackson Carman,22,G,3,0.0,325.0,77,Clemson,1/22/2000,1,0.0,Cincinnati Bengals,Cincinnati Bengals,2.0,46.0,2021.0
Zachary Carter,23,LDT,16,9.0,301.0,76,Florida,4/7/1999,0,5.0,Cincinnati Bengals,Cincinnati Bengals,3.0,95.0,2022.0
Ja'Marr Chase,22,WR,12,12.0,205.0,72,LSU,3/1/2000,1,11.0,Cincinnati Bengals,Cincinnati Bengals,1.0,5.0,2021.0
Drue Chrisman,25,P,7,0.0,222.0,75,Ohio St.,7/7/1997,1,1.0,Cincinnati Bengals,,,,
La'el Collins,29,RT,15,15.0,315.0,76,LSU,7/26/1993,7,10.0,Cincinnati Bengals,,,,
Domenique Davis,26,DT,2,0.0,326.0,74,"Shaw,North Carolina–Pembroke",2/28/1996,1,0.0,Cincinnati Bengals,,,,
Jalen Davis,26,DB,13,0.0,186.0,70,Utah St.,2/2/1996,4,1.0,Cincinnati Bengals,,,,
Akeem Davis-Gaither,25,LB,16,1.0,238.0,74,Appalachian St.,9/21/1997,2,2.0,Cincinnati Bengals,Cincinnati Bengals,4.0,107.0,2020.0
Chris Evans,25,RB,12,0.0,215.0,71,Michigan,10/5/1997,1,0.0,Cincinnati Bengals,Cincinnati Bengals,6.0,202.0,2021.0
Tre Flowers,27,CB,15,0.0,203.0,75,Oklahoma St.,6/2/1995,4,2.0,Cincinnati Bengals,Seattle Seahawks,5.0,146.0,2018.0
Allan George,23,CB,4,0.0,191.0,71,Vanderbilt,7/16/1999,0,0.0,Cincinnati Bengals,,,,
Jeff Gunter,23,DE,10,0.0,263.0,76,"North Carolina St.,Coastal Carolina",6/1/1999,0,1.0,Cincinnati Bengals,Cincinnati Bengals,7.0,252.0,2022.0
Clark Harris,38,LS,1,0.0,250.0,77,Rutgers,7/10/1984,14,0.0,Cincinnati Bengals,Green Bay Packers,7.0,243.0,2007.0
Trey Hendrickson,28,RDE,15,15.0,265.0,76,Florida Atlantic,12/5/1994,5,12.0,Cincinnati Bengals,New Orleans Saints,3.0,103.0,2017.0
Tee Higgins,23,WR,16,14.0,220.0,76,Clemson,1/18/1999,2,10.0,Cincinnati Bengals,Cincinnati Bengals,2.0,33.0,2020.0
B.J. Hill,27,RDT,16,16.0,311.0,75,North Carolina St.,4/20/1995,4,9.0,Cincinnati Bengals,New York Giants,3.0,69.0,2018.0
Daxton Hill,22,S,15,2.0,195.0,72,Michigan,9/29/2000,0,2.0,Cincinnati Bengals,Cincinnati Bengals,1.0,31.0,2022.0
Trey Hill,22,C,11,0.0,319.0,76,Georgia,1/23/2000,1,1.0,Cincinnati Bengals,Cincinnati Bengals,6.0,190.0,2021.0
Mike Hilton,28,CB,14,4.0,184.0,69,Mississippi,3/9/1994,5,3.0,Cincinnati Bengals,,,,
Sam Hubbard,27,LDE,15,15.0,265.0,77,Ohio St.,6/23/1995,4,8.0,Cincinnati Bengals,Cincinnati Bengals,3.0,77.0,2018.0
Kevin Huber,37,P,9,0.0,210.0,73,Cincinnati,7/16/1985,13,1.0,Cincinnati Bengals,Cincinnati Bengals,5.0,142.0,2009.0
Hayden Hurst,29,TE,13,13.0,245.0,76,South Carolina,8/24/1993,4,4.0,Cincinnati Bengals,Baltimore Ravens,1.0,25.0,2018.0
Trenton Irwin,27,WR,9,2.0,204.0,74,Stanford,12/10/1995,3,2.0,Cincinnati Bengals,,,,
Clay Johnston,26,LB,16,0.0,225.0,73,Baylor,8/8/1996,2,1.0,Cincinnati Bengals,Los Angeles Rams,7.0,234.0,2020.0
Keandre Jones,25,LB,1,0.0,220.0,75,"Ohio St.,Maryland",9/24/1997,2,0.0,Cincinnati Bengals,,,,
Ted Karras,29,C,16,16.0,310.0,76,Illinois,3/15/1993,6,9.0,Cincinnati Bengals,New England Patriots,6.0,221.0,2016.0
Kwamie Lassiter II,24,WR,1,0.0,185.0,71,Kansas,1/21/1998,0,0.0,Cincinnati Bengals,,,,
Evan McPherson,23,K,16,0.0,185.0,71,Florida,7/21/1999,1,3.0,Cincinnati Bengals,Cincinnati Bengals,5.0,149.0,2021.0
Joe Mixon,26,RB,14,14.0,220.0,73,Oklahoma,7/24/1996,5,9.0,Cincinnati Bengals,Cincinnati Bengals,2.0,48.0,2017.0
Stanley Morgan Jr.,26,WR,14,0.0,205.0,72,Nebraska,9/7/1996,3,0.0,Cincinnati Bengals,,,,
Joseph Ossai,22,DE,16,0.0,263.0,76,Texas,4/13/2000,1,3.0,Cincinnati Bengals,Cincinnati Bengals,3.0,69.0,2021.0
Samaje Perine,27,RB,16,2.0,240.0,71,Oklahoma,9/16/1995,5,6.0,Cincinnati Bengals,Washington Redskins,4.0,114.0,2017.0
Germaine Pratt,26,MLB,15,15.0,250.0,75,North Carolina St.,5/21/1996,3,9.0,Cincinnati Bengals,Cincinnati Bengals,3.0,72.0,2019.0
D.J. Reader,28,LDT,10,10.0,330.0,75,Clemson,7/1/1994,6,6.0,Cincinnati Bengals,Houston Texans,5.0,166.0,2016.0
Cameron Sample,23,DE,16,1.0,272.0,75,Tulane,9/20/1999,1,2.0,Cincinnati Bengals,Cincinnati Bengals,4.0,111.0,2021.0
Drew Sample,26,TE,2,2.0,260.0,77,Washington,4/16/1996,3,0.0,Cincinnati Bengals,Cincinnati Bengals,2.0,52.0,2019.0
Max Scharping,26,G,14,0.0,327.0,78,Northern Illinois,8/10/1996,3,1.0,Cincinnati Bengals,Houston Texans,2.0,55.0,2019.0
Tyler Shelvin,24,DT,2,0.0,346.0,75,LSU,7/22/1998,1,0.0,Cincinnati Bengals,Cincinnati Bengals,4.0,122.0,2021.0
D'Ante Smith,24,T,1,0.0,309.0,77,East Carolina,6/8/1998,1,0.0,Cincinnati Bengals,Cincinnati Bengals,4.0,139.0,2021.0
Trent Taylor,28,WR,16,1.0,180.0,68,Louisiana Tech,4/30/1994,5,1.0,Cincinnati Bengals,San Francisco 49ers,5.0,177.0,2017.0
Cam Taylor-Britt,23,RCB,10,9.0,200.0,71,Nebraska,10/15/1999,0,4.0,Cincinnati Bengals,Cincinnati Bengals,2.0,60.0,2022.0
Michael Thomas,32,S,16,0.0,192.0,71,Stanford,3/17/1990,9,1.0,Cincinnati Bengals,,,,
Mike Thomas,28,WR,10,2.0,189.0,73,Southern Miss,8/16/1994,6,0.0,Cincinnati Bengals,Los Angeles Rams,6.0,206.0,2016.0
Jay Tufele,23,DT,7,2.0,305.0,75,USC,7/25/1999,1,1.0,Cincinnati Bengals,Jacksonville Jaguars,4.0,106.0,2021.0
Josh Tupou,28,LLB,11,6.0,340.0,75,Colorado,5/2/1994,5,4.0,Cincinnati Bengals,,,,
Cordell Volson,24,LG,16,16.0,315.0,78,North Dakota St.,7/20/1998,0,9.0,Cincinnati Bengals,Cincinnati Bengals,4.0,136.0,2022.0
Mitchell Wilcox,26,TE,16,4.0,250.0,76,South Florida,11/7/1996,1,1.0,Cincinnati Bengals,,,,
Jonah Williams,25,LT,16,16.0,312.0,77,Alabama,11/17/1997,2,11.0,Cincinnati Bengals,Cincinnati Bengals,1.0,11.0,2019.0
