Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Justin Herbert,LAC,4,-5,0,1,13.0,2023,187
Austin Ekeler,LAC,14,18,0,4,13.0,2023,187
Joshua Kelley,LAC,6,16,0,7,13.0,2023,187
Keenan Allen,LAC,0,0,0,0,13.0,2023,187
Quentin Johnston,LAC,0,0,0,0,13.0,2023,187
Gerald Everett,LAC,0,0,0,0,13.0,2023,187
Alex Erickson,LAC,0,0,0,0,13.0,2023,187
Donald Parham,LAC,0,0,0,0,13.0,2023,187
Jalen Guyton,LAC,0,0,0,0,13.0,2023,187
Stone Smartt,LAC,0,0,0,0,13.0,2023,187
Bailey Zappe,NWE,4,16,0,5,13.0,2023,187
Ezekiel Elliott,NWE,17,52,0,8,13.0,2023,187
Rhamondre Stevenson,NWE,9,39,0,9,13.0,2023,187
Tyquan Thornton,NWE,1,39,0,39,13.0,2023,187
Ty Montgomery,NWE,1,2,0,2,13.0,2023,187
DeVante Parker,NWE,0,0,0,0,13.0,2023,187
Hunter Henry,NWE,0,0,0,0,13.0,2023,187
Jalen Reagor,NWE,0,0,0,0,13.0,2023,187
JuJu Smith-Schuster,NWE,0,0,0,0,13.0,2023,187
