Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Geno Smith,SEA,13,28,157,0,1,4,34,50,49.3,9.0,2023,131
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,9.0,2023,131
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,,9.0,2023,131
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,,9.0,2023,131
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,9.0,2023,131
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,9.0,2023,131
Colby Parkinson,SEA,0,0,0,0,0,0,0,0,,9.0,2023,131
Will Dissly,SEA,0,0,0,0,0,0,0,0,,9.0,2023,131
Noah Fant,SEA,0,0,0,0,0,0,0,0,,9.0,2023,131
Lamar Jackson,BAL,21,26,187,0,0,1,8,17,96.6,9.0,2023,131
Tyler Huntley,BAL,5,7,38,1,0,0,0,13,123.8,9.0,2023,131
Keaton Mitchell,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
Gus Edwards,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
Justice Hill,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
Odell Beckham Jr.,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
Rashod Bateman,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
Zay Flowers,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
Devin Duvernay,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
Nelson Agholor,BAL,0,0,0,0,0,0,0,0,,9.0,2023,131
