Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Tua Tagovailoa,MIA,0,0,0,0,0,17.0,2023,249
De'Von Achane,MIA,5,4,30,1,23,17.0,2023,249
Jeff Wilson,MIA,4,3,13,0,7,17.0,2023,249
Chris Brooks,MIA,0,0,0,0,0,17.0,2023,249
Tyreek Hill,MIA,12,6,76,0,25,17.0,2023,249
Durham Smythe,MIA,3,3,54,0,22,17.0,2023,249
Cedrick Wilson Jr.,MIA,4,2,27,1,19,17.0,2023,249
Alec Ingold,MIA,2,1,18,0,18,17.0,2023,249
Braxton Berrios,MIA,2,2,10,0,6,17.0,2023,249
Julian Hill,MIA,1,1,9,0,9,17.0,2023,249
River Cracraft,MIA,1,0,0,0,0,17.0,2023,249
Chase Claypool,MIA,1,0,0,0,0,17.0,2023,249
Mike White,MIA,0,0,0,0,0,17.0,2023,249
Robbie Chosen,MIA,1,0,0,0,0,17.0,2023,249
Lamar Jackson,BAL,0,0,0,0,0,17.0,2023,249
Tyler Huntley,BAL,0,0,0,0,0,17.0,2023,249
Gus Edwards,BAL,0,0,0,0,0,17.0,2023,249
Justice Hill,BAL,5,5,64,1,23,17.0,2023,249
Melvin Gordon,BAL,0,0,0,0,0,17.0,2023,249
Zay Flowers,BAL,3,3,106,1,75,17.0,2023,249
Rashod Bateman,BAL,6,4,54,0,15,17.0,2023,249
Isaiah Likely,BAL,3,2,42,2,35,17.0,2023,249
Odell Beckham Jr.,BAL,1,1,33,0,33,17.0,2023,249
Charlie Kolar,BAL,1,1,19,1,19,17.0,2023,249
Nelson Agholor,BAL,2,2,18,0,14,17.0,2023,249
Patrick Ricard,BAL,1,1,4,1,4,17.0,2023,249
