Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Tua Tagovailoa,MIA,2,14,0,9,17.0,2023,249
De'Von Achane,MIA,14,107,0,45,17.0,2023,249
Jeff Wilson,MIA,3,21,0,15,17.0,2023,249
Chris Brooks,MIA,4,12,0,7,17.0,2023,249
Tyreek Hill,MIA,1,0,0,0,17.0,2023,249
Durham Smythe,MIA,0,0,0,0,17.0,2023,249
Cedrick Wilson Jr.,MIA,0,0,0,0,17.0,2023,249
Alec Ingold,MIA,0,0,0,0,17.0,2023,249
Braxton Berrios,MIA,0,0,0,0,17.0,2023,249
Julian Hill,MIA,0,0,0,0,17.0,2023,249
River Cracraft,MIA,0,0,0,0,17.0,2023,249
Chase Claypool,MIA,0,0,0,0,17.0,2023,249
Mike White,MIA,1,0,0,0,17.0,2023,249
Robbie Chosen,MIA,0,0,0,0,17.0,2023,249
Lamar Jackson,BAL,6,35,0,18,17.0,2023,249
Tyler Huntley,BAL,1,-1,0,-1,17.0,2023,249
Gus Edwards,BAL,16,68,1,12,17.0,2023,249
Justice Hill,BAL,3,48,0,41,17.0,2023,249
Melvin Gordon,BAL,6,10,1,7,17.0,2023,249
Zay Flowers,BAL,0,0,0,0,17.0,2023,249
Rashod Bateman,BAL,0,0,0,0,17.0,2023,249
Isaiah Likely,BAL,0,0,0,0,17.0,2023,249
Odell Beckham Jr.,BAL,0,0,0,0,17.0,2023,249
Charlie Kolar,BAL,0,0,0,0,17.0,2023,249
Nelson Agholor,BAL,0,0,0,0,17.0,2023,249
Patrick Ricard,BAL,0,0,0,0,17.0,2023,249
