Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Deshaun Watson,CLE,9,18,169,3,0,5,14,46,122.5,17.0,2022,245
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,17.0,2022,245
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,17.0,2022,245
Jacoby Brissett,CLE,0,0,0,0,0,0,0,0,,17.0,2022,245
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,17.0,2022,245
David Njoku,CLE,0,0,0,0,0,0,0,0,,17.0,2022,245
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,17.0,2022,245
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,17.0,2022,245
Jack Conklin,CLE,0,0,0,0,0,0,0,0,,17.0,2022,245
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,17.0,2022,245
Carson Wentz,WAS,16,28,143,0,3,3,19,23,31.4,17.0,2022,245
Brian Robinson Jr.,WAS,0,0,0,0,0,0,0,0,,17.0,2022,245
Jonathan Williams,WAS,0,0,0,0,0,0,0,0,,17.0,2022,245
Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,17.0,2022,245
Logan Thomas,WAS,0,0,0,0,0,0,0,0,,17.0,2022,245
Jahan Dotson,WAS,0,0,0,0,0,0,0,0,,17.0,2022,245
Cam Sims,WAS,0,0,0,0,0,0,0,0,,17.0,2022,245
Curtis Samuel,WAS,0,0,0,0,0,0,0,0,,17.0,2022,245
