Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Tom Brady,TAM,0,0,0,0,0,14.0,2022,206
Rachaad White,TAM,5,5,21,0,6,14.0,2022,206
Leonard Fournette,TAM,7,6,33,0,9,14.0,2022,206
Chris Godwin,TAM,9,5,54,0,32,14.0,2022,206
Mike Evans,TAM,9,4,44,0,20,14.0,2022,206
Julio Jones,TAM,8,5,38,0,15,14.0,2022,206
Cade Otton,TAM,5,4,28,0,11,14.0,2022,206
Russell Gage,TAM,2,2,12,1,8,14.0,2022,206
Cameron Brate,TAM,4,2,12,0,8,14.0,2022,206
Ko Kieft,TAM,1,1,11,0,11,14.0,2022,206
Scott Miller,TAM,1,0,0,0,0,14.0,2022,206
Brock Purdy,SFO,0,0,0,0,0,14.0,2022,206
Josh Johnson,SFO,0,0,0,0,0,14.0,2022,206
Christian McCaffrey,SFO,3,2,34,1,27,14.0,2022,206
Jordan Mason,SFO,0,0,0,0,0,14.0,2022,206
Deebo Samuel,SFO,5,4,43,0,18,14.0,2022,206
Ray-Ray McCloud,SFO,1,1,11,0,11,14.0,2022,206
Brandon Aiyuk,SFO,3,2,57,1,32,14.0,2022,206
George Kittle,SFO,5,4,28,0,15,14.0,2022,206
Danny Gray,SFO,1,1,10,0,10,14.0,2022,206
Kyle Juszczyk,SFO,2,2,7,0,6,14.0,2022,206
Jauan Jennings,SFO,2,1,5,0,5,14.0,2022,206
