Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Bryan Anger,35.0,P,17,0.0,202.0,75,California,10/6/1988,11,2.0,Dallas Cowboys,Jacksonville Jaguars,3.0,70.0,2012.0
Dorance Armstrong Jr.,26.0,DE,17,1.0,255.0,76,Kansas,6/10/1997,5,2.0,Dallas Cowboys,Dallas Cowboys,4.0,116.0,2018.0
Brandon Aubrey,28.0,K,17,0.0,218.0,75,Notre Dame,3/14/1995,1,5.0,Dallas Cowboys,,,,
T.J. Bass,24.0,G,17,2.0,325.0,76,"Butte JC (CA),Oregon",3/31/1999,0,2.0,Dallas Cowboys,,,,
Markquese Bell,24.0,S,17,8.0,205.0,75,Florida A&M,1/6/1999,1,2.0,Dallas Cowboys,,,,
Tyler Biadasz,26.0,C,16,16.0,318.0,76,Wisconsin,11/20/1997,3,8.0,Dallas Cowboys,Dallas Cowboys,4.0,146.0,2020.0
DaRon Bland,24.0,CB,17,15.0,197.0,72,"Sacramento St.,Fresno St.",7/12/1999,1,13.0,Dallas Cowboys,Dallas Cowboys,5.0,167.0,2022.0
Jalen Brooks,23.0,WR,7,0.0,205.0,74,South Carolina,5/7/2000,0,1.0,Dallas Cowboys,Dallas Cowboys,7.0,244.0,2023.0
Damone Clark,23.0,LB,17,17.0,240.0,75,LSU,6/28/2000,1,8.0,Dallas Cowboys,Dallas Cowboys,5.0,176.0,2022.0
Brandin Cooks,30.0,WR,16,15.0,193.0,70,Oregon St.,9/25/1993,9,8.0,Dallas Cowboys,New Orleans Saints,1.0,20.0,2014.0
Carl Davis,31.0,NT,3,0.0,320.0,77,Iowa,3/2/1992,8,0.0,Dallas Cowboys,Baltimore Ravens,3.0,90.0,2015.0
Malik Davis,25.0,RB,3,0.0,202.0,71,Florida,11/26/1998,1,0.0,Dallas Cowboys,,,,
Trevon Diggs,25.0,CB,2,2.0,195.0,74,Alabama,9/20/1998,3,1.0,Dallas Cowboys,Dallas Cowboys,2.0,51.0,2020.0
Rico Dowdle,25.0,RB,16,0.0,215.0,71,South Carolina,6/14/1998,3,4.0,Dallas Cowboys,,,,
Chuma Edoga,26.0,G,17,6.0,315.0,76,USC,5/25/1997,4,4.0,Dallas Cowboys,New York Jets,3.0,92.0,2019.0
Rashaan Evans,28.0,LB,9,1.0,232.0,74,Alabama,11/8/1995,5,1.0,Dallas Cowboys,Tennessee Titans,1.0,22.0,2018.0
Princeton Fant,24.0,TE,2,0.0,235.0,74,Tennessee,3/11/1999,0,0.0,Dallas Cowboys,,,,
Jake Ferguson,24.0,TE,17,16.0,244.0,77,Wisconsin,1/18/1999,1,9.0,Dallas Cowboys,Dallas Cowboys,4.0,129.0,2022.0
Dante Fowler,29.0,DE,17,0.0,261.0,75,Florida,8/3/1994,7,2.0,Dallas Cowboys,Jacksonville Jaguars,1.0,3.0,2015.0
Neville Gallimore,26.0,DT,17,0.0,307.0,74,Oklahoma,1/17/1997,3,1.0,Dallas Cowboys,Dallas Cowboys,3.0,82.0,2020.0
Michael Gallup,27.0,WR,17,13.0,205.0,73,Colorado St.,3/4/1996,5,5.0,Dallas Cowboys,Dallas Cowboys,3.0,81.0,2018.0
Stephon Gilmore,33.0,CB,17,17.0,190.0,72,South Carolina,9/19/1990,11,4.0,Dallas Cowboys,Buffalo Bills,1.0,10.0,2012.0
Chauncey Golston,25.0,DE,17,3.0,277.0,77,Iowa,2/10/1998,2,3.0,Dallas Cowboys,Dallas Cowboys,3.0,84.0,2021.0
C.J. Goodwin,33.0,CB,5,0.0,190.0,75,California (PA),2/4/1990,7,0.0,Dallas Cowboys,,,,
Johnathan Hankins,31.0,DT,14,14.0,335.0,75,Ohio St.,3/30/1992,10,7.0,Dallas Cowboys,New York Giants,2.0,49.0,2013.0
Sean Harlow,28.0,C,1,0.0,284.0,76,Oregon St.,3/28/1995,4,0.0,Dallas Cowboys,Atlanta Falcons,4.0,136.0,2017.0
Devin Harper,25.0,LB,3,0.0,234.0,72,Oklahoma St.,5/13/1998,1,0.0,Dallas Cowboys,Dallas Cowboys,6.0,193.0,2022.0
Peyton Hendershot,24.0,TE,8,1.0,254.0,76,Indiana,4/23/1999,1,0.0,Dallas Cowboys,,,,
Brock Hoffman,24.0,C,17,2.0,302.0,76,"Coastal Carolina,Virginia Tech",7/2/1999,1,2.0,Dallas Cowboys,,,,
Malik Hooker,27.0,S,16,15.0,212.0,74,Ohio St.,4/2/1996,6,4.0,Dallas Cowboys,Indianapolis Colts,1.0,15.0,2017.0
Noah Igbinoghene,24.0,CB,5,0.0,197.0,71,Auburn,11/27/1999,3,0.0,Dallas Cowboys,Miami Dolphins,1.0,30.0,2020.0
Malik Jefferson,27.0,LB,3,0.0,241.0,74,Texas,11/15/1996,5,0.0,Dallas Cowboys,Cincinnati Bengals,3.0,78.0,2018.0
Buddy Johnson,24.0,LB,2,0.0,240.0,74,Texas A&M,2/27/1999,2,0.0,Dallas Cowboys,Pittsburgh Steelers,4.0,140.0,2021.0
Jayron Kearse,29.0,S,16,13.0,215.0,76,Clemson,2/11/1994,7,3.0,Dallas Cowboys,Minnesota Vikings,7.0,244.0,2016.0
CeeDee Lamb,24.0,WR,17,17.0,200.0,74,Oklahoma,4/8/1999,3,20.0,Dallas Cowboys,Dallas Cowboys,1.0,17.0,2020.0
DeMarcus Lawrence,31.0,DE,17,17.0,254.0,75,"Butler (KS),Boise St.",4/28/1992,9,11.0,Dallas Cowboys,Dallas Cowboys,2.0,34.0,2014.0
Jourdan Lewis,28.0,CB,16,8.0,190.0,70,Michigan,8/31/1995,6,3.0,Dallas Cowboys,Dallas Cowboys,3.0,92.0,2017.0
