Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Cam Akers,24.0,RB,1,1.0,217.0,70,Florida St.,6/22/1999,3,0.0,Los Angeles Rams,Los Angeles Rams,2.0,52.0,2020.0
Brian Allen,28.0,C,5,0.0,303.0,74,Michigan St.,10/11/1995,5,0.0,Los Angeles Rams,Los Angeles Rams,4.0,111.0,2018.0
Davis Allen,22.0,TE,15,1.0,251.0,78,Clemson,2/3/2001,0,1.0,Los Angeles Rams,Los Angeles Rams,5.0,175.0,2023.0
Tremayne Anchrum,25.0,G,17,0.0,314.0,74,Clemson,6/24/1998,3,1.0,Los Angeles Rams,Los Angeles Rams,7.0,250.0,2020.0
Tutu Atwell,24.0,WR,16,14.0,165.0,69,Louisville,10/7/1999,2,5.0,Los Angeles Rams,Los Angeles Rams,2.0,57.0,2021.0
Steve Avila,24.0,G,17,17.0,338.0,75,TCU,10/16/1999,0,7.0,Los Angeles Rams,Los Angeles Rams,2.0,36.0,2023.0
Bobby Brown,23.0,NT,13,13.0,332.0,76,Texas A&M,8/7/2000,2,5.0,Los Angeles Rams,Los Angeles Rams,4.0,117.0,2021.0
Earnest Brown IV,24.0,DE,7,0.0,270.0,77,Northwestern,1/8/1999,1,0.0,Los Angeles Rams,Los Angeles Rams,5.0,174.0,2021.0
Marquise Copeland,26.0,DT,1,0.0,287.0,74,Cincinnati,5/9/1997,3,0.0,Los Angeles Rams,,,,
Aaron Donald,32.0,DT,16,16.0,280.0,73,Pittsburgh,5/23/1991,9,15.0,Los Angeles Rams,St. Louis Rams,1.0,13.0,2014.0
Kevin Dotson,27.0,OL,14,14.0,330.0,76,Louisiana,9/18/1996,3,6.0,Los Angeles Rams,Pittsburgh Steelers,4.0,135.0,2020.0
Cobie Durant,25.0,DB,16,9.0,182.0,71,South Carolina St.,2/9/1998,1,3.0,Los Angeles Rams,Los Angeles Rams,4.0,142.0,2022.0
Cory Durden,24.0,DT,4,0.0,305.0,76,"Florida St.,North Carolina St.",1/26/1999,0,0.0,Los Angeles Rams,,,,
Ethan Evans,22.0,P,17,0.0,250.0,75,Wingate,7/19/2001,0,2.0,Los Angeles Rams,Los Angeles Rams,7.0,223.0,2023.0
Zach Evans,22.0,RB,10,0.0,211.0,71,"TCU,Mississippi",5/30/2001,0,0.0,Los Angeles Rams,Los Angeles Rams,6.0,215.0,2023.0
Olakunle Fatukasi,24.0,LB,1,0.0,238.0,74,Rutgers,6/11/1999,1,0.0,Los Angeles Rams,,,,
Royce Freeman,27.0,RB,14,0.0,238.0,72,Oregon,2/24/1996,5,2.0,Los Angeles Rams,Denver Broncos,3.0,71.0,2018.0
Jordan Fuller,25.0,DB,17,17.0,203.0,74,Ohio St.,3/4/1998,3,6.0,Los Angeles Rams,Los Angeles Rams,6.0,199.0,2020.0
Myles Gaskin,26.0,RB,1,0.0,199.0,69,Washington,2/15/1997,4,0.0,Los Angeles Rams,Miami Dolphins,7.0,234.0,2019.0
Nick Hampton,23.0,OLB,10,0.0,250.0,75,Appalachian St.,4/5/2000,0,1.0,Los Angeles Rams,Los Angeles Rams,5.0,161.0,2023.0
Rob Havenstein,31.0,T,14,14.0,323.0,80,Wisconsin,5/13/1992,8,7.0,Los Angeles Rams,St. Louis Rams,2.0,57.0,2015.0
Lucas Havrisik,24.0,K,9,0.0,,74,Arizona,9/29/1999,1,0.0,Los Angeles Rams,,,,
Darrell Henderson,26.0,RB,4,4.0,208.0,68,Memphis,8/19/1997,4,2.0,Los Angeles Rams,Los Angeles Rams,3.0,70.0,2019.0
Tyler Higbee,30.0,TE,15,15.0,255.0,78,Western Kentucky,1/1/1993,7,5.0,Los Angeles Rams,Los Angeles Rams,4.0,110.0,2016.0
Michael Hoecht,26.0,OLB,17,17.0,310.0,76,Brown,10/5/1997,2,7.0,Los Angeles Rams,,,,
Brycen Hopkins,26.0,TE,15,0.0,245.0,76,Purdue,3/27/1997,3,1.0,Los Angeles Rams,Los Angeles Rams,4.0,136.0,2020.0
Jake Hummel,24.0,LB,17,0.0,235.0,73,Iowa St.,1/4/1999,1,1.0,Los Angeles Rams,,,,
Alaric Jackson,25.0,T,15,15.0,345.0,79,Iowa,7/14/1998,2,8.0,Los Angeles Rams,,,,
Van Jefferson,27.0,WR,5,4.0,200.0,73,"Mississippi,Florida",7/26/1996,3,1.0,Los Angeles Rams,Los Angeles Rams,2.0,57.0,2020.0
Desjuan Johnson,24.0,DE,11,0.0,280.0,75,Toledo,9/3/1999,0,1.0,Los Angeles Rams,Los Angeles Rams,7.0,259.0,2023.0
John Johnson,28.0,DB,17,8.0,204.0,72,Boston Col.,12/19/1995,6,3.0,Los Angeles Rams,Los Angeles Rams,3.0,91.0,2017.0
Tyler Johnson,25.0,WR,1,0.0,208.0,73,Minnesota,8/25/1998,3,0.0,Los Angeles Rams,Tampa Bay Buccaneers,5.0,161.0,2020.0
Shaun Jolly,25.0,DB,4,0.0,186.0,69,Appalachian St.,10/17/1998,1,0.0,Los Angeles Rams,,,,
Ernest Jones,24.0,LB,15,15.0,230.0,74,South Carolina,11/22/1999,2,6.0,Los Angeles Rams,Los Angeles Rams,3.0,103.0,2021.0
