No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
96,Derek Barnett,26,DE,1,0,259,6-3,Tennessee,6/25/1996,5,0,Philadelphia Eagles / 1st / 14th pick / 2017
32,Reed Blankenship,23,FS,10,4,203,6-1,Middle Tenn. St.,3/2/1999,Rook,2,
24,James Bradberry,29,LCB,17,17,210,6-1,"Arkansas St.,Samford",8/4/1993,6,11,Carolina Panthers / 2nd / 62nd pick / 2016
54,Shaun Bradley,25,LB,15,0,240,6-1,Temple,4/8/1997,2,1,Philadelphia Eagles / 6th / 196th pick / 2020
11,A.J. Brown,25,WR,17,16,226,6-1,Mississippi,6/30/1997,3,16,Tennessee Titans / 2nd / 51st pick / 2019
47,Grant Calcaterra,24,TE,15,2,240,6-4,"Oklahoma,SMU",12/4/1998,Rook,1,Philadelphia Eagles / 6th / 198th pick / 2022
21,Andre Chachere,26,S,7,0,197,6-0,San Jose St.,2/10/1996,1,0,
18,Britain Covey,25,WR,17,0,173,5-8,Utah,3/18/1997,Rook,0,
91,Fletcher Cox,32,RDE/LDE,17,17,310,6-4,Mississippi St.,12/13/1990,10,8,Philadelphia Eagles / 1st / 12th pick / 2012
90,Jordan Davis,22,DT,13,5,336,6-6,Georgia,1/12/2000,Rook,3,Philadelphia Eagles / 1st / 13th pick / 2022
17,Nakobe Dean,22,LB,17,0,231,5-11,Georgia,12/13/2000,Rook,1,Philadelphia Eagles / 3rd / 83rd pick / 2022
13,Cameron Dicker,22,K,1,0,216,6-1,Texas,5/6/2000,Rook,0,
69,Landon Dickerson,24,LG,17,17,332,6-6,"Florida St.,Alabama",9/30/1998,1,10,Philadelphia Eagles / 2nd / 37th pick / 2021
77,Andre Dillard,27,T,12,0,315,6-5,Washington St.,10/3/1995,3,1,Philadelphia Eagles / 1st / 22nd pick / 2019
63,Jack Driscoll,25,T,17,3,312,6-5,"Massachusetts,Auburn",4/1/1997,2,3,Philadelphia Eagles / 4th / 145th pick / 2020
57,T.J. Edwards,26,RLB,17,17,242,6-1,Wisconsin,8/12/1996,3,8,
4,Jake Elliott,27,K,16,0,167,5-9,Memphis,1/21/1995,5,3,Cincinnati Bengals / 5th / 153rd pick / 2017
53,Christian Elliss,23,LB,6,0,231,6-2,Idaho,1/2/1999,1,0,
22,Marcus Epps,26,SS,17,17,191,6-0,Wyoming,1/27/1996,3,5,Minnesota Vikings / 6th / 191st pick / 2019
14,Kenneth Gainwell,23,RB,17,0,200,5-9,Memphis,3/14/1999,1,4,Philadelphia Eagles / 5th / 150th pick / 2021
23,C.J. Gardner-Johnson,25,FS,12,12,210,5-11,Florida,12/20/1997,3,5,New Orleans Saints / 4th / 105th pick / 2019
88,Dallas Goedert,27,TE,12,12,256,6-5,South Dakota St.,1/3/1995,4,7,Philadelphia Eagles / 2nd / 49th pick / 2018
55,Brandon Graham,34,DE,17,1,265,6-2,Michigan,4/3/1988,12,2,Philadelphia Eagles / 1st / 13th pick / 2010
97,Javon Hargrave,29,LDT,17,17,305,6-2,South Carolina St.,2/7/1993,6,9,Pittsburgh Steelers / 3rd / 89th pick / 2016
1,Jalen Hurts,24,QB,15,15,223,6-1,"Alabama,Oklahoma",8/7/1998,2,20,Philadelphia Eagles / 2nd / 53rd pick / 2020
75,Tarron Jackson,24,DE,4,0,254,6-2,Coastal Carolina,6/22/1998,1,0,Philadelphia Eagles / 6th / 191st pick / 2021
80,Tyree Jackson,25,TE,5,0,249,6-7,Buffalo,11/7/1997,1,0,
28,Josh Jobe,24,CB,11,0,190,5-11,Alabama,4/9/1998,Rook,1,
58,Kyron Johnson,24,LB,16,0,235,6-0,Kansas,7/24/1998,Rook,1,Philadelphia Eagles / 6th / 181st pick / 2022
65,Lane Johnson,32,RT,15,15,325,6-6,"Kilgore College,Oklahoma",5/8/1990,9,15,Philadelphia Eagles / 1st / 4th pick / 2013
48,Patrick Johnson,24,DE,16,0,248,6-2,Tulane,1/10/1998,1,1,Philadelphia Eagles / 7th / 234th pick / 2021
72,Linval Joseph,34,RDT,8,8,329,6-4,East Carolina,10/10/1988,12,3,New York Giants / 2nd / 46th pick / 2010
51,Cam Jurgens,23,C,17,0,303,6-3,Nebraska,8/21/1999,Rook,1,Philadelphia Eagles / 2nd / 51st pick / 2022
62,Jason Kelce,35,C,17,17,295,6-3,Cincinnati,11/5/1987,11,14,Philadelphia Eagles / 6th / 191st pick / 2011
13,Brett Kern,36,P,4,0,214,6-2,Toledo,2/17/1986,14,0,
45,Rick Lovato,30,LS,17,0,249,6-2,Old Dominion,9/9/1992,7,1,
29,Avonte Maddox,26,DB,9,8,184,5-9,Pittsburgh,3/31/1996,4,3,Philadelphia Eagles / 4th / 125th pick / 2018
68,Jordan Mailata,25,LT,16,16,365,6-8,,3/31/1997,2,9,Philadelphia Eagles / 7th / 233rd pick / 2018
27,Zech McPhearson,24,CB,17,0,191,5-11,Texas Tech,3/21/1998,1,1,Philadelphia Eagles / 4th / 123rd pick / 2021
10,Gardner Minshew II,26,QB,5,2,225,6-1,"Northwest Mississippi CC,East Carolina,Washington St.",5/16/1996,3,2,Jacksonville Jaguars / 6th / 178th pick / 2019
78,Sua Opeta,26,T,7,0,305,6-4,Weber St.,8/15/1996,2,1,
3,Zach Pascal,28,WR,17,2,215,6-2,Old Dominion,12/18/1994,4,2,
98,Robert Quinn,32,DE,6,0,245,6-4,North Carolina,5/18/1990,11,0,St. Louis Rams / 1st / 14th pick / 2011
7,Haason Reddick,28,LLB,17,17,240,6-1,Temple,9/22/1994,5,15,Arizona Cardinals / 1st / 13th pick / 2017
26,Miles Sanders,25,RB,17,15,210,5-11,Penn St.,5/1/1997,3,10,Philadelphia Eagles / 2nd / 53rd pick / 2019
35,Boston Scott,27,RB,15,2,204,5-6,Louisiana Tech,4/27/1995,4,2,New Orleans Saints / 6th / 201st pick / 2018
