No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
15,Maurice Alexander,25,WR,4,0,174,5-11,Florida International,1/10/1997,1,0,
34,Alex Anzalone,28,MLB,17,17,238,6-3,Florida,9/22/1994,5,7,New Orleans Saints / 3rd / 76th pick / 2017
74,Kayode Awosika,24,G,10,2,315,6-3,Buffalo,10/27/1998,1,2,
17,Michael Badgley,27,K,12,0,188,5-10,Miami (FL),7/28/1995,4,2,
55,Derrick Barnes,23,LB,15,4,240,6-0,Purdue,5/29/1999,1,2,Detroit Lions / 4th / 113th pick / 2021
17,Trinity Benson,25,WR,1,0,180,6-0,East Central (OK),1/16/1997,1,0,
83,Stanley Berryhill,24,WR,4,0,182,5-9,Arizona,6/9/1998,Rook,0,
49,Chris Board,27,LB,17,1,240,6-2,North Dakota St.,7/23/1995,4,1,
15,Brady Breeze,25,DB,2,0,200,6-0,Oregon,10/9/1997,1,0,Tennessee Titans / 6th / 215th pick / 2021
90,Michael Brockers,32,LDT,6,5,297,6-5,LSU,12/21/1990,10,2,St. Louis Rams / 1st / 14th pick / 2012
63,Evan Brown,26,RG,14,12,320,6-3,SMU,9/16/1996,3,6,
2,Austin Bryant,26,DE,9,0,250,6-5,Clemson,11/12/1996,3,1,Detroit Lions / 4th / 117th pick / 2019
96,Isaiah Buggs,26,LDT,17,13,335,6-3,"Mississippi Gulf Coast CC,Alabama",8/24/1996,3,5,Pittsburgh Steelers / 6th / 192nd pick / 2019
45,Jason Cabinda,26,LB,8,2,235,6-1,Penn St.,3/17/1996,4,0,
87,Quintez Cephus,24,WR,4,1,208,6-1,Wisconsin,4/1/1998,2,0,Detroit Lions / 5th / 166th pick / 2020
4,DJ Chark,26,WR,11,10,200,6-3,LSU,9/23/1996,4,5,Jacksonville Jaguars / 2nd / 61st pick / 2018
79,John Cominsky,27,RDE,14,8,285,6-5,Charleston (WV),11/22/1995,3,4,Atlanta Falcons / 4th / 135th pick / 2019
47,Scott Daly,28,LS,17,0,245,6-1,Notre Dame,2/7/1994,1,1,
40,Jarrad Davis,28,LB,3,0,238,6-1,Florida,11/16/1994,5,0,Detroit Lions / 1st / 21st pick / 2017
68,Taylor Decker,29,LT,17,17,318,6-7,Ohio St.,8/23/1993,6,10,Detroit Lions / 1st / 16th pick / 2016
17,Dominik Eberle,26,K,1,0,190,6-2,Utah St.,7/4/1996,1,0,
5,DeShon Elliott,25,FS,14,13,210,6-0,Texas,4/21/1997,3,4,Baltimore Ravens / 6th / 190th pick / 2018
76,Drew Forbes,25,T,1,0,308,6-5,SE Missouri St.,1/18/1997,3,0,Cleveland Browns / 6th / 189th pick / 2019
3,Jack Fox,26,P,17,0,218,6-2,Rice,9/1/1996,2,2,
16,Jared Goff,28,QB,17,17,217,6-4,California,10/14/1994,6,16,Los Angeles Rams / 1st / 1st pick / 2016
86,Garrett Griffin,28,TE,1,0,240,6-4,Air Force,3/4/1994,5,0,
