No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
34,Micah Abernathy,25,S,2,0,195,6-0,Tennessee,2/10/1997,1,0,
44,Johnathan Abram,26,S,2,0,205,5-11,Mississippi St.,10/25/1996,3,0,Oakland Raiders / 1st / 27th pick / 2019
17,Ramiz Ahmed,27,K,1,0,193,5-11,Nevada,7/27/1995,1,0,
23,Jaire Alexander,25,LCB,16,16,196,5-10,Louisville,2/9/1997,4,9,Green Bay Packers / 1st / 18th pick / 2018
31,Adrian Amos,29,SS,17,17,214,6-0,Penn St.,4/29/1993,7,5,Chicago Bears / 5th / 142nd pick / 2015
69,David Bakhtiari,31,LT,11,11,310,6-4,Colorado,9/30/1991,9,7,Green Bay Packers / 4th / 109th pick / 2013
35,Corey Ballentine,26,DB,8,0,196,5-11,Washburn,4/13/1996,3,0,New York Giants / 6th / 180th pick / 2019
51,Krys Barnes,24,LB,6,1,229,6-2,UCLA,4/2/1998,2,1,
59,De'Vondre Campbell,29,LILB,13,13,232,6-4,Minnesota,7/1/1993,6,6,Atlanta Falcons / 4th / 115th pick / 2016
24,Tariq Carpenter,24,S,14,0,230,6-3,Georgia Tech,12/28/1998,Rook,1,Green Bay Packers / 7th / 228th pick / 2022
97,Kenny Clark,27,NT,17,17,314,6-3,UCLA,10/4/1995,6,8,Green Bay Packers / 1st / 27th pick / 2016
18,Randall Cobb,32,WR,13,3,192,5-10,Kentucky,8/22/1990,11,4,Green Bay Packers / 2nd / 64th pick / 2011
56,Jack Coco,24,LS,17,0,248,6-2,Georgia Tech,10/9/1998,Rook,1,
2,Mason Crosby,38,K,17,0,207,6-1,Colorado,9/3/1984,15,3,Green Bay Packers / 6th / 193rd pick / 2007
84,Tyler Davis,25,TE,17,1,252,6-4,"Connecticut,Georgia Tech",4/2/1997,2,0,Jacksonville Jaguars / 6th / 206th pick / 2020
81,Josiah Deguara,25,TE,17,3,238,6-2,Cincinnati,2/14/1997,2,1,Green Bay Packers / 3rd / 94th pick / 2020
28,AJ Dillon,24,RB,17,3,247,6-0,Boston Col.,5/2/1998,2,7,Green Bay Packers / 2nd / 62nd pick / 2020
87,Romeo Doubs,22,WR,13,7,204,6-2,Nevada,4/13/2000,Rook,4,Green Bay Packers / 4th / 132nd pick / 2022
29,Rasul Douglas,27,DB,17,12,209,6-2,"Nassau CC,West Virginia",8/29/1995,5,4,Philadelphia Eagles / 3rd / 99th pick / 2017
55,Kingsley Enagbare,22,ROLB,17,7,258,6-4,South Carolina,1/18/2000,Rook,4,Green Bay Packers / 5th / 179th pick / 2022
20,Rudy Ford,28,FS,17,6,200,6-0,Auburn,11/1/1994,5,3,Arizona Cardinals / 6th / 208th pick / 2017
38,Innis Gaines,24,S,7,1,202,6-1,TCU,8/29/1998,1,0,
40,Tipa Galeai,25,LB,5,0,235,6-5,"TCU,Utah St.",2/26/1997,2,0,
53,Jonathan Garvin,23,DE,14,0,257,6-4,Miami (FL),7/28/1999,2,1,Green Bay Packers / 7th / 242nd pick / 2020
52,Rashan Gary,25,ROLB,9,9,277,6-5,Michigan,12/3/1997,3,4,Green Bay Packers / 1st / 12th pick / 2019
54,Ladarius Hamilton,24,LB,3,0,261,6-2,North Texas,1/18/1998,1,0,
67,Jake Hanson,25,C,6,1,303,6-4,Oregon,4/29/1997,1,1,Green Bay Packers / 6th / 208th pick / 2020
32,Kylin Hill,24,RB,2,0,214,5-10,Mississippi St.,8/18/1998,1,0,Green Bay Packers / 7th / 256th pick / 2021
47,Justin Hollins,26,LB,6,0,248,6-5,Oregon,1/15/1996,3,1,Denver Broncos / 5th / 156th pick / 2019
22,Shemar Jean-Charles,24,CB,6,0,184,5-10,Appalachian St.,6/20/1998,1,0,Green Bay Packers / 5th / 178th pick / 2021
74,Elgton Jenkins,27,LG/RT,15,15,311,6-5,Mississippi St.,12/26/1995,3,10,Green Bay Packers / 2nd / 44th pick / 2019
33,Aaron Jones,28,RB,17,17,208,5-9,Texas-El Paso,12/2/1994,5,12,Green Bay Packers / 5th / 182nd pick / 2017
49,Kobe Jones,24,LB,1,0,260,6-4,Mississippi St.,5/10/1998,1,0,
13,Allen Lazard,27,WR,15,15,227,6-5,Iowa St.,12/11/1995,4,8,
6,Dallin Leavitt,28,S,17,0,195,5-10,Utah St.,8/8/1994,4,1,
