No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
59,Genard Avery,27,LB,9,0,250,6-0,Memphis,4/26/1995,4,1,Cleveland Browns / 5th / 150th pick / 2018
58,Shaquil Barrett,30,ROLB,8,8,250,6-2,"Nebraska-Omaha,Colorado St.",11/17/1992,7,4,
15,Cole Beasley,33,WR,2,0,174,5-8,SMU,4/26/1989,10,0,
25,Giovani Bernard,31,RB,8,0,205,5-9,North Carolina,11/22/1991,9,0,Cincinnati Bengals / 2nd / 37th pick / 2013
12,Tom Brady,45,QB,17,17,225,6-4,Michigan,8/3/1977,22,10,New England Patriots / 6th / 199th pick / 2000
84,Cameron Brate,31,TE,11,1,245,6-5,Harvard,7/3/1991,8,1,
52,K.J. Britt,23,LB,12,0,235,6-0,Auburn,6/4/1999,1,1,Tampa Bay Buccaneers / 5th / 176th pick / 2021
5,Jake Camarda,23,P,17,0,193,6-1,Georgia,4/20/1999,Rook,4,Tampa Bay Buccaneers / 4th / 133rd pick / 2022
37,Anthony Chesley,27,CB,7,0,190,6-0,Coastal Carolina,5/31/1995,2,0,
1,Jaelon Darden,23,WR,12,0,175,5-8,North Texas,1/14/1999,1,0,Tampa Bay Buccaneers / 4th / 129th pick / 2021
54,Lavonte David,32,RILB,17,17,233,6-1,"Fort Scott (KS),Nebraska",1/23/1990,10,9,Tampa Bay Buccaneers / 2nd / 58th pick / 2012
24,Carlton Davis,26,LCB,13,13,206,6-1,Auburn,12/31/1996,4,5,Tampa Bay Buccaneers / 2nd / 63rd pick / 2018
35,Jamel Dean,26,RCB,15,15,206,6-1,Auburn,10/15/1996,3,6,Tampa Bay Buccaneers / 3rd / 94th pick / 2019
30,Dee Delaney,27,DB,17,1,200,5-11,"The Citadel,Miami (FL)",2/20/1995,4,1,
32,Mike Edwards,26,FS,13,12,205,5-10,"Kentucky,Hawaii",5/18/1996,3,6,Tampa Bay Buccaneers / 3rd / 99th pick / 2019
13,Mike Evans,29,WR,15,15,231,6-5,Texas A&M,8/21/1993,8,7,Tampa Bay Buccaneers / 1st / 7th pick / 2014
53,Olakunle Fatukasi,23,DE,13,0,238,6-2,Rutgers,6/11/1999,Rook,1,
7,Leonard Fournette,27,RB,16,9,228,6-0,LSU,1/18/1995,5,7,Jacksonville Jaguars / 1st / 4th pick / 2017
11,Blaine Gabbert,33,QB,1,0,233,6-4,Missouri,10/15/1989,11,0,Jacksonville Jaguars / 1st / 10th pick / 2011
17,Russell Gage,26,WR,13,4,184,6-0,LSU,1/22/1996,4,3,Atlanta Falcons / 6th / 194th pick / 2018
36,Don Gardner,25,CB,1,0,180,6-1,South Dakota St.,12/9/1997,Rook,0,
80,Kaylon Geiger,25,WR,3,0,180,5-10,"Navarro,Troy,Texas Tech",11/1/1997,Rook,0,
92,William Gholston,31,LDE,17,9,281,6-6,Michigan St.,7/31/1991,9,5,Tampa Bay Buccaneers / 4th / 126th pick / 2013
57,Ulysees Gilbert,25,LB,3,0,230,6-0,Akron,8/9/1997,3,0,Pittsburgh Steelers / 6th / 207th pick / 2019
14,Chris Godwin,26,WR,15,13,209,6-1,Penn St.,2/27/1996,5,7,Tampa Bay Buccaneers / 3rd / 84th pick / 2017
67,Luke Goedeke,24,LG,11,8,312,6-5,"Wisconsin–Stevens Point,Central Michigan",11/21/1998,Rook,3,Tampa Bay Buccaneers / 2nd / 57th pick / 2022
70,Robert Hainsey,24,C,17,17,306,6-4,Notre Dame,8/12/1998,1,6,Tampa Bay Buccaneers / 3rd / 95th pick / 2021
90,Logan Hall,22,DE,17,0,283,6-6,Houston,4/22/2000,Rook,2,Tampa Bay Buccaneers / 2nd / 33rd pick / 2022
96,Akiem Hicks,33,RDE,11,11,335,6-4,"Sacramento CC,Regina",11/16/1989,10,5,New Orleans Saints / 3rd / 89th pick / 2012
66,Ryan Jensen,31,C,0,0,319,6-4,Colorado State-Pueblo,5/27/1991,8,0,Baltimore Ravens / 6th / 203rd pick / 2013
74,Fred Johnson,25,G,5,0,326,6-7,Florida,6/5/1997,3,0,
6,Julio Jones,33,WR,10,5,220,6-3,Alabama,2/3/1989,11,2,Atlanta Falcons / 1st / 6th pick / 2011
