No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
34,Mackensie Alexander,29,LB,1,1,192,5-10,Clemson,11/12/1993,6,0,Minnesota Vikings / 2nd / 54th pick / 2016
5,Bryan Anger,34,P,17,0,202,6-3,California,10/6/1988,10,3,Jacksonville Jaguars / 3rd / 70th pick / 2012
92,Dorance Armstrong Jr.,25,RDE,17,5,255,6-4,Kansas,6/10/1997,4,5,Dallas Cowboys / 4th / 116th pick / 2018
75,Josh Ball,24,T,13,0,304,6-8,"Marshall,Butler (KS),Florida St.",5/15/1998,1,1,Dallas Cowboys / 4th / 138th pick / 2021
42,Anthony Barr,30,RLB,14,10,257,6-5,UCLA,3/18/1992,8,6,Minnesota Vikings / 1st / 9th pick / 2014
93,Tarell Basham,28,DE,2,0,266,6-4,Ohio,3/18/1994,5,0,Indianapolis Colts / 3rd / 80th pick / 2017
41,Markquese Bell,23,S,5,0,205,6-3,Florida A&M,1/6/1999,Rook,0,
63,Tyler Biadasz,25,C,16,16,318,6-4,Wisconsin,11/20/1997,2,9,Dallas Cowboys / 4th / 146th pick / 2020
26,DaRon Bland,23,DB,17,8,197,6-0,"Sacramento St.,Fresno St.",7/12/1999,Rook,4,Dallas Cowboys / 5th / 167th pick / 2022
98,Quinton Bohanna,23,RDT,13,9,360,6-4,Kentucky,3/16/1999,1,4,Dallas Cowboys / 6th / 192nd pick / 2021
3,Anthony Brown,29,LCB,12,12,192,5-11,Purdue,12/15/1993,6,4,Dallas Cowboys / 6th / 189th pick / 2016
85,Noah Brown,26,WR,16,13,225,6-2,Ohio St.,1/6/1996,5,6,Dallas Cowboys / 7th / 239th pick / 2017
33,Damone Clark,22,LB,10,5,240,6-3,LSU,6/28/2000,Rook,3,Dallas Cowboys / 5th / 176th pick / 2022
76,Aviante Collins,28,T,2,0,292,6-4,TCU,5/13/1994,5,0,
14,Jabril Cox,24,LB,9,0,233,6-3,"North Dakota St.,LSU",4/16/1998,1,1,Dallas Cowboys / 4th / 115th pick / 2021
31,Tyler Coyle,24,S,1,0,210,6-1,Purdue,11/15/1998,1,0,
34,Malik Davis,24,RB,12,0,202,5-11,Florida,11/26/1998,Rook,2,
7,Trevon Diggs,24,RCB,17,17,195,6-2,Alabama,9/20/1998,2,9,Dallas Cowboys / 2nd / 51st pick / 2020
23,Rico Dowdle,24,RB,5,0,215,6-0,South Carolina,6/14/1998,2,0,
21,Ezekiel Elliott,27,RB,15,14,228,6-0,Ohio St.,7/22/1995,6,6,Dallas Cowboys / 1st / 4th pick / 2016
68,Matt Farniok,25,G,7,2,315,6-5,Nebraska,9/26/1997,1,1,Dallas Cowboys / 7th / 238th pick / 2021
