No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
94,Henry Anderson,31,DE,11,0,300,6-6,Stanford,8/3/1991,7,1,Indianapolis Colts / 3rd / 93rd pick / 2015
90,Amare Barno,23,DE,9,0,245,6-6,"Butler (KS),Virginia Tech",4/26/1999,Rook,1,Carolina Panthers / 6th / 189th pick / 2022
20,Raheem Blackshear,23,RB,13,1,190,5-9,"Rutgers,Virginia Tech",6/5/1999,Rook,1,
27,Marquise Blair,25,DB,3,0,196,6-1,Utah,7/18/1997,3,0,Seattle Seahawks / 2nd / 47th pick / 2019
56,Bradley Bozeman,28,C,17,11,317,6-3,Alabama,11/24/1994,4,4,Baltimore Ravens / 6th / 215th pick / 2018
95,Derrick Brown,24,LDT,17,17,320,6-5,Auburn,4/15/1998,2,8,Carolina Panthers / 1st / 7th pick / 2020
33,Spencer Brown,24,RB,2,0,220,6-0,Ala-Birmingham,11/13/1998,1,0,
53,Brian Burns,24,LDE,16,16,250,6-5,Florida St.,4/23/1998,3,11,Carolina Panthers / 1st / 16th pick / 2019
31,Juston Burris,29,S,5,3,210,6-0,North Carolina St.,8/4/1993,6,1,New York Jets / 4th / 118th pick / 2016
27,T.J. Carrie,32,CB,7,0,204,6-0,Ohio,7/28/1990,8,1,Oakland Raiders / 7th / 219th pick / 2014
34,Sean Chandler,26,S,17,0,200,5-10,Temple,4/27/1996,4,1,
21,Jeremy Chinn,24,SS/FS,11,11,220,6-3,Southern Illinois,2/26/1998,2,4,Carolina Panthers / 2nd / 64th pick / 2020
11,Robbie Chosen,29,WR,6,5,185,6-3,Temple,5/9/1993,6,2,
70,Brady Christensen,26,LG,17,17,300,6-6,BYU,9/27/1996,1,7,Carolina Panthers / 3rd / 70th pick / 2021
63,Austin Corbett,27,RG,17,17,305,6-4,Nevada,9/5/1995,4,6,Cleveland Browns / 2nd / 33rd pick / 2018
14,Sam Darnold,25,QB,6,6,225,6-3,USC,6/5/1997,4,4,New York Jets / 1st / 3rd pick / 2018
16,Jacob Eason,25,QB,1,0,231,6-6,"Georgia,Washington",11/17/1997,1,0,Indianapolis Colts / 4th / 122nd pick / 2020
79,Ikem Ekwonu,22,LT,17,17,320,6-4,North Carolina St.,10/31/2000,Rook,7,Carolina Panthers / 1st / 6th pick / 2022
60,Pat Elflein,28,C,6,6,303,6-2,Ohio St.,7/6/1994,5,2,Minnesota Vikings / 3rd / 70th pick / 2017
75,Cameron Erving,30,T,11,0,313,6-5,Florida St.,8/23/1992,7,1,Cleveland Browns / 1st / 19th pick / 2015
33,D'Onta Foreman,26,RB,17,9,235,6-0,Texas,4/24/1996,5,6,Houston Texans / 3rd / 89th pick / 2017
42,Sam Franklin,26,S,17,1,210,6-3,Temple,2/2/1996,2,1,
