No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
22,Tony Adams,23,S,11,1,203,5-11,Illinois,1/24/1999,Rook,1,
9,Kwon Alexander,28,ROLB,17,12,227,6-1,LSU,8/3/1994,7,6,Tampa Bay Buccaneers / 4th / 124th pick / 2015
10,Braxton Berrios,27,WR,17,2,185,5-9,Miami (FL),10/6/1995,3,1,New England Patriots / 6th / 210th pick / 2018
71,Duane Brown,37,LT,12,12,329,6-4,Virginia Tech,8/30/1985,14,5,Houston Texans / 1st / 26th pick / 2008
81,Lawrence Cager,25,WR,1,1,220,6-5,Georgia,8/20/1997,2,0,
30,Michael Carter II,23,DB,17,6,184,5-10,Duke,3/8/1999,1,3,New York Jets / 5th / 154th pick / 2021
32,Michael Carter,23,RB,16,10,201,5-8,North Carolina,5/7/1999,1,4,New York Jets / 4th / 107th pick / 2021
72,Micheal Clemons,25,DE,16,0,263,6-5,"Cisco (TX),Texas A&M",8/21/1997,Rook,1,New York Jets / 4th / 117th pick / 2022
83,Tyler Conklin,27,TE,17,16,248,6-3,Central Michigan,7/30/1995,4,4,Minnesota Vikings / 5th / 157th pick / 2018
99,Vinny Curry,34,DE,11,0,279,6-3,Marshall,6/30/1988,10,1,Philadelphia Eagles / 2nd / 59th pick / 2012
21,Ashtyn Davis,26,S,14,0,202,6-1,California,10/10/1996,2,1,New York Jets / 3rd / 68th pick / 2020
84,Corey Davis,27,WR,13,10,209,6-3,Western Michigan,1/11/1995,5,4,Tennessee Titans / 1st / 5th pick / 2017
66,Laurent Duvernay-Tardif,31,G,5,1,321,6-5,McGill,2/11/1991,7,1,Kansas City Chiefs / 6th / 200th pick / 2014
26,Brandin Echols,25,CB,13,0,179,5-10,"Northwest Mississippi CC,Kentucky",10/16/1997,1,1,New York Jets / 6th / 200th pick / 2021
76,George Fant,30,RT,8,7,316,6-5,Western Kentucky,7/19/1992,6,3,
67,Dan Feeney,28,G,17,2,305,6-4,Indiana,5/29/1994,5,2,Los Angeles Chargers / 3rd / 71st pick / 2017
19,Joe Flacco,37,QB,5,4,230,6-6,"Pittsburgh,Delaware",1/16/1985,14,1,Baltimore Ravens / 1st / 18th pick / 2008
91,John Franklin-Myers,26,LDE,17,17,288,6-4,S.F. Austin,9/26/1996,4,8,Los Angeles Rams / 4th / 135th pick / 2018
1,Sauce Gardner,22,RCB,17,17,190,6-3,Cincinnati,8/31/2000,Rook,14,New York Jets / 1st / 4th pick / 2022
20,Breece Hall,21,RB,7,2,217,5-11,Iowa St.,5/31/2001,Rook,4,New York Jets / 2nd / 36th pick / 2022
37,Bryce Hall,25,CB,5,0,202,6-1,Virginia,11/5/1997,2,0,New York Jets / 5th / 158th pick / 2020
34,Justin Hardee,28,WR,17,0,200,6-1,Illinois,2/7/1994,5,4,
36,Marcell Harris,28,LB,11,0,215,6-0,Florida,6/9/1994,4,1,San Francisco 49ers / 6th / 184th pick / 2018
42,Thomas Hennessy,28,LS,17,0,246,6-2,Duke,6/11/1994,5,1,
65,Nate Herbig,24,RG,11,11,334,6-4,Stanford,7/10/1998,3,4,
63,Grant Hermanns,24,G,2,0,305,6-7,Purdue,3/5/1998,1,0,
47,Bryce Huff,24,DE,14,0,255,6-3,Memphis,4/17/1998,2,1,
52,Jermaine Johnson II,23,DE,14,0,254,6-5,"Independence (KS),Georgia,Florida St.",1/7/1999,Rook,1,New York Jets / 1st / 26th pick / 2022
25,Ty Johnson,25,RB,17,1,210,5-10,Maryland,9/17/1997,3,1,Detroit Lions / 6th / 186th pick / 2019
29,Lamarcus Joyner,32,SS,14,14,185,5-8,Florida St.,11/27/1990,8,5,St. Louis Rams / 2nd / 41st pick / 2014
27,Zonovan Knight,21,RB,7,4,209,5-11,North Carolina St.,4/11/2001,Rook,2,
58,Carl Lawson,27,LOLB,17,17,260,6-2,Auburn,6/29/1995,5,8,Cincinnati Bengals / 4th / 116th pick / 2017
7,Braden Mann,25,P,17,0,198,5-11,Texas A&M,11/24/1997,2,3,New York Jets / 6th / 191st pick / 2020
54,Jacob Martin,27,DE,8,0,242,6-2,Temple,12/11/1995,4,1,Seattle Seahawks / 6th / 186th pick / 2018
69,Conor McDermott,30,T,7,0,305,6-8,UCLA,10/19/1992,5,0,New England Patriots / 6th / 211th pick / 2017
60,Connor McGovern,29,C,17,17,306,6-4,Missouri,4/27/1993,5,6,Denver Broncos / 5th / 144th pick / 2016
11,Denzel Mims,25,WR,10,4,207,6-3,Baylor,10/10/1997,2,1,New York Jets / 2nd / 59th pick / 2020
61,Max Mitchell,23,RT,6,5,307,6-6,Louisiana,10/12/1999,Rook,2,New York Jets / 4th / 111th pick / 2022
8,Elijah Moore,22,WR,16,9,180,5-10,Mississippi,3/27/2000,1,3,New York Jets / 2nd / 34th pick / 2021
57,C.J. Mosley,30,RILB,17,17,231,6-2,Alabama,6/19/1992,8,13,Baltimore Ravens / 1st / 17th pick / 2014
45,Hamsah Nasirildeen,23,LB,7,0,215,6-3,Florida St.,1/17/1999,1,1,New York Jets / 6th / 186th pick / 2021
70,Cedric Ogbuehi,30,RT,7,5,310,6-5,Texas A&M,4/25/1992,7,2,Cincinnati Bengals / 1st / 21st pick / 2015
39,Will Parks,28,S,14,3,194,6-1,Arizona,7/29/1994,6,1,Denver Broncos / 6th / 219th pick / 2016
98,Sheldon Rankins,28,NT,15,15,305,6-2,Louisville,4/2/1994,6,7,New Orleans Saints / 1st / 12th pick / 2016
4,D.J. Reed,26,LCB,17,17,188,5-9,Kansas St.,11/11/1996,4,5,San Francisco 49ers / 5th / 142nd pick / 2018
68,Mike Remmers,33,T,8,1,301,6-5,Oregon St.,4/11/1989,9,1,
23,James Robinson,24,RB,4,0,219,5-9,"Butler (KS),Illinois St.",8/9/1998,2,0,
89,Jeremy Ruckert,22,TE,9,0,250,6-5,Ohio St.,8/11/2000,Rook,0,New York Jets / 3rd / 101st pick / 2022
97,Nathan Shepherd,29,DT,17,3,315,6-4,Fort Hays St.,10/9/1993,4,2,New York Jets / 3rd / 72nd pick / 2018
44,Jamien Sherwood,22,LB,17,0,216,6-2,Auburn,1/12/2000,1,1,New York Jets / 5th / 146th pick / 2021
79,Tanzel Smart,28,DT,3,0,295,6-1,Tulane,11/6/1994,5,0,Los Angeles Rams / 6th / 189th pick / 2017
16,Jeff Smith,25,WR,11,0,195,6-1,Boston Col.,4/21/1997,3,1,
15,Chris Streveler,27,QB,2,1,216,6-1,"Minnesota,South Dakota",1/6/1995,2,0,
55,Chazz Surratt,25,LB,1,0,233,6-2,North Carolina,2/16/1997,1,0,Minnesota Vikings / 3rd / 78th pick / 2021
94,Solomon Thomas,27,DE,17,0,295,6-3,Stanford,12/20/1995,5,1,San Francisco 49ers / 1st / 3rd pick / 2017
78,Laken Tomlinson,30,LG,17,17,323,6-3,Duke,2/9/1992,7,6,Detroit Lions / 1st / 28th pick / 2015
87,C.J. Uzomah,29,TE,15,13,262,6-6,Auburn,1/14/1993,7,2,Cincinnati Bengals / 5th / 157th pick / 2015
75,Alijah Vera-Tucker,23,T-G,7,7,308,6-5,USC,6/17/1999,1,2,New York Jets / 1st / 14th pick / 2021
5,Mike White,27,QB,4,4,216,6-5,"South Florida,Western Kentucky",3/25/1995,1,3,Dallas Cowboys / 5th / 171st pick / 2018
3,Jordan Whitehead,25,FS,17,17,198,5-10,Pittsburgh,3/18/1997,4,6,Tampa Bay Buccaneers / 4th / 117th pick / 2018
