No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
24,Nasir Adderley,25,SS,16,15,206,6-0,Delaware,5/31/1997,3,5,Los Angeles Chargers / 2nd / 60th pick / 2019
13,Keenan Allen,30,WR,10,10,211,6-2,California,4/27/1992,9,6,San Diego Chargers / 3rd / 76th pick / 2013
45,Jeremiah Attaochu,29,LB,2,0,262,6-3,Georgia Tech,1/17/1993,8,0,San Diego Chargers / 2nd / 50th pick / 2014
78,Zack Bailey,27,T,1,0,299,6-5,South Carolina,11/8/1995,1,0,
83,Michael Bandy,25,WR,10,2,190,5-10,San Diego,12/5/1997,1,1,
12,Taylor Bertolet,30,K,2,0,188,5-9,Texas A&M,10/24/1992,1,0,
97,Joey Bosa,27,LDE,5,4,280,6-5,Ohio St.,7/11/1995,6,2,San Diego Chargers / 1st / 3rd pick / 2016
23,Bryce Callahan,31,DB,15,11,188,5-9,Rice,10/23/1991,7,4,
1,DeAndre Carter,29,WR,17,7,190,5-8,Sacramento St.,4/10/1993,4,4,
76,Will Clapp,27,C,17,3,311,6-5,LSU,12/10/1995,4,3,New Orleans Saints / 7th / 245th pick / 2018
95,Christian Covington,29,DT,4,0,289,6-2,Rice,10/16/1993,7,0,Houston Texans / 6th / 216th pick / 2015
4,Chase Daniel,36,QB,4,0,218,6-0,Missouri,10/7/1986,12,0,
43,Michael Davis,27,LCB,17,12,196,6-2,BYU,1/6/1995,5,4,
90,Tyeler Davison,30,DT,6,0,309,6-2,Fresno St.,9/23/1992,7,0,New Orleans Saints / 5th / 154th pick / 2015
15,Cameron Dicker,22,K,10,0,216,6-1,Texas,5/6/2000,Rook,3,
30,Austin Ekeler,27,RB,17,17,200,5-9,Western St. (CO),5/17/1995,5,11,
7,Gerald Everett,28,TE,16,11,252,6-3,South Alabama,6/25/1994,5,5,Los Angeles Rams / 2nd / 44th pick / 2017
96,Breiden Fehoko,26,DT,9,3,300,6-3,"Texas Tech,LSU",10/15/1996,2,2,
71,Matt Feiler,30,LG,17,17,330,6-6,Bloomsburg,7/7/1992,5,8,
56,Morgan Fox,28,LDT,17,12,275,6-3,Colorado State-Pueblo,9/12/1994,6,6,
92,Joe Gaziano,26,DE,5,0,280,6-4,Northwestern,9/27/1996,2,0,
32,Alohi Gilman,25,S,17,5,201,5-10,"Navy,Notre Dame",9/17/1997,2,3,Los Angeles Chargers / 6th / 186th pick / 2020
15,Jalen Guyton,25,WR,3,0,212,6-1,North Texas,6/7/1997,3,1,
37,Kemon Hall,25,CB,2,0,190,5-11,North Texas,6/2/1997,1,0,
47,Josh Harris,33,LS,17,0,224,6-1,Auburn,4/27/1989,10,1,
10,Justin Herbert,24,QB,17,17,236,6-6,Oregon,3/10/1998,2,14,Los Angeles Chargers / 1st / 6th pick / 2020
91,Christopher Hinton,22,T,4,0,310,6-4,Michigan,9/14/2000,Rook,0,
4,Dustin Hopkins,32,K,5,0,210,6-2,Florida St.,10/1/1990,7,1,Buffalo Bills / 6th / 177th pick / 2013
40,Zander Horvath,24,FB,15,2,230,6-3,Purdue,12/10/1998,Rook,0,Los Angeles Chargers / 7th / 260th pick / 2022
27,J.C. Jackson,27,LCB,5,5,198,6-1,"Florida,Riverside CC,Maryland",11/17/1995,4,1,
64,Brenden Jaimes,23,G,12,0,300,6-5,Nebraska,5/28/1999,1,1,Los Angeles Chargers / 5th / 159th pick / 2021
3,Derwin James,26,FS,14,14,215,6-2,Florida St.,8/3/1996,4,8,Los Angeles Chargers / 1st / 17th pick / 2018
98,Austin Johnson,28,LDT,8,8,314,6-4,Penn St.,5/8/1994,6,4,Tennessee Titans / 2nd / 43rd pick / 2016
77,Zion Johnson,23,RG,17,17,316,6-3,"Davidson,Boston Col.",11/18/1999,Rook,8,Los Angeles Chargers / 1st / 17th pick / 2022
69,Sebastian Joseph-Day,27,RDT,16,16,310,6-4,Rutgers,3/21/1995,3,8,Los Angeles Rams / 6th / 195th pick / 2018
25,Joshua Kelley,25,RB,13,1,212,5-11,"UC Davis,UCLA",11/20/1997,2,3,Los Angeles Chargers / 4th / 112th pick / 2020
41,Raheem Layne,23,S,6,0,192,5-11,Indiana,7/2/1999,Rook,0,
33,Deane Leonard,23,DB,17,0,195,6-0,"Calgary,Mississippi",11/20/1999,Rook,1,Los Angeles Chargers / 7th / 236th pick / 2022
63,Corey Linsley,31,C,14,14,301,6-3,Ohio St.,7/27/1991,8,7,Green Bay Packers / 5th / 161st pick / 2014
52,Khalil Mack,31,RDE,17,17,269,6-3,Buffalo,2/22/1991,8,11,Oakland Raiders / 1st / 5th pick / 2014
88,Tre' McKitty,23,TE,17,8,246,6-4,"Florida St.,Georgia",1/12/1999,1,1,Los Angeles Chargers / 3rd / 97th pick / 2021
20,Sony Michel,27,RB,10,0,215,5-11,Georgia,2/17/1995,4,1,New England Patriots / 1st / 31st pick / 2018
50,David Moa,26,DT,2,0,296,6-3,Boise St.,6/14/1996,1,0,
11,Jason Moore,27,WR,6,0,215,6-3,Findlay,6/23/1995,3,0,
9,Kenneth Murray,24,MLB,17,16,241,6-2,Oklahoma,11/16/1998,2,7,Los Angeles Chargers / 1st / 23rd pick / 2020
31,Nick Niemann,25,LB,17,0,244,6-3,Iowa,12/2/1997,1,1,Los Angeles Chargers / 6th / 185th pick / 2021
74,Storm Norton,28,T,12,0,317,6-7,Toledo,5/16/1994,4,1,
