No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
44,Matthew Adams,27,LB,10,3,230,6-0,Houston,12/12/1995,4,2,Indianapolis Colts / 7th / 221st pick / 2018
47,Chase Allen,25,TE,1,0,250,6-7,Iowa St.,7/9/1997,Rook,0,
10,Michael Badgley,27,K,1,0,188,5-10,Miami (FL),7/28/1995,4,1,
90,Angelo Blackson,30,DT,15,4,318,6-4,Auburn,11/14/1992,7,2,Tennessee Titans / 4th / 100th pick / 2015
39,Josh Blackwell,23,DB,16,1,180,5-11,Duke,4/5/1999,Rook,1,
35,Khari Blasingame,26,FB,16,6,233,6-0,Vanderbilt,7/1/1996,3,0,
20,Breon Borders,27,DB,1,0,189,6-0,Duke,7/22/1995,5,0,
75,Larry Borom,23,RT,13,9,333,6-5,Missouri,3/30/1999,1,5,Chicago Bears / 5th / 151st pick / 2021
17,Tim Boyle,28,QB,1,0,233,6-4,"Connecticut,Eastern Kentucky",10/3/1994,3,0,
9,Jaquan Brisker,23,FS,15,15,200,6-1,"Lackawanna,Penn St.",4/20/1999,Rook,4,Chicago Bears / 2nd / 48th pick / 2022
94,Andrew Brown,27,DT,5,0,290,6-3,Virginia,12/30/1995,3,0,Cincinnati Bengals / 5th / 158th pick / 2018
69,Ja'Tyre Carter,23,T,3,0,311,6-3,Southern,1/15/1999,Rook,0,Chicago Bears / 7th / 226th pick / 2022
97,Taco Charlton,28,DE,5,0,270,6-6,Michigan,11/7/1994,5,0,Dallas Cowboys / 1st / 28th pick / 2017
10,Chase Claypool,24,WR,7,3,238,6-4,Notre Dame,7/7/1998,2,2,Pittsburgh Steelers / 2nd / 49th pick / 2020
23,Adrian Colbert,29,DB,2,0,205,6-2,Miami (FL),10/6/1993,5,0,San Francisco 49ers / 7th / 229th pick / 2017
29,Dane Cruikshank,27,DB,8,0,209,6-1,Arizona,4/27/1995,4,0,Tennessee Titans / 5th / 152nd pick / 2018
25,Trestan Ebner,23,RB,17,0,215,5-11,Baylor,1/2/1999,Rook,0,Chicago Bears / 6th / 203rd pick / 2022
60,Dieter Eiselen,26,G,11,0,300,6-4,Yale,6/10/1996,2,1,
21,Darrynton Evans,24,RB,6,0,203,5-10,Appalachian St.,7/9/1998,2,1,Tennessee Titans / 3rd / 93rd pick / 2020
1,Justin Fields,23,QB,15,15,227,6-3,"Georgia,Ohio St.",3/5/1999,1,16,Chicago Bears / 1st / 11th pick / 2021
