No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
46,Tucker Addington,25,LS,3,0,230,6-2,Sam Houston St.,7/16/1997,1,0,
15,Nelson Agholor,29,WR,16,7,200,6-0,USC,5/24/1993,7,3,Philadelphia Eagles / 1st / 20th pick / 2015
60,David Andrews,30,C,14,14,300,6-2,Georgia,7/10/1992,7,6,
7,Jake Bailey,25,P,9,0,212,6-2,Stanford,6/18/1997,3,1,New England Patriots / 5th / 163rd pick / 2019
90,Christian Barmore,23,DT,10,3,315,6-5,Alabama,7/28/1999,1,2,New England Patriots / 2nd / 38th pick / 2021
8,Ja'Whaun Bentley,26,LILB,17,17,250,6-2,Purdue,8/24/1996,4,9,New England Patriots / 5th / 143rd pick / 2018
24,Joshuah Bledsoe,24,S,3,0,207,5-11,Missouri,12/30/1998,1,0,New England Patriots / 6th / 188th pick / 2021
84,Kendrick Bourne,27,WR,16,2,205,6-1,Eastern Washington,8/4/1995,5,4,
80,Lynn Bowden Jr.,25,WR,1,0,204,6-1,Kentucky,10/14/1997,2,0,Las Vegas Raiders / 3rd / 80th pick / 2020
77,Trent Brown,29,LT,17,16,380,6-8,"Georgia Military,Florida",4/13/1993,7,7,San Francisco 49ers / 7th / 244th pick / 2015
27,Myles Bryant,24,CB,17,6,192,5-9,Washington,1/2/1998,2,3,
72,Yodny Cajuste,26,T,10,3,310,6-5,West Virginia,2/21/1996,1,2,New England Patriots / 3rd / 101st pick / 2019
61,Marcus Cannon,34,T,5,4,335,6-6,TCU,5/6/1988,11,2,New England Patriots / 5th / 138th pick / 2011
49,Joe Cardona,30,LS,14,0,245,6-2,Navy,4/16/1992,7,1,New England Patriots / 5th / 166th pick / 2015
58,Jamie Collins,33,LB,3,1,255,6-3,Southern Miss,10/20/1989,9,1,New England Patriots / 2nd / 52nd pick / 2013
98,Carl Davis,30,DT,16,2,335,6-5,Iowa,3/2/1992,7,3,Baltimore Ravens / 3rd / 90th pick / 2015
22,Cody Davis,33,DB,6,0,205,6-2,Texas Tech,6/6/1989,9,0,
23,Kyle Dugger,26,SS,15,15,216,6-1,Lenoir-Rhyne,3/22/1996,2,6,New England Patriots / 2nd / 37th pick / 2020
95,Daniel Ekuale,28,DT,15,0,310,6-3,Washington St.,1/13/1994,3,1,
65,James Ferentz,33,C,12,3,290,6-2,Iowa,6/5/1989,7,2,
6,Nick Folk,38,K,17,0,225,6-1,Arizona,11/5/1984,15,3,Dallas Cowboys / 6th / 178th pick / 2007
92,Davon Godchaux,28,NT,17,17,330,6-3,LSU,11/11/1994,5,9,Miami Dolphins / 5th / 178th pick / 2017
93,Lawrence Guy,32,LDE,14,14,315,6-4,Arizona St.,3/17/1990,10,7,Green Bay Packers / 7th / 233rd pick / 2011
37,Damien Harris,25,RB,11,9,213,5-11,Alabama,2/11/1997,3,3,New England Patriots / 3rd / 87th pick / 2019
36,Kevin Harris,22,RB,5,1,225,5-10,South Carolina,11/17/2000,Rook,0,New England Patriots / 6th / 183rd pick / 2022
39,Tae Hayes,25,DB,2,0,188,5-9,Appalachian St.,8/19/1997,3,0,
85,Hunter Henry,28,TE,17,14,249,6-5,Arkansas,12/7/1994,6,4,San Diego Chargers / 2nd / 35th pick / 2016
5,Brian Hoyer,37,QB,1,1,215,6-2,Michigan St.,10/13/1985,13,0,
83,Lil'Jordan Humphrey,24,WR,6,2,225,6-4,Texas,4/19/1998,3,0,
58,Anfernee Jennings,25,LB,16,3,255,6-2,Alabama,9/1/1997,2,3,New England Patriots / 3rd / 87th pick / 2020
13,Jack Jones,25,S,13,2,175,5-11,"USC,Moorpark College,Arizona St.",12/20/1997,Rook,2,New England Patriots / 4th / 121st pick / 2022
31,Jonathan Jones,29,LCB,16,16,185,5-9,Auburn,9/20/1993,6,6,
10,Mac Jones,24,QB,14,14,220,6-3,Alabama,9/5/1998,1,8,New England Patriots / 1st / 15th pick / 2021
25,Marcus Jones,24,DB,15,4,188,5-8,"Troy,Houston",10/22/1998,Rook,10,New England Patriots / 3rd / 85th pick / 2022
9,Matt Judon,30,LOLB,17,15,275,6-3,Grand Valley St.,8/15/1992,6,12,Baltimore Ravens / 5th / 146th pick / 2016
52,Harvey Langi,30,LB,2,0,250,6-2,BYU,9/24/1992,5,0,
32,Devin McCourty,35,FS,17,17,195,5-10,Rutgers,8/13/1987,12,6,New England Patriots / 1st / 27th pick / 2010
75,Conor McDermott,30,RT,6,6,305,6-8,UCLA,10/19/1992,5,3,New England Patriots / 6th / 211th pick / 2017
46,Raekwon McMillan,27,LB,16,1,250,6-2,Ohio St.,11/17/1995,4,3,Miami Dolphins / 2nd / 54th pick / 2017
16,Jakobi Meyers,26,WR,14,13,200,6-2,North Carolina St.,11/9/1996,3,6,
2,Jalen Mills,28,RCB,10,10,200,6-0,LSU,4/6/1994,6,3,Philadelphia Eagles / 7th / 233rd pick / 2016
97,DaMarcus Mitchell,24,DE,16,0,260,6-3,"Southwest Mississippi CC,Purdue",12/13/1998,Rook,1,
14,Ty Montgomery,29,WR,1,0,220,6-0,Stanford,1/22/1993,7,0,Green Bay Packers / 3rd / 94th pick / 2015
34,Quandre Mosely,23,DB,1,0,185,6-2,"Eastern Arizona,Kentucky",5/18/1999,Rook,0,
43,Calvin Munson,28,LB,1,0,240,6-1,San Diego St.,12/27/1994,5,0,
62,Bill Murray,25,G,1,0,307,6-4,William & Mary,7/3/1997,1,0,
71,Michael Onwenu,25,RG,17,17,350,6-3,Michigan,12/10/1997,2,7,New England Patriots / 6th / 182nd pick / 2020
17,Michael Palardy,30,P,8,0,200,5-11,Tennessee,7/6/1992,6,0,
1,DeVante Parker,29,WR,13,11,215,6-3,Louisville,1/20/1993,7,4,Miami Dolphins / 1st / 14th pick / 2015
3,Jabrill Peppers,27,DB,17,5,217,5-11,Michigan,10/4/1995,5,2,Cleveland Browns / 1st / 25th pick / 2017
21,Adrian Phillips,30,ROLB,17,8,208,5-11,Texas,3/28/1992,8,3,
96,Sam Roberts,24,DT,5,0,300,6-5,NW Missouri St.,4/14/1998,Rook,0,New England Patriots / 6th / 200th pick / 2022
41,Brenden Schooler,25,DB,16,0,210,6-2,"Oregon,Texas",5/30/1997,Rook,1,
18,Matthew Slater,37,WR,17,0,205,6-0,UCLA,9/9/1985,14,0,New England Patriots / 5th / 153rd pick / 2008
81,Jonnu Smith,27,TE,14,8,248,6-3,Florida International,8/22/1995,5,2,Tennessee Titans / 3rd / 100th pick / 2017
87,Matt Sokol,27,TE,3,0,249,6-5,Michigan St.,11/9/1995,2,0,
