No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
94,Zach Allen,25,DT,13,13,285,6-5,Boston Col.,8/20/1997,3,5,Arizona Cardinals / 3rd / 65th pick / 2019
15,Matt Ammendola,26,K,2,0,195,5-9,Oklahoma St.,12/11/1996,1,0,
89,Stephen Anderson,29,TE,16,0,230,6-3,California,1/30/1993,6,0,
82,Andre Baccellia,25,WR,8,0,175,5-10,Washington,1/7/1997,1,0,
3,Budda Baker,26,FS,15,15,195,5-10,Washington,1/10/1996,5,7,Arizona Cardinals / 2nd / 36th pick / 2017
31,Chris Banjo,32,DB,13,1,207,5-10,SMU,2/26/1990,9,1,
69,Eric Banks,24,DE,1,0,274,6-5,Texas-San Antonio,1/30/1998,1,0,
68,Kelvin Beachum,33,RT,17,17,308,6-3,SMU,6/8/1989,10,7,Pittsburgh Steelers / 7th / 248th pick / 2012
26,Eno Benjamin,23,RB,10,3,207,5-9,Arizona St.,4/13/1999,1,3,Arizona Cardinals / 7th / 222nd pick / 2020
15,Rodrigo Blankenship,25,K,2,0,184,6-1,Georgia,1/29/1997,2,0,
17,David Blough,27,QB,2,2,207,6-1,Purdue,7/31/1995,3,1,
48,Hunter Bradley,28,LS,2,0,241,6-3,Mississippi St.,5/21/1994,4,0,Green Bay Packers / 7th / 239th pick / 2018
46,Aaron Brewer,32,LS,15,0,232,6-5,San Diego St.,7/5/1990,10,1,
2,Marquise Brown,25,WR,12,10,180,5-9,"College of the Canyons (CA),Oklahoma",6/4/1997,3,6,Baltimore Ravens / 1st / 25th pick / 2019
3,Robbie Chosen,29,WR,10,2,185,6-3,Temple,5/9/1993,6,1,
23,Corey Clement,28,RB,9,1,220,5-10,Wisconsin,11/2/1994,5,1,
25,Zaven Collins,23,RILB,16,16,260,6-4,Tulsa,5/19/1999,1,6,Arizona Cardinals / 1st / 16th pick / 2021
6,James Conner,27,RB,13,13,233,6-1,Pittsburgh,5/5/1995,5,7,Pittsburgh Steelers / 3rd / 105th pick / 2017
15,Pharoh Cooper,27,WR,5,1,208,5-11,South Carolina,3/7/1995,6,0,Los Angeles Rams / 4th / 117th pick / 2016
65,Rashaad Coward,28,G,4,3,319,6-5,Old Dominion,11/6/1994,5,1,
66,Wyatt Davis,23,G,1,0,315,6-4,Ohio St.,2/17/1999,1,0,Minnesota Vikings / 3rd / 86th pick / 2021
52,Victor Dimukeje,23,OLB,14,2,262,6-2,Duke,11/18/1999,1,1,Arizona Cardinals / 6th / 210th pick / 2021
91,Michael Dogbe,26,DE,13,4,295,6-3,Temple,5/5/1996,3,2,Arizona Cardinals / 7th / 249th pick / 2019
83,Greg Dortch,24,WR,16,4,175,5-7,Wake Forest,5/29/1998,3,4,
86,Zach Ertz,32,TE,10,10,250,6-5,Stanford,11/10/1990,9,3,Philadelphia Eagles / 2nd / 35th pick / 2013
72,Cody Ford,26,G,11,3,329,6-3,Oklahoma,12/28/1996,3,2,Buffalo Bills / 2nd / 38th pick / 2019
95,Leki Fotu,24,NT,17,9,335,6-5,Utah,8/23/1998,2,4,Arizona Cardinals / 4th / 114th pick / 2020
72,Max Garcia,31,LG,12,7,309,6-4,Florida,11/9/1991,7,3,Denver Broncos / 4th / 133rd pick / 2015
45,Dennis Gardeck,28,LB,14,3,232,6-0,Sioux Falls,8/9/1994,4,2,
44,Markus Golden,31,ROLB,17,14,260,6-2,Missouri,3/13/1991,7,5,Arizona Cardinals / 2nd / 58th pick / 2015
18,A.J. Green,34,WR,15,10,207,6-4,Georgia,7/31/1988,11,2,Cincinnati Bengals / 1st / 4th pick / 2011
57,Kamu Grugier-Hill,28,LB,9,0,230,6-2,Eastern Illinois,5/16/1994,6,1,New England Patriots / 6th / 208th pick / 2016
