No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
89,Mark Andrews,27,TE,15,15,250,6-5,Oklahoma,9/6/1995,4,8,Baltimore Ravens / 3rd / 86th pick / 2018
5,Jalyn Armour-Davis,23,CB,4,1,197,6-1,Alabama,9/3/1999,Rook,1,Baltimore Ravens / 4th / 119th pick / 2022
47,Jeremiah Attaochu,29,LB,1,0,262,6-3,Georgia Tech,1/17/1993,8,0,San Diego Chargers / 2nd / 50th pick / 2014
12,Rashod Bateman,23,WR,6,5,195,6-1,Minnesota,11/29/1999,1,3,Baltimore Ravens / 1st / 27th pick / 2021
54,Tyus Bowser,27,LB,9,4,250,6-3,Houston,5/23/1995,5,2,Baltimore Ravens / 2nd / 47th pick / 2017
86,Nick Boyle,29,TE,12,0,270,6-4,Delaware,2/17/1993,7,0,Baltimore Ravens / 5th / 171st pick / 2015
12,Anthony Brown,24,QB,2,1,223,6-1,"Boston Col.,Oregon",7/27/1998,Rook,1,
56,Josh Bynes,33,MLB,7,7,240,6-1,Auburn,8/24/1989,11,3,
93,Calais Campbell,36,DE,14,14,307,6-8,Miami (FL),9/1/1986,14,7,Arizona Cardinals / 2nd / 50th pick / 2008
36,Chuck Clark,27,SS,17,17,209,6-0,Virginia Tech,4/19/1995,5,7,Baltimore Ravens / 6th / 186th pick / 2017
66,Ben Cleveland,24,G,9,1,360,6-6,Georgia,8/25/1998,1,1,Baltimore Ravens / 3rd / 94th pick / 2021
63,Trystan Colon-Castillo,24,C,6,1,313,6-3,Missouri,3/23/1998,2,1,
49,Brandon Copeland,31,LB,3,0,263,6-3,Pennsylvania,7/2/1991,7,0,
28,Mike Davis,29,RB,8,0,220,5-9,South Carolina,2/19/1993,7,0,San Francisco 49ers / 4th / 126th pick / 2015
27,J.K. Dobbins,24,RB,8,8,215,5-10,Ohio St.,12/17/1998,2,4,Baltimore Ravens / 2nd / 55th pick / 2020
17,Kenyan Drake,28,RB,12,5,216,6-1,Alabama,1/26/1994,6,4,Miami Dolphins / 3rd / 73rd pick / 2016
13,Devin Duvernay,25,WR,14,13,202,5-11,Texas,9/12/1997,2,6,Baltimore Ravens / 3rd / 92nd pick / 2020
35,Gus Edwards,27,RB,9,4,238,6-1,"Miami (FL),Rutgers",4/13/1995,4,3,
77,Daniel Faalele,23,T,16,1,380,6-6,Minnesota,11/9/1999,Rook,2,Baltimore Ravens / 4th / 110th pick / 2022
18,Kyle Fuller,30,CB,1,1,190,5-11,Virginia Tech,2/16/1992,8,0,Chicago Bears / 1st / 14th pick / 2014
14,Kyle Hamilton,21,S,16,4,220,6-4,Notre Dame,3/16/2001,Rook,2,Baltimore Ravens / 1st / 14th pick / 2022
40,Malik Harrison,24,ROLB,17,8,255,6-3,Ohio St.,3/5/1998,2,4,Baltimore Ravens / 3rd / 98th pick / 2020
43,Justice Hill,25,RB,15,0,195,5-10,Oklahoma St.,11/14/1997,3,2,Baltimore Ravens / 4th / 113th pick / 2019
50,Justin Houston,33,LB,14,1,270,6-3,Georgia,1/21/1989,11,2,Kansas City Chiefs / 3rd / 70th pick / 2011
44,Marlon Humphrey,26,RCB,17,17,203,6-0,Alabama,7/8/1996,5,12,Baltimore Ravens / 1st / 16th pick / 2017
2,Tyler Huntley,24,QB,6,4,205,6-1,Utah,2/3/1998,2,3,
83,Andy Isabella,26,WR,2,0,188,5-9,Massachusetts,11/18/1996,3,0,Arizona Cardinals / 2nd / 62nd pick / 2019
15,DeSean Jackson,36,WR,7,1,175,5-10,California,12/1/1986,14,2,Philadelphia Eagles / 2nd / 49th pick / 2008
8,Lamar Jackson,25,QB,12,12,205,6-2,Louisville,1/7/1997,4,12,Baltimore Ravens / 1st / 32nd pick / 2018
71,Ja'Wuan James,30,T,1,1,312,6-6,Tennessee,6/3/1992,8,0,Miami Dolphins / 1st / 19th pick / 2014
98,Travis Jones,23,DT,15,3,338,6-4,Connecticut,10/15/1999,Rook,2,Baltimore Ravens / 3rd / 76th pick / 2022
47,Devon Kennard,31,LB,2,1,256,6-3,USC,6/24/1991,8,1,New York Giants / 5th / 174th pick / 2014
59,A.J. Klein,31,LB,2,1,240,6-1,Iowa St.,7/30/1991,9,1,Carolina Panthers / 5th / 148th pick / 2013
88,Charlie Kolar,23,TE,2,0,267,6-6,Iowa St.,2/10/1999,Rook,0,Baltimore Ravens / 4th / 128th pick / 2022
80,Isaiah Likely,22,TE,16,2,247,6-4,Coastal Carolina,4/18/2000,Rook,4,Baltimore Ravens / 4th / 139th pick / 2022
64,Tyler Linderbaum,22,C,17,17,314,6-2,Iowa,4/7/2000,Rook,7,Baltimore Ravens / 1st / 25th pick / 2022
94,Isaiah Mack,26,NT,2,0,305,6-1,Chattanooga,3/19/1996,3,0,
92,Nnamdi Madubuike,25,DT,17,16,305,6-3,Texas A&M,11/17/1997,2,7,Baltimore Ravens / 3rd / 71st pick / 2020
60,Steven Means,32,LB,2,0,263,6-3,Buffalo,9/16/1990,9,0,Tampa Bay Buccaneers / 5th / 147th pick / 2013
65,Patrick Mekari,25,LT,16,4,305,6-4,California,8/13/1997,3,2,
46,Nick Moore,30,LS,17,0,260,6-2,Georgia,12/9/1992,2,0,
78,Morgan Moses,31,RT,17,17,318,6-6,Virginia,3/3/1991,8,8,Washington Redskins / 3rd / 66th pick / 2014
91,Rayshad Nichols,23,DT,1,0,305,6-2,S.F. Austin,7/9/1999,Rook,0,
90,David Ojabo,22,LB,2,0,252,6-4,Michigan,5/17/2000,Rook,0,Baltimore Ravens / 2nd / 45th pick / 2022
84,Josh Oliver,25,TE,17,9,259,6-5,San Jose St.,3/21/1997,3,1,Jacksonville Jaguars / 3rd / 69th pick / 2019
99,Odafe Oweh,24,LOLB,17,6,255,6-5,Penn St.,12/15/1998,1,4,Baltimore Ravens / 1st / 31st pick / 2021
24,Marcus Peters,29,LCB,13,13,197,6-0,Washington,1/9/1993,7,6,Kansas City Chiefs / 1st / 18th pick / 2015
53,Del'Shawn Phillips,26,LB,16,0,230,6-2,Illinois,10/9/1996,2,1,
