No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
56,Dakota Allen,27,LB,4,0,232,6-1,"Texas Tech,East Mississippi CC",11/2/1995,3,0,Los Angeles Rams / 7th / 251st pick / 2019
17,Daylen Baldwin,23,WR,1,0,219,6-2,"Morgan St.,Jackson St.,Michigan",11/24/1999,Rook,0,
37,D'Anthony Bell,26,S,16,2,211,6-1,"Iowa Central,Butler (KS),West Florida",10/17/1996,Rook,1,
18,David Bell,22,WR,16,3,212,6-1,Purdue,12/14/2000,Rook,2,Cleveland Browns / 3rd / 99th pick / 2022
75,Joel Bitonio,31,LG,17,17,320,6-4,Nevada,10/11/1991,8,12,Cleveland Browns / 2nd / 35th pick / 2014
13,Corey Bojorquez,26,P,17,0,217,6-0,"Cerritos (CA),New Mexico",9/13/1996,4,3,
7,Jacoby Brissett,30,QB,16,11,235,6-4,"Florida,North Carolina St.",12/11/1992,6,10,New England Patriots / 3rd / 91st pick / 2016
37,Mike Brown,23,S,3,0,218,6-1,Miami (OH),4/7/1999,Rook,0,
84,Pharaoh Brown,28,TE,13,5,246,6-5,Oregon,5/4/1994,5,0,
99,Taven Bryan,26,RDT,16,16,291,6-4,Florida,3/11/1996,4,6,Jacksonville Jaguars / 1st / 29th pick / 2018
88,Harrison Bryant,24,TE,17,9,230,6-5,Florida Atlantic,4/23/1998,2,2,Cleveland Browns / 4th / 115th pick / 2020
40,Jermaine Carter Jr.,27,LB,7,1,225,6-1,Maryland,1/14/1995,4,1,Carolina Panthers / 5th / 161st pick / 2018
24,Nick Chubb,27,RB,17,17,227,5-11,Georgia,12/27/1995,4,12,Cleveland Browns / 2nd / 35th pick / 2018
90,Jadeveon Clowney,29,RDE,12,10,266,6-5,South Carolina,2/14/1993,8,4,Houston Texans / 1st / 1st pick / 2014
78,Jack Conklin,28,RT,14,14,308,6-6,Michigan St.,8/17/1994,6,6,Tennessee Titans / 1st / 8th pick / 2016
2,Amari Cooper,28,WR,17,17,211,6-1,Alabama,6/17/1994,7,11,Oakland Raiders / 1st / 4th pick / 2015
1,Jaelon Darden,23,WR,2,0,175,5-8,North Texas,1/14/1999,1,0,Tampa Bay Buccaneers / 4th / 129th pick / 2021
53,Tae Davis,26,LB,5,0,222,6-0,Chattanooga,8/14/1996,4,0,
22,Grant Delpit,24,SS,17,16,208,6-3,LSU,9/20/1998,1,6,Cleveland Browns / 2nd / 44th pick / 2020
68,Michael Dunn,28,G,8,2,315,6-5,Maryland,8/28/1994,2,1,
96,Jordan Elliott,25,LDT,17,17,303,6-4,"Texas,Missouri",11/23/1997,2,7,Cleveland Browns / 3rd / 88th pick / 2020
23,Martin Emerson,22,CB,17,6,201,6-2,Mississippi St.,9/27/2000,Rook,2,Cleveland Browns / 3rd / 68th pick / 2022
25,Demetric Felton,24,WR,8,2,190,5-9,UCLA,7/16/1998,1,0,Cleveland Browns / 6th / 211th pick / 2021
42,Tony Fields,23,RLB,17,6,222,6-0,"Arizona,West Virginia",6/18/1999,1,4,Cleveland Browns / 5th / 153rd pick / 2021
70,Drew Forbes,25,G,9,0,308,6-5,SE Missouri St.,1/18/1997,3,1,Cleveland Browns / 6th / 189th pick / 2019
34,Jerome Ford,23,RB,13,0,210,5-10,"Alabama,Cincinnati",9/12/1999,Rook,0,Cleveland Browns / 5th / 156th pick / 2022
86,Miller Forristall,24,TE,4,0,243,6-5,Alabama,3/11/1998,1,0,
72,Hjalte Froholdt,26,C,17,6,310,6-5,Arkansas,8/20/1996,2,3,New England Patriots / 4th / 118th pick / 2019
95,Myles Garrett,27,LDE,16,15,272,6-4,Texas A&M,12/29/1995,5,13,Cleveland Browns / 1st / 1st pick / 2017
27,Thomas Graham,23,CB,7,0,196,5-10,Oregon,6/26/1999,1,0,Chicago Bears / 6th / 228th pick / 2021
38,A.J. Green,24,CB,17,1,198,6-2,Oklahoma St.,6/9/1998,2,1,
59,Joe Haeg,29,T,1,0,298,6-6,North Dakota St.,3/11/1993,6,0,Indianapolis Colts / 5th / 155th pick / 2016
33,Ronnie Harrison,25,DB,16,5,207,6-2,Alabama,4/18/1997,4,2,Jacksonville Jaguars / 3rd / 93rd pick / 2018
74,Chris Hubbard,31,T,4,1,295,6-4,Ala-Birmingham,4/23/1991,8,1,
66,James Hudson,23,T,17,3,313,6-5,"Michigan,Cincinnati",5/13/1999,1,2,Cleveland Browns / 4th / 110th pick / 2021
47,Charley Hughlett,32,LS,17,0,248,6-4,Central Florida,5/16/1990,7,1,
27,Kareem Hunt,27,RB,17,0,216,5-11,Toledo,8/6/1995,5,5,Kansas City Chiefs / 3rd / 86th pick / 2017
49,Storey Jackson,24,LB,1,0,225,6-2,"Hutchinson (KS),Prairie View A&M,Liberty",4/8/1998,Rook,0,
81,Jesse James,28,TE,2,0,251,6-7,Penn St.,6/4/1994,7,0,Pittsburgh Steelers / 5th / 160th pick / 2015
30,D'Ernest Johnson,26,RB,15,0,208,5-10,South Florida,2/27/1996,3,0,
43,John Johnson,27,FS,17,17,204,6-0,Boston Col.,12/19/1995,5,6,Los Angeles Rams / 3rd / 91st pick / 2017
54,Deion Jones,28,MLB,11,5,222,6-1,LSU,11/4/1994,6,3,Atlanta Falcons / 2nd / 52nd pick / 2016
92,Sam Kamara,25,LB,1,0,272,6-0,Stony Brook,12/21/1997,1,0,
41,John Kelly,26,RB,1,0,205,5-10,Tennessee,10/4/1996,4,0,Los Angeles Rams / 6th / 176th pick / 2018
51,Jordan Kunaszyk,26,LB,15,2,235,6-3,California,10/15/1996,3,2,
39,Richard LeCounte,24,S,1,0,196,5-11,Georgia,9/11/1998,1,0,Cleveland Browns / 5th / 169th pick / 2021
29,Herb Miller,25,CB,4,0,190,6-2,Florida Atlantic,11/11/1997,2,0,
20,Greg Newsome II,22,RCB,15,15,192,6-0,Northwestern,5/18/2000,1,4,Cleveland Browns / 1st / 26th pick / 2021
85,David Njoku,26,TE,14,14,246,6-4,Miami (FL),7/10/1996,5,6,Cleveland Browns / 1st / 29th pick / 2017
28,Jeremiah Owusu-Koramoah,23,LLB,11,10,221,6-2,Notre Dame,11/4/1999,1,4,Cleveland Browns / 2nd / 52nd pick / 2021
11,Donovan Peoples-Jones,23,WR,17,14,204,6-2,Michigan,2/19/1999,2,9,Cleveland Browns / 6th / 187th pick / 2020
64,Roderick Perry,25,DT,2,0,300,6-2,"South Carolina St.,Illinois",12/3/1997,Rook,0,
50,Jacob Phillips,23,LB,7,4,228,6-3,LSU,4/1/1999,2,2,Cleveland Browns / 3rd / 97th pick / 2020
55,Ethan Pocic,27,C,13,13,320,6-6,LSU,8/5/1995,5,5,Seattle Seahawks / 2nd / 58th pick / 2017
19,Reggie Ragland,29,LB,4,2,252,6-2,Alabama,9/24/1993,5,1,Buffalo Bills / 2nd / 41st pick / 2016
98,Isaac Rochell,27,DE,6,1,280,6-4,Notre Dame,4/22/1995,5,1,Los Angeles Chargers / 7th / 225th pick / 2017
80,Chester Rogers,28,WR,3,0,184,6-0,Grambling St.,1/12/1994,6,0,
10,Anthony Schwartz,22,WR,11,1,195,6-0,Auburn,9/5/2000,1,1,Cleveland Browns / 3rd / 91st pick / 2021
57,Ben Stille,25,DT,6,1,296,6-4,Nebraska,11/12/1997,Rook,1,
44,Sione Takitaki,27,MLB/RLB,12,8,245,6-1,BYU,6/8/1995,3,3,Cleveland Browns / 3rd / 80th pick / 2019
77,Wyatt Teller,28,RG,15,15,315,6-4,Virginia Tech,11/21/1994,4,7,Buffalo Bills / 5th / 166th pick / 2018
58,Isaiah Thomas,24,DE,10,0,266,6-5,Oklahoma,12/3/1998,Rook,1,Cleveland Browns / 7th / 223rd pick / 2022
93,Tommy Togiai,23,DT,12,2,296,6-2,Ohio St.,9/19/1999,1,2,Cleveland Browns / 4th / 132nd pick / 2021
5,Anthony Walker,27,LB,3,3,235,6-1,Northwestern,8/8/1995,5,1,Indianapolis Colts / 5th / 161st pick / 2017
21,Denzel Ward,25,LCB,14,14,190,5-11,Ohio St.,4/28/1997,4,6,Cleveland Browns / 1st / 4th pick / 2018
4,Deshaun Watson,27,QB,6,6,223,6-3,Clemson,9/14/1995,5,4,Houston Texans / 1st / 12th pick / 2017
26,Greedy Williams,25,CB,11,1,185,6-2,LSU,12/3/1997,3,1,Cleveland Browns / 2nd / 46th pick / 2019
71,Jedrick Wills Jr.,23,LT,17,17,307,6-4,Alabama,5/17/1999,2,8,Cleveland Browns / 1st / 10th pick / 2020
97,Perrion Winfrey,22,DT,13,0,292,6-4,"Iowa Western,Oklahoma",8/15/2000,Rook,1,Cleveland Browns / 4th / 108th pick / 2022
69,Chase Winovich,27,DE,8,2,251,6-3,Michigan,4/19/1995,3,1,New England Patriots / 3rd / 77th pick / 2019
