No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
77,Hakeem Adeniji,25,T,15,1,315,6-4,Kansas,12/8/1997,2,2,Cincinnati Bengals / 6th / 180th pick / 2020
48,Cal Adomitis,24,LS,15,0,238,6-2,Pittsburgh,7/9/1998,Rook,1,
8,Brandon Allen,30,QB,1,0,209,6-2,Arkansas,9/5/1992,3,0,Jacksonville Jaguars / 6th / 201st pick / 2016
20,Eli Apple,27,LCB,15,15,203,6-1,Ohio St.,8/9/1995,6,6,New York Giants / 1st / 10th pick / 2016
86,Devin Asiasi,25,TE,12,0,260,6-3,"Michigan,UCLA",8/14/1997,2,0,New England Patriots / 3rd / 91st pick / 2020
22,Chidobe Awuzie,27,RCB,8,8,202,6-0,Colorado,5/24/1995,5,3,Dallas Cowboys / 2nd / 60th pick / 2017
49,Joe Bachie,24,LB,10,0,235,6-2,Michigan St.,2/26/1998,2,1,
51,Markus Bailey,25,LB,16,1,235,6-1,Purdue,3/7/1997,2,2,Cincinnati Bengals / 7th / 215th pick / 2020
30,Jessie Bates III,25,FS,16,16,200,6-1,Wake Forest,2/26/1997,4,8,Cincinnati Bengals / 2nd / 54th pick / 2018
24,Vonn Bell,28,SS,16,16,205,5-11,Ohio St.,12/12/1994,6,8,New Orleans Saints / 2nd / 61st pick / 2016
83,Tyler Boyd,28,WR,16,14,203,6-2,Pittsburgh,11/15/1994,6,8,Cincinnati Bengals / 2nd / 55th pick / 2016
9,Joe Burrow,26,QB,16,16,215,6-4,"Ohio St.,LSU",12/10/1996,2,17,Cincinnati Bengals / 1st / 1st pick / 2020
65,Alex Cappa,27,RG,16,16,310,6-6,Humboldt St.,1/27/1995,4,9,Tampa Bay Buccaneers / 3rd / 94th pick / 2018
79,Jackson Carman,22,G,3,0,322,6-5,Clemson,1/22/2000,1,0,Cincinnati Bengals / 2nd / 46th pick / 2021
95,Zachary Carter,23,LDT,16,9,290,6-4,Florida,4/7/1999,Rook,5,Cincinnati Bengals / 3rd / 95th pick / 2022
1,Ja'Marr Chase,22,WR,12,12,201,6-0,LSU,3/1/2000,1,11,Cincinnati Bengals / 1st / 5th pick / 2021
4,Drue Chrisman,25,P,7,0,222,6-3,Ohio St.,7/7/1997,1,1,
71,La'el Collins,29,RT,15,15,315,6-4,LSU,7/26/1993,7,10,
72,Domenique Davis,26,DT,2,0,326,6-2,"Shaw,North Carolina–Pembroke",2/28/1996,1,0,
35,Jalen Davis,26,DB,13,0,190,5-10,Utah St.,2/2/1996,4,1,
59,Akeem Davis-Gaither,25,LB,16,1,228,6-2,Appalachian St.,9/21/1997,2,2,Cincinnati Bengals / 4th / 107th pick / 2020
25,Chris Evans,25,RB,12,0,215,5-11,Michigan,10/5/1997,1,0,Cincinnati Bengals / 6th / 202nd pick / 2021
