No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
63,Oday Aboushi,31,G,15,4,308,6-5,Virginia,6/5/1991,8,3,New York Jets / 5th / 141st pick / 2013
23,Cam Akers,23,RB,15,9,217,5-10,Florida St.,6/22/1999,2,6,Los Angeles Rams / 2nd / 52nd pick / 2020
55,Brian Allen,27,C,7,7,303,6-2,Michigan St.,10/11/1995,4,3,Los Angeles Rams / 4th / 111th pick / 2018
72,Tremayne Anchrum,24,G,2,1,314,6-2,Clemson,6/24/1998,2,0,Los Angeles Rams / 7th / 250th pick / 2020
61,AJ Arcuri,25,T,8,1,308,6-7,Michigan St.,8/13/1997,Rook,1,Los Angeles Rams / 7th / 261st pick / 2022
15,Tutu Atwell,23,WR,13,4,165,5-9,Louisville,10/7/1999,1,3,Los Angeles Rams / 2nd / 57th pick / 2021
85,Kendall Blanton,27,TE,4,0,260,6-6,Missouri,11/10/1995,3,0,
67,Chandler Brewer,25,G,6,4,320,6-6,Middle Tenn. St.,6/12/1997,3,2,
95,Bobby Brown,22,DT,9,1,332,6-4,Texas A&M,8/7/2000,1,1,Los Angeles Rams / 4th / 117th pick / 2021
90,Earnest Brown IV,23,DE,5,3,300,6-5,Northwestern,1/8/1999,1,1,Los Angeles Rams / 5th / 174th pick / 2021
41,Malcolm Brown,29,RB,11,0,225,5-11,Texas,5/15/1993,7,1,
26,Terrell Burgess,24,S,7,1,202,5-11,Utah,11/12/1998,2,1,Los Angeles Rams / 3rd / 104th pick / 2020
49,Roger Carter,23,TE,1,0,250,6-2,Georgia St.,3/31/1999,Rook,0,
20,T.J. Carter,23,CB,1,0,193,5-11,"Memphis,TCU",4/3/1999,Rook,0,
98,T.J. Carter,24,DE,2,0,289,6-4,Kentucky,9/15/1998,1,0,
93,Marquise Copeland,25,DL,15,9,287,6-2,Cincinnati,5/9/1997,2,4,
11,Riley Dixon,29,P,17,0,221,6-4,Syracuse,8/24/1993,6,3,Denver Broncos / 7th / 228th pick / 2016
99,Aaron Donald,31,DT,11,11,280,6-1,Pittsburgh,5/23/1991,8,8,St. Louis Rams / 1st / 13th pick / 2014
14,Cobie Durant,24,DB,13,1,182,5-11,South Carolina St.,2/9/1998,Rook,2,Los Angeles Rams / 4th / 142nd pick / 2022
73,David Edwards,25,LG,4,4,308,6-6,Wisconsin,3/20/1997,3,2,Los Angeles Rams / 5th / 169th pick / 2019
71,Bobby Evans,25,G,12,4,312,6-4,Oklahoma,3/24/1997,3,2,Los Angeles Rams / 3rd / 97th pick / 2019
54,Leonard Floyd,30,ROLB,17,17,240,6-3,Georgia,9/8/1992,6,8,Chicago Bears / 1st / 9th pick / 2016
4,Jordan Fuller,24,DB,3,1,203,6-2,Ohio St.,3/4/1998,2,0,Los Angeles Rams / 6th / 199th pick / 2020
34,Jake Funk,24,RB,5,0,205,5-10,Maryland,1/11/1998,1,0,Los Angeles Rams / 7th / 233rd pick / 2021
91,Greg Gaines,26,NT,16,12,312,6-1,Washington,5/6/1996,3,5,Los Angeles Rams / 4th / 134th pick / 2019
8,Matt Gay,28,K,17,0,232,6-0,Utah,3/15/1994,3,5,Tampa Bay Buccaneers / 5th / 145th pick / 2019
39,Jake Gervase,27,LB,14,0,212,6-1,Iowa,9/18/1995,3,1,
36,Grant Haley,26,DB,4,1,190,5-9,Penn St.,1/6/1996,4,0,
44,Daniel Hardy,24,LB,6,0,240,6-3,Montana St.,12/15/1998,Rook,0,Los Angeles Rams / 7th / 235th pick / 2022
87,Jacob Harris,25,WR,7,0,211,6-5,"Western Kentucky,Central Florida",4/16/1997,1,0,Los Angeles Rams / 4th / 141st pick / 2021
79,Rob Havenstein,30,RT,17,17,323,6-8,Wisconsin,5/13/1992,7,8,St. Louis Rams / 2nd / 57th pick / 2015
27,Darrell Henderson,25,RB,10,7,208,5-8,Memphis,8/19/1997,3,3,Los Angeles Rams / 3rd / 70th pick / 2019
89,Tyler Higbee,29,TE,17,17,255,6-6,Western Kentucky,1/1/1993,6,6,Los Angeles Rams / 4th / 110th pick / 2016
2,Troy Hill,31,LCB,12,12,182,5-10,Oregon,8/29/1991,7,4,
97,Michael Hoecht,25,DT/LB,17,6,267,6-4,Brown,10/5/1997,1,3,
58,Justin Hollins,26,LOLB,10,5,248,6-5,Oregon,1/15/1996,3,3,Denver Broncos / 5th / 156th pick / 2019
88,Brycen Hopkins,25,TE,14,1,245,6-4,Purdue,3/27/1997,2,1,Los Angeles Rams / 4th / 136th pick / 2020
32,Travin Howard,26,LB,1,0,219,6-1,"TCU,Ohio St.",5/10/1996,3,0,Los Angeles Rams / 7th / 231st pick / 2018
35,Jake Hummel,23,KB,7,0,227,6-1,Iowa St.,1/4/1999,Rook,0,
