No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
17,Josh Allen,26,QB,16,16,237,6-5,"Reedley,Wyoming",5/21/1996,4,20,Buffalo Bills / 1st / 7th pick / 2018
51,Eli Ankou,28,DT,0,0,325,6-3,UCLA,6/8/1994,5,0,
55,Boogie Basham,25,DE,15,0,274,6-3,Wake Forest,12/16/1997,1,2,Buffalo Bills / 2nd / 61st pick / 2021
2,Tyler Bass,25,K,16,0,183,5-10,Georgia Southern,2/14/1997,2,3,Buffalo Bills / 6th / 188th pick / 2020
71,Ryan Bates,25,RG,15,15,302,6-4,Penn St.,2/14/1997,3,8,
11,Cole Beasley,33,WR,2,1,174,5-8,SMU,4/26/1989,10,0,
47,Christian Benford,22,LCB,9,5,205,6-1,Villanova,9/21/2000,Rook,2,Buffalo Bills / 6th / 185th pick / 2022
43,Terrel Bernard,23,LB,16,1,224,6-1,Baylor,5/7/1999,Rook,2,Buffalo Bills / 3rd / 89th pick / 2022
65,Ike Boettger,28,G,1,0,313,6-6,Iowa,10/5/1994,4,0,
98,C.J. Brewer,25,DT,2,0,290,6-2,Coastal Carolina,11/22/1997,Rook,0,
15,John Brown,32,WR,3,0,178,5-11,Pittsburg St.,4/3/1990,8,0,Arizona Cardinals / 3rd / 91st pick / 2014
79,Spencer Brown,24,RT,14,14,311,6-6,Northern Iowa,2/28/1998,1,9,Buffalo Bills / 3rd / 93rd pick / 2021
90,Brandin Bryant,29,DT,4,0,294,6-3,Florida Atlantic,9/16/1993,3,0,
28,James Cook,23,RB,16,0,190,5-11,Georgia,9/25/1999,Rook,5,Buffalo Bills / 2nd / 63rd pick / 2022
80,Jamison Crowder,29,WR,4,0,177,5-9,Duke,6/17/1993,7,1,Washington Redskins / 4th / 105th pick / 2015
13,Gabriel Davis,23,WR,15,15,225,6-2,Central Florida,4/1/1999,2,9,Buffalo Bills / 4th / 128th pick / 2020
73,Dion Dawkins,28,LT,15,15,320,6-5,Temple,4/26/1994,5,12,Buffalo Bills / 2nd / 63rd pick / 2017
14,Stefon Diggs,29,WR,16,16,191,6-0,Maryland,11/29/1993,7,15,Minnesota Vikings / 5th / 146th pick / 2015
53,Tyrel Dodson,24,LB,16,3,237,6-0,Texas A&M,6/25/1998,2,3,
72,Tommy Doyle,24,T,1,0,320,6-8,Miami (OH),5/6/1998,1,0,Buffalo Bills / 5th / 161st pick / 2021
