Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Derek Carr,LVR,0,0,12.0,2022,175
Josh Jacobs,LVR,0,0,12.0,2022,175
Zamir White,LVR,0,0,12.0,2022,175
Ameer Abdullah,LVR,0,0,12.0,2022,175
Davante Adams,LVR,0,0,12.0,2022,175
Mack Hollins,LVR,0,0,12.0,2022,175
Foster Moreau,LVR,0,0,12.0,2022,175
Keelan Cole,LVR,1,0,12.0,2022,175
Jakob Johnson,LVR,0,0,12.0,2022,175
Geno Smith,SEA,1,1,12.0,2022,175
Kenneth Walker III,SEA,0,0,12.0,2022,175
Travis Homer,SEA,0,0,12.0,2022,175
Marquise Goodwin,SEA,0,0,12.0,2022,175
DeeJay Dallas,SEA,0,0,12.0,2022,175
D.K. Metcalf,SEA,0,0,12.0,2022,175
Tyler Lockett,SEA,0,0,12.0,2022,175
Noah Fant,SEA,0,0,12.0,2022,175
Will Dissly,SEA,0,0,12.0,2022,175
