Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Derek Carr,LVR,2,10,0,7,12.0,2022,175
Josh Jacobs,LVR,33,229,2,86,12.0,2022,175
Zamir White,LVR,2,28,0,17,12.0,2022,175
Ameer Abdullah,LVR,3,16,0,7,12.0,2022,175
Davante Adams,LVR,0,0,0,0,12.0,2022,175
Mack Hollins,LVR,0,0,0,0,12.0,2022,175
Foster Moreau,LVR,0,0,0,0,12.0,2022,175
Keelan Cole,LVR,0,0,0,0,12.0,2022,175
Jakob Johnson,LVR,0,0,0,0,12.0,2022,175
Geno Smith,SEA,5,22,0,18,12.0,2022,175
Kenneth Walker III,SEA,14,26,2,14,12.0,2022,175
Travis Homer,SEA,2,8,0,4,12.0,2022,175
Marquise Goodwin,SEA,1,7,0,7,12.0,2022,175
DeeJay Dallas,SEA,1,2,0,2,12.0,2022,175
D.K. Metcalf,SEA,0,0,0,0,12.0,2022,175
Tyler Lockett,SEA,0,0,0,0,12.0,2022,175
Noah Fant,SEA,0,0,0,0,12.0,2022,175
Will Dissly,SEA,0,0,0,0,12.0,2022,175
