Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Davis Webb,NYG,6,41,1,14,18.0,2022,269
Lawrence Cager,NYG,0,0,0,0,18.0,2022,269
Jamie Gillan,NYG,0,0,0,0,18.0,2022,269
Gary Brightwell,NYG,11,60,0,25,18.0,2022,269
Matt Breida,NYG,4,28,0,16,18.0,2022,269
Marcus Johnson,NYG,0,0,0,0,18.0,2022,269
Kenny Golladay,NYG,0,0,0,0,18.0,2022,269
Nick Vannett,NYG,0,0,0,0,18.0,2022,269
Jalen Hurts,PHI,9,13,0,8,18.0,2022,269
Boston Scott,PHI,9,54,1,21,18.0,2022,269
Kenneth Gainwell,PHI,5,35,0,11,18.0,2022,269
Miles Sanders,PHI,11,33,0,6,18.0,2022,269
A.J. Brown,PHI,0,0,0,0,18.0,2022,269
DeVonta Smith,PHI,0,0,0,0,18.0,2022,269
Dallas Goedert,PHI,0,0,0,0,18.0,2022,269
Quez Watkins,PHI,0,0,0,0,18.0,2022,269
