No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
93.0,Jonathan Allen,27.0,RDT,16,16.0,300.0,6-3,Alabama,1/16/1995,5,12.0,Washington Redskins / 1st / 17th pick / 2017
30.0,Troy Apke,27.0,CB,2,0.0,205.0,6-1,Penn St.,4/11/1995,4,0.0,Washington Redskins / 4th / 109th pick / 2018
40.0,Alex Armah,28.0,FB,2,0.0,255.0,6-1,West Georgia,5/17/1994,5,0.0,Carolina Panthers / 6th / 192nd pick / 2017
64.0,David Bada,27.0,DE,2,0.0,287.0,6-5,,5/24/1995,Rook,0.0,
87.0,John Bates,25.0,TE,16,7.0,259.0,6-6,Boise St.,11/6/1997,1,1.0,Washington Football Team / 4th / 124th pick / 2021
38.0,Reggie Bonnafon,26.0,LB,1,0.0,215.0,6-0,Louisville,1/4/1996,3,0.0,
53.0,Jonathan Bostic,31.0,MLB,15,5.0,245.0,6-1,Florida,5/5/1991,9,3.0,Chicago Bears / 2nd / 50th pick / 2013
56.0,William Bradley-King,25.0,DE,1,0.0,265.0,6-4,Baylor,12/22/1997,1,0.0,Washington Football Team / 7th / 240th pick / 2021
2.0,Dyami Brown,23.0,WR,15,0.0,195.0,6-0,North Carolina,11/1/1999,1,1.0,Washington Football Team / 3rd / 82nd pick / 2021
35.0,Percy Butler,22.0,S,15,0.0,191.0,6-0,Louisiana,5/29/2000,Rook,1.0,Washington Commanders / 4th / 113th pick / 2022
40.0,Tariq Castro-Fields,23.0,CB,2,0.0,197.0,6-1,Penn St.,1/14/1999,Rook,0.0,San Francisco 49ers / 6th / 221st pick / 2022
77.0,Saahdiq Charles,23.0,T,13,3.0,321.0,6-4,LSU,7/26/1999,2,2.0,Washington Football Team / 4th / 108th pick / 2020
54.0,Camaron Cheeseman,24.0,LS,17,0.0,237.0,6-4,Michigan,4/26/1998,1,1.0,Washington Football Team / 6th / 225th pick / 2021
76.0,Samuel Cosmi,23.0,RT,14,6.0,309.0,6-6,Texas,2/16/1999,1,3.0,Washington Football Team / 2nd / 51st pick / 2021
31.0,Kamren Curl,23.0,SS,12,12.0,205.0,6-2,Arkansas,3/31/1999,2,4.0,Washington Football Team / 7th / 216th pick / 2020
52.0,Jamin Davis,24.0,LLB,16,15.0,234.0,6-4,Kentucky,12/12/1998,1,8.0,Washington Football Team / 1st / 19th pick / 2021
1.0,Jahan Dotson,22.0,WR,12,10.0,184.0,5-11,Penn St.,3/22/2000,Rook,4.0,Washington Commanders / 1st / 16th pick / 2022
46.0,Milo Eifler,24.0,LB,10,0.0,228.0,6-1,"Washington,Illinois",2/13/1998,1,1.0,
86.0,Alex Erickson,30.0,WR,2,0.0,195.0,6-0,Wisconsin,11/6/1992,6,0.0,
22.0,Darrick Forrest,23.0,DB,17,11.0,200.0,5-11,Cincinnati,5/22/1999,1,5.0,Washington Football Team / 5th / 163rd pick / 2021
29.0,Kendall Fuller,27.0,LCB/DB,17,17.0,198.0,5-11,Virginia Tech,2/13/1995,6,6.0,Washington Redskins / 3rd / 84th pick / 2016
50.0,Nathan Gerry,27.0,LB,4,0.0,230.0,6-2,Nebraska,2/23/1995,5,0.0,Philadelphia Eagles / 5th / 184th pick / 2017
24.0,Antonio Gibson,24.0,RB,15,6.0,228.0,6-0,"East Central CC (MS),Memphis",6/23/1998,2,6.0,Washington Football Team / 3rd / 66th pick / 2020
45.0,De'Jon Harris,25.0,LB,5,0.0,245.0,6-0,Arkansas,11/1/1997,2,0.0,
4.0,Taylor Heinicke,29.0,QB,9,9.0,210.0,6-1,Old Dominion,3/15/1993,5,6.0,
55.0,Cole Holcomb,26.0,MLB,7,7.0,240.0,6-1,North Carolina,7/30/1996,3,3.0,Washington Redskins / 5th / 173rd pick / 2019
34.0,Christian Holmes,25.0,CB,17,2.0,205.0,6-1,"Missouri,Oklahoma St.",9/14/1997,Rook,2.0,Washington Commanders / 7th / 240th pick / 2022
14.0,Sam Howell,22.0,QB,1,1.0,225.0,6-1,North Carolina,9/16/2000,Rook,1.0,Washington Commanders / 5th / 144th pick / 2022
47.0,Khaleke Hudson,25.0,S,13,1.0,220.0,6-0,Michigan,12/6/1997,2,1.0,Washington Football Team / 5th / 162nd pick / 2020
23.0,William Jackson III,30.0,DB,4,4.0,189.0,6-0,"Houston,Trinity Valley CC (TX)",10/27/1992,5,1.0,Cincinnati Bengals / 1st / 24th pick / 2016
91.0,Donovan Jeter,24.0,DT,1,0.0,325.0,6-3,Michigan,12/7/1998,Rook,0.0,
36.0,Danny Johnson,27.0,CB,11,4.0,190.0,5-9,Southern,11/17/1995,4,2.0,
69.0,Tyler Larsen,31.0,C,9,8.0,335.0,6-4,Utah St.,7/8/1991,6,3.0,
72.0,Charles Leno Jr.,31.0,LT,17,17.0,302.0,6-3,Boise St.,10/9/1991,8,7.0,Chicago Bears / 7th / 246th pick / 2014
78.0,Cornelius Lucas,31.0,RT,16,12.0,327.0,6-8,Kansas St.,7/18/1991,8,5.0,
60.0,Nick Martin,29.0,C,4,2.0,295.0,6-4,Notre Dame,4/29/1993,5,1.0,Houston Texans / 2nd / 50th pick / 2016
63.0,Wes Martin,26.0,G,6,0.0,315.0,6-3,Indiana,5/9/1996,3,0.0,Washington Redskins / 4th / 131st pick / 2019
98.0,Phidarian Mathis,24.0,DT,1,0.0,312.0,6-4,Alabama,4/26/1998,Rook,0.0,Washington Commanders / 2nd / 47th pick / 2022
51.0,David Mayo,29.0,LB,13,3.0,240.0,6-2,Texas St.,8/18/1993,7,2.0,Carolina Panthers / 5th / 169th pick / 2015
20.0,Bobby McCain,29.0,FS,17,16.0,196.0,5-9,Memphis,8/18/1993,7,5.0,Miami Dolphins / 5th / 145th pick / 2015
83.0,Kyric McGowan,23.0,WR,2,0.0,198.0,5-11,"Northwestern,Georgia Tech",11/1/1999,Rook,0.0,
23.0,J.D. McKissic,29.0,RB,8,0.0,195.0,5-10,Arkansas St.,8/15/1993,6,2.0,
17.0,Terry McLaurin,27.0,WR,17,17.0,210.0,6-0,Ohio St.,9/15/1995,3,9.0,Washington Redskins / 3rd / 76th pick / 2019
15.0,Dax Milne,23.0,WR,15,1.0,190.0,6-1,BYU,6/23/1999,1,0.0,Washington Football Team / 7th / 258th pick / 2021
68.0,Andrew Norwell,31.0,LG,16,16.0,325.0,6-6,Ohio St.,10/25/1991,8,6.0,
97.0,Efe Obada,30.0,DE,17,1.0,265.0,6-6,,4/13/1992,4,2.0,
32.0,Jaret Patterson,23.0,RB,3,0.0,195.0,5-8,Buffalo,12/23/1999,1,0.0,
75.0,Chris Paul,24.0,G,1,1.0,324.0,6-4,Tulsa,11/19/1998,Rook,0.0,Washington Commanders / 7th / 230th pick / 2022
94.0,Daron Payne,25.0,LDT,17,17.0,320.0,6-3,Alabama,5/27/1997,4,13.0,Washington Redskins / 1st / 13th pick / 2018
79.0,Benning Potoa'e,26.0,DE,2,0.0,290.0,6-3,Washington,9/17/1996,2,0.0,
39.0,Jeremy Reaves,26.0,S,17,3.0,200.0,5-11,South Alabama,8/29/1996,4,7.0,
91.0,John Ridgeway,23.0,DT,15,4.0,321.0,6-5,"Illinois St.,Arkansas",5/7/1999,Rook,3.0,Dallas Cowboys / 5th / 178th pick / 2022
8.0,Brian Robinson Jr.,23.0,RB,12,9.0,228.0,6-1,Alabama,3/22/1999,Rook,3.0,Washington Commanders / 3rd / 98th pick / 2022
88.0,Armani Rogers,25.0,TE,11,3.0,225.0,6-5,"UNLV,Ohio",12/4/1997,Rook,1.0,
73.0,Chase Roullier,29.0,C,2,2.0,312.0,6-4,Wyoming,8/23/1993,5,1.0,Washington Redskins / 6th / 199th pick / 2017
10.0,Curtis Samuel,26.0,WR,17,12.0,195.0,5-11,Ohio St.,8/11/1996,5,6.0,Carolina Panthers / 2nd / 40th pick / 2017
71.0,Wes Schweitzer,29.0,C,7,6.0,300.0,6-4,San Jose St.,9/11/1993,5,2.0,Atlanta Falcons / 6th / 195th pick / 2016
11.0,Cam Sims,26.0,WR,17,3.0,214.0,6-5,Alabama,1/6/1996,4,1.0,
3.0,Joey Slye,26.0,K,17,0.0,213.0,5-11,Virginia Tech,4/10/1996,3,2.0,
96.0,James Smith-Williams,25.0,RDE,14,14.0,265.0,6-3,North Carolina St.,7/29/1997,2,7.0,Washington Football Team / 7th / 229th pick / 2020
25.0,Benjamin St-Juste,25.0,RCB,12,12.0,200.0,6-3,"Michigan,Minnesota",9/8/1997,1,4.0,Washington Football Team / 3rd / 74th pick / 2021
90.0,Montez Sweat,26.0,LDE,17,17.0,270.0,6-6,"Michigan St.,Copiah-Lincoln CC,Mississippi St.",9/4/1996,3,9.0,Washington Redskins / 1st / 26th pick / 2019
82.0,Logan Thomas,31.0,TE,14,13.0,250.0,6-6,Virginia Tech,7/1/1991,8,2.0,Arizona Cardinals / 4th / 120th pick / 2014
58.0,Shaka Toney,24.0,DE,16,0.0,231.0,6-3,Penn St.,1/8/1998,1,1.0,Washington Football Team / 7th / 246th pick / 2021
95.0,Casey Toohill,26.0,DE,16,0.0,250.0,6-5,Stanford,8/21/1996,2,2.0,Philadelphia Eagles / 7th / 233rd pick / 2020
85.0,Cole Turner,22.0,TE,10,2.0,240.0,6-6,Nevada,3/16/2000,Rook,0.0,Washington Commanders / 5th / 149th pick / 2022
53.0,Trai Turner,29.0,RG,16,12.0,320.0,6-3,LSU,6/14/1993,8,5.0,Carolina Panthers / 3rd / 92nd pick / 2014
5.0,Tress Way,32.0,P,17,0.0,220.0,6-1,Oklahoma,4/18/1990,8,3.0,
11.0,Carson Wentz,30.0,QB,8,7.0,237.0,6-5,North Dakota St.,12/30/1992,6,4.0,Philadelphia Eagles / 1st / 2nd pick / 2016
37.0,Rachad Wildgoose,22.0,CB,15,3.0,197.0,5-11,Wisconsin,6/20/2000,1,2.0,Buffalo Bills / 6th / 213th pick / 2021
35.0,Jonathan Williams,28.0,RB,13,2.0,217.0,6-0,Arkansas,2/2/1994,6,1.0,Buffalo Bills / 5th / 156th pick / 2016
92.0,Daniel Wise,26.0,DE,11,1.0,279.0,6-3,Kansas,1/16/1996,1,1.0,
99.0,Chase Young,23.0,DE,3,2.0,264.0,6-5,Ohio St.,4/14/1999,2,1.0,Washington Football Team / 1st / 2nd pick / 2020
,Team Total,26.1,,17,,245.4,6-2.1,,,3.1,,
