No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
22.0,Tony Adams,23.0,S,11,1.0,203.0,5-11,Illinois,1/24/1999,Rook,1.0,
9.0,Kwon Alexander,28.0,ROLB,17,12.0,227.0,6-1,LSU,8/3/1994,7,6.0,Tampa Bay Buccaneers / 4th / 124th pick / 2015
10.0,Braxton Berrios,27.0,WR,17,2.0,185.0,5-9,Miami (FL),10/6/1995,3,1.0,New England Patriots / 6th / 210th pick / 2018
71.0,Duane Brown,37.0,LT,12,12.0,329.0,6-4,Virginia Tech,8/30/1985,14,5.0,Houston Texans / 1st / 26th pick / 2008
81.0,Lawrence Cager,25.0,WR,1,1.0,220.0,6-5,Georgia,8/20/1997,2,0.0,
30.0,Michael Carter II,23.0,DB,17,6.0,184.0,5-10,Duke,3/8/1999,1,3.0,New York Jets / 5th / 154th pick / 2021
32.0,Michael Carter,23.0,RB,16,10.0,201.0,5-8,North Carolina,5/7/1999,1,4.0,New York Jets / 4th / 107th pick / 2021
72.0,Micheal Clemons,25.0,DE,16,0.0,263.0,6-5,"Cisco (TX),Texas A&M",8/21/1997,Rook,1.0,New York Jets / 4th / 117th pick / 2022
83.0,Tyler Conklin,27.0,TE,17,16.0,248.0,6-3,Central Michigan,7/30/1995,4,4.0,Minnesota Vikings / 5th / 157th pick / 2018
99.0,Vinny Curry,34.0,DE,11,0.0,279.0,6-3,Marshall,6/30/1988,10,1.0,Philadelphia Eagles / 2nd / 59th pick / 2012
21.0,Ashtyn Davis,26.0,S,14,0.0,205.0,6-1,California,10/10/1996,2,1.0,New York Jets / 3rd / 68th pick / 2020
84.0,Corey Davis,27.0,WR,13,10.0,209.0,6-3,Western Michigan,1/11/1995,5,4.0,Tennessee Titans / 1st / 5th pick / 2017
66.0,Laurent Duvernay-Tardif,31.0,G,5,1.0,321.0,6-5,McGill,2/11/1991,7,1.0,Kansas City Chiefs / 6th / 200th pick / 2014
26.0,Brandin Echols,25.0,CB,13,0.0,179.0,5-10,"Northwest Mississippi CC,Kentucky",10/16/1997,1,1.0,New York Jets / 6th / 200th pick / 2021
76.0,George Fant,30.0,RT,8,7.0,316.0,6-5,Western Kentucky,7/19/1992,6,3.0,
67.0,Dan Feeney,28.0,G,17,2.0,310.0,6-4,Indiana,5/29/1994,5,2.0,Los Angeles Chargers / 3rd / 71st pick / 2017
19.0,Joe Flacco,37.0,QB,5,4.0,245.0,6-6,"Pittsburgh,Delaware",1/16/1985,14,1.0,Baltimore Ravens / 1st / 18th pick / 2008
