No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
15.0,Maurice Alexander,25.0,WR,4,0.0,173.0,5-10,Florida International,1/10/1997,1,0.0,
34.0,Alex Anzalone,28.0,MLB,17,17.0,234.0,6-3,Florida,9/22/1994,5,7.0,New Orleans Saints / 3rd / 76th pick / 2017
74.0,Kayode Awosika,24.0,G,10,2.0,322.0,6-3,Buffalo,10/27/1998,1,2.0,
17.0,Michael Badgley,27.0,K,12,0.0,188.0,5-10,Miami (FL),7/28/1995,4,2.0,
55.0,Derrick Barnes,23.0,LB,15,4.0,240.0,6-0,Purdue,5/29/1999,1,2.0,Detroit Lions / 4th / 113th pick / 2021
17.0,Trinity Benson,25.0,WR,1,0.0,180.0,6-0,East Central (OK),1/16/1997,1,0.0,
83.0,Stanley Berryhill,24.0,WR,4,0.0,182.0,5-9,Arizona,6/9/1998,Rook,0.0,
49.0,Chris Board,27.0,LB,17,1.0,229.0,6-2,North Dakota St.,7/23/1995,4,1.0,
15.0,Brady Breeze,25.0,DB,2,0.0,200.0,6-0,Oregon,10/9/1997,1,0.0,Tennessee Titans / 6th / 215th pick / 2021
90.0,Michael Brockers,32.0,LDT,6,5.0,297.0,6-5,LSU,12/21/1990,10,2.0,St. Louis Rams / 1st / 14th pick / 2012
63.0,Evan Brown,26.0,RG,14,12.0,320.0,6-3,SMU,9/16/1996,3,6.0,
2.0,Austin Bryant,26.0,DE,9,0.0,250.0,6-5,Clemson,11/12/1996,3,1.0,Detroit Lions / 4th / 117th pick / 2019
96.0,Isaiah Buggs,26.0,LDT,17,13.0,335.0,6-3,"Mississippi Gulf Coast CC,Alabama",8/24/1996,3,5.0,Pittsburgh Steelers / 6th / 192nd pick / 2019
45.0,Jason Cabinda,26.0,LB,8,2.0,235.0,6-1,Penn St.,3/17/1996,4,0.0,
87.0,Quintez Cephus,24.0,WR,4,1.0,208.0,6-1,Wisconsin,4/1/1998,2,0.0,Detroit Lions / 5th / 166th pick / 2020
4.0,DJ Chark,26.0,WR,11,10.0,198.0,6-3,LSU,9/23/1996,4,5.0,Jacksonville Jaguars / 2nd / 61st pick / 2018
79.0,John Cominsky,27.0,RDE,14,8.0,285.0,6-5,Charleston (WV),11/22/1995,3,4.0,Atlanta Falcons / 4th / 135th pick / 2019
47.0,Scott Daly,28.0,LS,17,0.0,245.0,6-2,Notre Dame,2/7/1994,1,1.0,
40.0,Jarrad Davis,28.0,LB,3,0.0,238.0,6-1,Florida,11/16/1994,5,0.0,Detroit Lions / 1st / 21st pick / 2017
68.0,Taylor Decker,29.0,LT,17,17.0,324.0,6-7,Ohio St.,8/23/1993,6,10.0,Detroit Lions / 1st / 16th pick / 2016
17.0,Dominik Eberle,26.0,K,1,0.0,190.0,6-2,Utah St.,7/4/1996,1,0.0,
5.0,DeShon Elliott,25.0,FS,14,13.0,210.0,6-0,Texas,4/21/1997,3,4.0,Baltimore Ravens / 6th / 190th pick / 2018
76.0,Drew Forbes,25.0,T,1,0.0,308.0,6-5,SE Missouri St.,1/18/1997,3,0.0,Cleveland Browns / 6th / 189th pick / 2019
3.0,Jack Fox,26.0,P,17,0.0,218.0,6-2,Rice,9/1/1996,2,2.0,
16.0,Jared Goff,28.0,QB,17,17.0,217.0,6-4,California,10/14/1994,6,16.0,Los Angeles Rams / 1st / 1st pick / 2016
86.0,Garrett Griffin,28.0,TE,1,0.0,240.0,6-4,Air Force,3/4/1994,5,0.0,
53.0,Charles Harris,27.0,DE,6,4.0,250.0,6-3,Missouri,3/6/1995,5,2.0,Miami Dolphins / 1st / 22nd pick / 2017
25.0,Will Harris,27.0,RLB,15,10.0,207.0,6-1,Boston Col.,12/19/1995,3,3.0,Detroit Lions / 3rd / 81st pick / 2019
88.0,T.J. Hockenson,25.0,TE,7,7.0,248.0,6-5,Iowa,7/3/1997,3,4.0,Detroit Lions / 1st / 8th pick / 2019
59.0,James Houston,24.0,LB,7,2.0,241.0,6-1,"Florida,Jackson St.",11/16/1998,Rook,2.0,Detroit Lions / 6th / 217th pick / 2022
33.0,Juju Hughes,24.0,S,7,1.0,188.0,5-11,Fresno St.,7/19/1998,2,1.0,
23.0,Mike Hughes,25.0,DB,16,6.0,190.0,5-10,"North Carolina,Central Florida",2/11/1997,4,2.0,Minnesota Vikings / 1st / 30th pick / 2018
97.0,Aidan Hutchinson,22.0,LDE,17,17.0,268.0,6-7,Michigan,8/9/2000,Rook,8.0,Detroit Lions / 1st / 2nd pick / 2022
73.0,Jonah Jackson,25.0,LG,13,13.0,319.0,6-3,"Rutgers,Ohio St.",2/5/1997,2,7.0,Detroit Lions / 3rd / 75th pick / 2020
42.0,Justin Jackson,26.0,RB,16,0.0,200.0,6-0,Northwestern,4/22/1996,4,2.0,Los Angeles Chargers / 7th / 251st pick / 2018
39.0,Jerry Jacobs,25.0,LCB,12,8.0,203.0,5-11,"Hutchinson (KS),Arkansas",9/26/1997,1,3.0,
94.0,Benito Jones,25.0,DT,17,0.0,335.0,6-1,Mississippi,11/27/1997,2,1.0,
31.0,Kerby Joseph,22.0,SS,17,14.0,200.0,6-0,Illinois,11/14/2000,Rook,5.0,Detroit Lions / 3rd / 97th pick / 2022
85.0,Tom Kennedy,26.0,WR,7,1.0,195.0,5-10,Bryant,7/29/1996,3,1.0,
36.0,Chase Lucas,25.0,CB,6,0.0,184.0,5-11,Arizona St.,3/4/1997,Rook,0.0,Detroit Lions / 7th / 237th pick / 2022
