No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
11.0,Brandon Aiyuk,24.0,WR,17,17.0,200.0,6-0,Arizona St.,3/17/1998,2,11.0,San Francisco 49ers / 1st / 25th pick / 2020
51.0,Azeez Al-Shaair,25.0,LLB,12,9.0,228.0,6-2,Florida Atlantic,8/4/1997,3,5.0,
91.0,Arik Armstead,29.0,RDT,9,9.0,290.0,6-7,Oregon,11/15/1993,7,4.0,San Francisco 49ers / 1st / 17th pick / 2015
65.0,Aaron Banks,25.0,LG,16,16.0,325.0,6-5,Notre Dame,9/3/1997,1,7.0,San Francisco 49ers / 2nd / 48th pick / 2021
97.0,Nick Bosa,25.0,RDE,16,16.0,266.0,6-4,Ohio St.,10/23/1997,3,18.0,San Francisco 49ers / 1st / 2nd pick / 2019
64.0,Jake Brendel,30.0,C,17,17.0,299.0,6-4,UCLA,9/10/1992,6,8.0,
60.0,Daniel Brunskill,28.0,G,14,2.0,300.0,6-5,San Diego St.,1/27/1994,3,2.0,
74.0,Spencer Burford,22.0,RG,16,16.0,300.0,6-4,Texas-San Antonio,7/19/2000,Rook,7.0,San Francisco 49ers / 4th / 134th pick / 2022
48.0,Oren Burks,27.0,LB,17,3.0,233.0,6-3,Vanderbilt,3/21/1995,4,2.0,Green Bay Packers / 3rd / 88th pick / 2018
28.0,Tevin Coleman,29.0,RB,5,0.0,210.0,6-1,Indiana,4/16/1993,7,1.0,Atlanta Falcons / 3rd / 73rd pick / 2015
32.0,Tyrion Davis-Price,22.0,RB,6,0.0,219.0,6-1,LSU,10/23/2000,Rook,1.0,San Francisco 49ers / 3rd / 93rd pick / 2022
82.0,Ross Dwelley,27.0,TE,12,0.0,235.0,6-5,San Diego,1/26/1995,4,1.0,
50.0,Michael Dwumfour,24.0,DT,2,0.0,296.0,6-1,"Michigan,Rutgers",1/1/1998,1,0.0,
56.0,Samson Ebukam,27.0,LDE,15,15.0,245.0,6-3,Eastern Washington,5/9/1995,5,7.0,Los Angeles Rams / 4th / 125th pick / 2017
45.0,Demetrius Flannigan-Fowles,26.0,LB,17,0.0,210.0,6-2,Arizona,9/4/1996,2,1.0,
10.0,Jimmy Garoppolo,31.0,QB,11,10.0,225.0,6-2,Eastern Illinois,11/2/1991,8,10.0,New England Patriots / 2nd / 62nd pick / 2014
31.0,Tashaun Gipson,32.0,FS,17,17.0,212.0,5-11,Wyoming,8/7/1990,10,7.0,
90.0,Kevin Givens,25.0,LDT,13,11.0,285.0,6-1,Penn St.,3/1/1997,3,5.0,
