No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
81.0,Mo Alie-Cox,29.0,TE,17,11.0,267.0,6-5,Virginia Commonwealth,9/19/1993,4,1.0,
39.0,Darrell Baker,24.0,CB,3,0.0,190.0,6-1,Georgia Southern,3/27/1998,Rook,0.0,
52.0,Ben Banogu,26.0,LB,16,0.0,252.0,6-3,TCU,1/19/1996,3,1.0,Indianapolis Colts / 2nd / 49th pick / 2019
32.0,Julian Blackmon,24.0,FS,14,11.0,187.0,6-0,Utah,8/24/1998,2,4.0,Indianapolis Colts / 3rd / 85th pick / 2020
3.0,Rodrigo Blankenship,25.0,K,1,0.0,184.0,6-1,Georgia,1/29/1997,2,0.0,
38.0,Tony Brown,27.0,DB,16,0.0,200.0,6-0,Alabama,7/13/1995,4,1.0,
99.0,DeForest Buckner,28.0,DT,17,16.0,295.0,6-7,Oregon,3/17/1994,6,8.0,San Francisco 49ers / 1st / 7th pick / 2016
1.0,Parris Campbell,25.0,WR,17,16.0,208.0,6-0,Ohio St.,7/16/1997,3,5.0,Indianapolis Colts / 2nd / 59th pick / 2019
92.0,Kameron Cline,24.0,DE,3,0.0,283.0,6-4,South Dakota,2/19/1998,2,0.0,
15.0,Keke Coutee,25.0,WR,8,0.0,180.0,5-11,Texas Tech,1/14/1997,4,0.0,Houston Texans / 4th / 103rd pick / 2018
68.0,Byron Cowart,26.0,DT,17,0.0,300.0,6-3,Maryland,5/20/1996,3,1.0,New England Patriots / 5th / 159th pick / 2019
20.0,Nick Cross,21.0,S,16,2.0,212.0,6-0,Maryland,9/10/2001,Rook,2.0,Indianapolis Colts / 3rd / 96th pick / 2022
43.0,Trevor Denbow,24.0,S,2,0.0,208.0,5-10,"Navarro,SMU",8/26/1998,Rook,0.0,
57.0,JoJo Domann,25.0,LB,16,0.0,230.0,6-1,Nebraska,7/28/1997,Rook,1.0,
16.0,Ashton Dulin,25.0,WR,12,2.0,215.0,6-2,Malone,5/15/1997,3,1.0,
4.0,Sam Ehlinger,24.0,QB,4,3.0,222.0,6-1,Texas,9/30/1998,1,2.0,Indianapolis Colts / 6th / 218th pick / 2021
31.0,Brandon Facyson,28.0,CB,16,4.0,197.0,6-2,Virginia Tech,9/8/1994,4,2.0,
84.0,Ethan Fernea,24.0,WR,1,0.0,195.0,6-0,UCLA,3/2/1998,Rook,0.0,
30.0,Dallis Flowers,25.0,CB,13,1.0,196.0,6-1,"Grand View,Pittsburg St.",6/4/1997,Rook,1.0,
9.0,Nick Foles,33.0,QB,3,2.0,262.0,6-6,Arizona,1/20/1989,10,1.0,Philadelphia Eagles / 3rd / 88th pick / 2012
44.0,Zaire Franklin,26.0,RLB/MLB,17,17.0,235.0,6-0,Syracuse,7/2/1996,4,8.0,Indianapolis Colts / 7th / 235th pick / 2018
75.0,Will Fries,24.0,RG,16,9.0,305.0,6-6,Penn St.,4/4/1998,1,3.0,Indianapolis Colts / 7th / 248th pick / 2021
37.0,Jake Funk,24.0,RB,1,0.0,205.0,5-10,Maryland,1/11/1998,1,0.0,Los Angeles Rams / 7th / 233rd pick / 2021
5.0,Stephon Gilmore,32.0,RCB,16,16.0,190.0,6-0,South Carolina,9/19/1990,10,5.0,Buffalo Bills / 1st / 10th pick / 2012
83.0,Kylen Granson,24.0,TE,13,4.0,242.0,6-3,"Rice,SMU",3/27/1998,1,2.0,Indianapolis Colts / 4th / 127th pick / 2021
6.0,Matt Haack,28.0,P,17,0.0,205.0,6-0,Arizona St.,7/25/1994,5,2.0,
21.0,Nyheim Hines,26.0,RB,7,4.0,198.0,5-8,North Carolina St.,11/12/1996,4,1.0,Indianapolis Colts / 4th / 104th pick / 2018
35.0,Deon Jackson,23.0,RB,16,2.0,218.0,6-0,Duke,2/18/1999,1,3.0,
93.0,Eric Johnson,24.0,DT,14,0.0,320.0,6-4,Missouri State,7/16/1998,Rook,1.0,Indianapolis Colts / 5th / 159th pick / 2022
48.0,Nikola Kalinic,25.0,TE,7,2.0,248.0,6-4,York,1/21/1997,1,0.0,
55.0,Khalid Kareem,24.0,DE,4,0.0,255.0,6-4,Notre Dame,4/28/1998,2,0.0,Cincinnati Bengals / 5th / 147th pick / 2020
73.0,Dennis Kelly,32.0,T,16,3.0,321.0,6-8,Purdue,1/16/1990,10,2.0,Philadelphia Eagles / 5th / 153rd pick / 2012
78.0,Ryan Kelly,29.0,C,17,17.0,307.0,6-4,Alabama,5/30/1993,6,5.0,Indianapolis Colts / 1st / 18th pick / 2016
53.0,Shaquille Leonard,27.0,LB,3,1.0,230.0,6-2,South Carolina St.,7/27/1995,4,1.0,Indianapolis Colts / 2nd / 36th pick / 2018
94.0,Tyquan Lewis,27.0,DE,7,4.0,267.0,6-3,Ohio St.,1/30/1995,4,2.0,Indianapolis Colts / 2nd / 64th pick / 2018
30.0,Phillip Lindsay,28.0,RB,3,0.0,190.0,5-8,Colorado,7/24/1994,4,0.0,
59.0,Cameron McGrone,22.0,LB,1,0.0,236.0,6-1,Michigan,6/22/2000,1,0.0,New England Patriots / 5th / 177th pick / 2021
7.0,Chase McLaughlin,26.0,K,16,0.0,190.0,6-0,Illinois,4/9/1996,3,3.0,
26.0,Rodney McLeod,32.0,SS,17,15.0,185.0,5-10,Virginia,6/23/1990,10,5.0,
23.0,Kenny Moore,27.0,LCB,12,12.0,190.0,5-9,Valdosta St.,8/23/1995,5,4.0,
21.0,Zack Moss,25.0,RB,8,3.0,215.0,5-10,Utah,12/15/1997,2,2.0,Buffalo Bills / 3rd / 86th pick / 2020
56.0,Quenton Nelson,26.0,LG,17,17.0,330.0,6-5,Notre Dame,3/19/1996,4,7.0,Indianapolis Colts / 1st / 6th pick / 2018
91.0,Yannick Ngakoue,27.0,LDE,15,15.0,246.0,6-2,Maryland,3/31/1995,6,7.0,Jacksonville Jaguars / 3rd / 69th pick / 2016
59.0,Ifeadi Odenigbo,28.0,DE,13,0.0,258.0,6-3,Northwestern,4/8/1994,4,1.0,Minnesota Vikings / 7th / 220th pick / 2017
54.0,Dayo Odeyingbo,23.0,DE,17,4.0,282.0,6-5,Vanderbilt,9/24/1999,1,3.0,Indianapolis Colts / 2nd / 54th pick / 2021
58.0,Bobby Okereke,26.0,LLB,17,16.0,235.0,6-2,Stanford,7/29/1996,3,8.0,Indianapolis Colts / 3rd / 89th pick / 2019
50.0,Segun Olubi,23.0,LB,2,0.0,233.0,6-1,"Col. of Idaho,Saddleback College,Harding,San Diego St.",11/1/1999,Rook,0.0,
10.0,Dezmon Patmon,24.0,WR,1,0.0,220.0,6-4,Washington St.,8/6/1998,2,0.0,Indianapolis Colts / 6th / 212th pick / 2020
51.0,Kwity Paye,24.0,RDE,12,12.0,265.0,6-3,Michigan,11/19/1998,1,6.0,Indianapolis Colts / 1st / 21st pick / 2021
14.0,Alec Pierce,22.0,WR,16,12.0,211.0,6-3,Cincinnati,5/2/2000,Rook,4.0,Indianapolis Colts / 2nd / 53rd pick / 2022
63.0,Danny Pinter,26.0,G,17,3.0,301.0,6-4,Ball St.,6/19/1996,2,2.0,Indianapolis Colts / 5th / 149th pick / 2020
11.0,Michael Pittman Jr.,25.0,WR,16,16.0,223.0,6-4,USC,10/5/1997,2,7.0,Indianapolis Colts / 2nd / 34th pick / 2020
27.0,D'Vonte Price,23.0,RB,1,0.0,215.0,6-2,Florida International,6/2/1999,Rook,0.0,
69.0,Matt Pryor,28.0,RG/LT,16,9.0,332.0,6-7,TCU,12/16/1994,3,4.0,Philadelphia Eagles / 6th / 206th pick / 2018
79.0,Bernhard Raimann,25.0,LT,16,11.0,303.0,6-6,Central Michigan,9/23/1997,Rook,5.0,Indianapolis Colts / 3rd / 77th pick / 2022
46.0,Luke Rhodes,30.0,LS,17,0.0,238.0,6-2,William & Mary,12/2/1992,6,1.0,
47.0,Forrest Rhyne,23.0,LB,3,0.0,233.0,6-1,Villanova,5/29/1999,Rook,0.0,
34.0,Isaiah Rodgers,24.0,DB,15,9.0,176.0,5-10,Massachusetts,1/7/1998,2,4.0,Indianapolis Colts / 6th / 211th pick / 2020
2.0,Matt Ryan,37.0,QB,12,12.0,217.0,6-4,Boston Col.,5/17/1985,14,7.0,Atlanta Falcons / 1st / 3rd pick / 2008
72.0,Braden Smith,26.0,RT,16,16.0,312.0,6-6,Auburn,3/25/1996,4,6.0,Indianapolis Colts / 2nd / 37th pick / 2018
45.0,E.J. Speed,27.0,LB,17,5.0,227.0,6-4,Tarleton St.,6/1/1995,3,3.0,Indianapolis Colts / 5th / 164th pick / 2019
90.0,Grover Stewart,29.0,NT,17,17.0,314.0,6-4,Albany State (GA),10/20/1993,5,8.0,Indianapolis Colts / 4th / 144th pick / 2017
17.0,Mike Strachan,25.0,WR,13,0.0,225.0,6-5,Charleston (WV),8/13/1997,1,0.0,Indianapolis Colts / 7th / 229th pick / 2021
41.0,Grant Stuard,24.0,LB,15,0.0,225.0,5-11,Houston,10/15/1998,1,1.0,Tampa Bay Buccaneers / 7th / 259th pick / 2021
28.0,Jonathan Taylor,23.0,RB,11,11.0,226.0,5-10,Wisconsin,1/19/1999,2,5.0,Indianapolis Colts / 2nd / 41st pick / 2020
25.0,Rodney Thomas II,24.0,FS,17,10.0,196.0,6-1,Yale,6/26/1998,Rook,4.0,Indianapolis Colts / 7th / 239th pick / 2022
29.0,Jordan Wilkins,28.0,RB,4,0.0,216.0,6-1,Mississippi,7/18/1994,4,0.0,Indianapolis Colts / 5th / 169th pick / 2018
66.0,Chris Williams,24.0,DT,5,0.0,298.0,6-2,Wagner,6/16/1998,1,0.0,
80.0,Jelani Woods,24.0,TE,15,2.0,253.0,6-7,"Oklahoma St.,Virginia",10/9/1998,Rook,2.0,Indianapolis Colts / 3rd / 73rd pick / 2022
,Team Total,25.9,,17,,238.3,6-2.0,,,2.9,,
