No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
24.0,Nasir Adderley,25.0,SS,16,15.0,206.0,6-0,Delaware,5/31/1997,3,5.0,Los Angeles Chargers / 2nd / 60th pick / 2019
13.0,Keenan Allen,30.0,WR,10,10.0,211.0,6-2,California,4/27/1992,9,6.0,San Diego Chargers / 3rd / 76th pick / 2013
45.0,Jeremiah Attaochu,29.0,LB,2,0.0,262.0,6-3,Georgia Tech,1/17/1993,8,0.0,San Diego Chargers / 2nd / 50th pick / 2014
78.0,Zack Bailey,27.0,T,1,0.0,299.0,6-5,South Carolina,11/8/1995,1,0.0,
83.0,Michael Bandy,25.0,WR,10,2.0,190.0,5-10,San Diego,12/5/1997,1,1.0,
12.0,Taylor Bertolet,30.0,K,2,0.0,188.0,5-9,Texas A&M,10/24/1992,1,0.0,
97.0,Joey Bosa,27.0,LDE,5,4.0,280.0,6-5,Ohio St.,7/11/1995,6,2.0,San Diego Chargers / 1st / 3rd pick / 2016
23.0,Bryce Callahan,31.0,DB,15,11.0,188.0,5-9,Rice,10/23/1991,7,4.0,
1.0,DeAndre Carter,29.0,WR,17,7.0,190.0,5-8,Sacramento St.,4/10/1993,4,4.0,
76.0,Will Clapp,27.0,C,17,3.0,314.0,6-5,LSU,12/10/1995,4,3.0,New Orleans Saints / 7th / 245th pick / 2018
95.0,Christian Covington,29.0,DT,4,0.0,289.0,6-2,Rice,10/16/1993,7,0.0,Houston Texans / 6th / 216th pick / 2015
4.0,Chase Daniel,36.0,QB,4,0.0,218.0,6-0,Missouri,10/7/1986,12,0.0,
43.0,Michael Davis,27.0,LCB,17,12.0,196.0,6-2,BYU,1/6/1995,5,4.0,
90.0,Tyeler Davison,30.0,DT,6,0.0,309.0,6-2,Fresno St.,9/23/1992,7,0.0,New Orleans Saints / 5th / 154th pick / 2015
15.0,Cameron Dicker,22.0,K,10,0.0,216.0,6-1,Texas,5/6/2000,Rook,3.0,
30.0,Austin Ekeler,27.0,RB,17,17.0,200.0,5-9,Western St. (CO),5/17/1995,5,11.0,
7.0,Gerald Everett,28.0,TE,16,11.0,252.0,6-3,South Alabama,6/25/1994,5,5.0,Los Angeles Rams / 2nd / 44th pick / 2017
96.0,Breiden Fehoko,26.0,DT,9,3.0,300.0,6-3,"Texas Tech,LSU",10/15/1996,2,2.0,
71.0,Matt Feiler,30.0,LG,17,17.0,330.0,6-6,Bloomsburg,7/7/1992,5,8.0,
56.0,Morgan Fox,28.0,LDT,17,12.0,275.0,6-3,Colorado State-Pueblo,9/12/1994,6,6.0,
92.0,Joe Gaziano,26.0,DE,5,0.0,280.0,6-4,Northwestern,9/27/1996,2,0.0,
32.0,Alohi Gilman,25.0,S,17,5.0,201.0,5-10,"Navy,Notre Dame",9/17/1997,2,3.0,Los Angeles Chargers / 6th / 186th pick / 2020
15.0,Jalen Guyton,25.0,WR,3,0.0,212.0,6-1,North Texas,6/7/1997,3,1.0,
