No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
39.0,Jamal Agnew,27.0,WR,15,0.0,190.0,5-10,San Diego,4/3/1995,5,2.0,Detroit Lions / 5th / 165th pick / 2017
85.0,Dan Arnold,27.0,TE,17,0.0,240.0,6-6,Wisconsin–Platteville,3/15/1995,4,1.0,
78.0,Ben Bartch,24.0,LG,5,5.0,315.0,6-6,Saint John's (MN),7/22/1998,2,2.0,Jacksonville Jaguars / 4th / 116th pick / 2020
3.0,C.J. Beathard,29.0,QB,4,0.0,215.0,6-2,Iowa,11/16/1993,5,0.0,San Francisco 49ers / 3rd / 104th pick / 2017
30.0,Montaric Brown,23.0,CB,8,1.0,190.0,6-0,Arkansas,8/24/1999,Rook,1.0,Jacksonville Jaguars / 7th / 222nd pick / 2022
29.0,Tevaughn Campbell,29.0,DB,5,0.0,200.0,6-0,Regina,6/14/1993,2,0.0,
32.0,Tyson Campbell,22.0,RCB,17,17.0,195.0,6-1,Georgia,3/17/2000,1,7.0,Jacksonville Jaguars / 2nd / 33rd pick / 2021
45.0,K'Lavon Chaisson,23.0,LB,9,0.0,255.0,6-3,LSU,7/25/1999,2,1.0,Jacksonville Jaguars / 1st / 20th pick / 2020
38.0,Andre Cisco,22.0,FS,15,15.0,210.0,6-0,Syracuse,3/23/2000,1,6.0,Jacksonville Jaguars / 3rd / 65th pick / 2021
27.0,Chris Claybrooks,25.0,CB,17,0.0,180.0,5-9,Memphis,7/17/1997,2,1.0,Jacksonville Jaguars / 7th / 223rd pick / 2020
24.0,Snoop Conner,23.0,RB,8,0.0,222.0,5-10,Mississippi,12/16/1999,Rook,0.0,Jacksonville Jaguars / 5th / 154th pick / 2022
9.0,Logan Cooke,27.0,P,17,0.0,230.0,6-5,Mississippi St.,7/28/1995,4,3.0,Jacksonville Jaguars / 7th / 247th pick / 2018
64.0,Coy Cronk,24.0,T,3,0.0,318.0,6-4,"Indiana,Iowa",1/18/1998,1,0.0,
47.0,De'Shaan Dixon,24.0,OLB,3,0.0,247.0,6-4,Norfolk St.,12/16/1998,Rook,0.0,
17.0,Evan Engram,28.0,TE,17,14.0,240.0,6-3,Mississippi,9/2/1994,5,7.0,New York Giants / 1st / 23rd pick / 2017
1.0,Travis Etienne,23.0,RB,17,12.0,215.0,5-10,Clemson,1/26/1999,1,11.0,Jacksonville Jaguars / 1st / 25th pick / 2021
89.0,Luke Farrell,25.0,TE,17,0.0,250.0,6-5,Ohio St.,10/14/1997,1,0.0,Jacksonville Jaguars / 5th / 145th pick / 2021
94.0,Folorunso Fatukasi,27.0,RDE,14,13.0,318.0,6-4,Connecticut,3/4/1995,4,5.0,New York Jets / 6th / 180th pick / 2018
