No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
29.0,Micah Abernathy,27,S,6,0.0,195.0,6-0,Tennessee,2/10/1997,2,0.0,
20.0,DeAundre Alford,27,CB,16,11.0,180.0,5-11,Tusculum,11/5/1997,2,4.0,
25.0,Tyler Allgeier,24,RB,17,0.0,225.0,5-10,BYU,4/15/2000,2,4.0,Atlanta Falcons / 5th / 151st pick / 2022
44.0,Troy Andersen,25,LB,7,4.0,245.0,6-4,Montana St.,4/23/1999,2,2.0,Atlanta Falcons / 2nd / 58th pick / 2022
3.0,Jessie Bates III,27,SS,17,17.0,210.0,6-1,Wake Forest,2/26/1997,6,6.0,Cincinnati Bengals / 2nd / 54th pick / 2018
65.0,Matthew Bergeron,24,LG,17,17.0,315.0,6-5,Syracuse,2/26/2000,1,7.0,Atlanta Falcons / 2nd / 38th pick / 2023
40.0,JD Bertrand,24,LB,12,0.0,230.0,6-1,Notre Dame,5/5/2000,Rook,1.0,Atlanta Falcons / 5th / 143rd pick / 2024
19.0,Chris Blair,27,WR,4,0.0,215.0,6-2,"Hinds CC,Alcorn St.",10/6/1997,1,0.0,
35.0,Natrone Brooks,25,CB,9,0.0,175.0,5-11,"Copiah-Lincoln CC,Southern Miss",12/11/1999,1,0.0,
0.0,Lorenzo Carter,29,LOLB,13,11.0,264.0,6-5,Georgia,12/10/1995,6,4.0,New York Giants / 3rd / 66th pick / 2018
18.0,Kirk Cousins,36,QB,14,14.0,205.0,6-3,Michigan St.,8/19/1988,12,10.0,Washington Redskins / 4th / 102nd pick / 2012
37.0,Dane Cruikshank,29,S,2,0.0,209.0,6-1,Arizona,4/27/1995,6,0.0,Tennessee Titans / 5th / 152nd pick / 2018
67.0,Drew Dalman,26,C,9,9.0,301.0,6-3,Stanford,10/15/1998,3,4.0,Atlanta Falcons / 4th / 114th pick / 2021
54.0,Brandon Dorlus,23,DT,2,0.0,295.0,6-3,Oregon,3/22/2001,Rook,0.0,Atlanta Falcons / 4th / 109th pick / 2024
85.0,Ross Dwelley,29,TE,17,0.0,235.0,6-5,San Diego,1/26/1995,6,0.0,
17.0,Arnold Ebiketie,25,OLB,17,2.0,250.0,6-2,"Temple,Penn St.",1/23/1999,2,2.0,Atlanta Falcons / 2nd / 38th pick / 2022
55.0,Kaden Elliss,29,RILB,17,17.0,240.0,6-2,Idaho,7/10/1995,5,7.0,New Orleans Saints / 7th / 244th pick / 2019
43.0,Rashaan Evans,29,LB,2,0.0,232.0,6-2,Alabama,11/8/1995,6,0.0,Tennessee Titans / 1st / 22nd pick / 2018
99.0,Eddie Goldman,30,NT,17,10.0,332.0,6-3,Florida St.,1/6/1994,9,4.0,Chicago Bears / 2nd / 39th pick / 2015
95.0,Ta'Quon Graham,26,DL,10,0.0,300.0,6-4,Texas,12/1/1998,3,1.0,Atlanta Falcons / 5th / 148th pick / 2021
27.0,Richie Grant,27,S,17,1.0,200.0,6-0,Central Florida,11/9/1997,3,1.0,Atlanta Falcons / 2nd / 40th pick / 2021
56.0,Jovaughn Gwyn,25,OL,1,0.0,310.0,6-2,South Carolina,3/18/1999,1,0.0,Atlanta Falcons / 7th / 225th pick / 2023
33.0,Antonio Hamilton,31,CB,11,0.0,200.0,6-0,South Carolina St.,1/24/1993,8,1.0,
91.0,Demone Harris,29,DL,9,0.0,272.0,6-4,Buffalo,12/30/1995,6,1.0,
96.0,Zach Harrison,23,DL,17,1.0,270.0,6-5,Ohio St.,8/14/2001,1,1.0,Atlanta Falcons / 3rd / 75th pick / 2023
61.0,Matt Hennessy,27,OL,4,0.0,315.0,6-3,Temple,11/17/1997,4,0.0,Atlanta Falcons / 3rd / 78th pick / 2020
68.0,Kyle Hinton,26,OL,17,0.0,315.0,6-2,Washburn,2/27/1998,2,1.0,Minnesota Vikings / 7th / 253rd pick / 2020
12.0,KhaDarel Hodge,29,WR,17,2.0,210.0,6-2,"Alcorn St.,Hinds CC,Prairie View A&M",1/3/1995,6,1.0,
,Mike Hughes,27,RCB,15,15.0,190.0,5-10,"North Carolina,Central Florida",2/11/1997,6,4.0,Minnesota Vikings / 1st / 30th pick / 2018
38.0,Lamar Jackson,26,CB,2,0.0,212.0,6-2,Nebraska,4/13/1998,4,0.0,
97.0,Grady Jarrett,31,LDE,17,17.0,294.0,6-1,Clemson,4/28/1993,9,7.0,Atlanta Falcons / 5th / 137th pick / 2015
15.0,Matt Judon,32,ROLB,17,15.0,275.0,6-3,Grand Valley St.,8/15/1992,8,7.0,Baltimore Ravens / 5th / 146th pick / 2016
92.0,Khalid Kareem,26,OLB,2,0.0,255.0,6-4,Notre Dame,4/28/1998,4,0.0,Cincinnati Bengals / 5th / 147th pick / 2020
,Kevin King,29,CB,15,1.0,200.0,6-3,Washington,5/5/1995,7,1.0,Green Bay Packers / 2nd / 33rd pick / 2017
6.0,Younghoe Koo,30,K,14,0.0,195.0,5-10,Georgia Southern,8/3/1994,7,1.0,
53.0,Nathan Landman,26,LB,13,9.0,235.0,6-3,Colorado,11/19/1998,2,4.0,
63.0,Chris Lindstrom,27,RG,17,17.0,310.0,6-4,Boston Col.,2/28/1997,5,11.0,Atlanta Falcons / 1st / 14th pick / 2019
5.0,Drake London,23,WR,17,17.0,215.0,6-4,USC,7/24/2001,2,10.0,Atlanta Falcons / 1st / 8th pick / 2022
51.0,DeAngelo Malone,25,OLB,17,0.0,235.0,6-3,Western Kentucky,7/12/1999,2,1.0,Atlanta Falcons / 3rd / 82nd pick / 2022
70.0,Jake Matthews,32,LT,17,17.0,310.0,6-5,Texas A&M,2/11/1992,10,8.0,Atlanta Falcons / 1st / 6th pick / 2014
30.0,Jase McClellan,22,RB,2,0.0,215.0,5-11,Alabama,6/25/2002,Rook,0.0,Atlanta Falcons / 6th / 186th pick / 2024
34.0,Ray-Ray McCloud,28,WR,17,13.0,185.0,5-9,Clemson,10/15/1996,6,6.0,Buffalo Bills / 6th / 187th pick / 2018
49.0,Liam McCullough,27,LS,17,0.0,245.0,6-2,Ohio St.,6/5/1997,2,1.0,
76.0,Kaleb McGary,29,RT,16,16.0,330.0,6-6,Washington,2/22/1995,5,8.0,Atlanta Falcons / 1st / 31st pick / 2019
1.0,Darnell Mooney,27,WR,16,16.0,180.0,5-11,Tulane,10/29/1997,4,8.0,Chicago Bears / 5th / 173rd pick / 2020
64.0,Ryan Neuzil,27,OL,17,8.0,305.0,6-3,Appalachian St.,7/31/1997,2,4.0,
77.0,Storm Norton,30,OL,17,1.0,310.0,6-7,Toledo,5/16/1994,6,1.0,
90.0,David Onyemata,32,RDE,17,16.0,310.0,6-4,Manitoba,11/13/1992,8,6.0,New Orleans Saints / 4th / 120th pick / 2016
98.0,Ruke Orhorhoro,23,DT,8,0.0,295.0,6-4,Clemson,10/13/2001,Rook,1.0,Atlanta Falcons / 2nd / 35th pick / 2024
37.0,Riley Patterson,25,K,3,0.0,190.0,6-0,Memphis,9/7/1999,3,0.0,
9.0,Michael Penix,24,QB,5,3.0,220.0,6-3,"Indiana,Washington",5/8/2000,Rook,2.0,Atlanta Falcons / 1st / 8th pick / 2024
22.0,Clark Phillips,23,CB,16,2.0,185.0,5-9,Utah,12/19/2001,1,2.0,Atlanta Falcons / 4th / 113th pick / 2023
13.0,Bradley Pinion,30,P,17,0.0,265.0,6-5,Clemson,6/1/1994,9,2.0,San Francisco 49ers / 5th / 165th pick / 2015
8.0,Kyle Pitts,24,TE,17,15.0,250.0,6-6,Florida,10/6/2000,3,5.0,Atlanta Falcons / 1st / 4th pick / 2021
7.0,Bijan Robinson,22,RB,17,17.0,215.0,5-11,Texas,1/30/2002,1,12.0,Atlanta Falcons / 1st / 8th pick / 2023
31.0,Justin Simmons,31,FS,16,16.0,202.0,6-2,Boston Col.,11/19/1993,8,5.0,Denver Broncos / 3rd / 98th pick / 2016
50.0,James Smith-Williams,27,DL,10,5.0,265.0,6-3,North Carolina St.,7/29/1997,4,2.0,Washington Football Team / 7th / 229th pick / 2020
93.0,Kentavius Street,28,DL,13,0.0,315.0,6-2,North Carolina St.,5/8/1996,5,1.0,San Francisco 49ers / 4th / 128th pick / 2018
24.0,AJ Terrell,26,LCB,17,17.0,200.0,6-1,Clemson,9/23/1998,4,5.0,Atlanta Falcons / 1st / 16th pick / 2020
28.0,Carlos Washington,26,RB,1,0.0,210.0,5-11,"New Hampshire,Southeastern Louisiana",12/26/1998,1,0.0,
82.0,Casey Washington,23,WR,8,0.0,205.0,6-0,Illinois,3/6/2001,Rook,0.0,Atlanta Falcons / 6th / 187th pick / 2024
71.0,Elijah Wilkinson,29,OL,2,0.0,310.0,6-6,Massachusetts,2/10/1995,7,0.0,
26.0,Avery Williams,26,RB,17,0.0,195.0,5-9,Boise St.,7/15/1998,3,0.0,Atlanta Falcons / 5th / 183rd pick / 2021
89.0,Charlie Woerner,27,TE,16,5.0,250.0,6-5,Georgia,10/16/1997,4,0.0,San Francisco 49ers / 6th / 190th pick / 2020
42.0,Josh Woods,28,LB,5,0.0,235.0,6-1,Maryland,7/1/1996,5,0.0,
,Team Total,27,,17,,245.5,6-2.1,,,4.0,,
