No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
74.0,Isaiah Adams,24.0,OL,15,5.0,315.0,6-4,"Wilfrid Laurier,Garden City (KS),Illinois",7/21/2000,Rook,3.0,Arizona Cardinals / 3rd / 71st pick / 2024
41.0,Markus Bailey,27.0,LB,1,0.0,235.0,6-1,Purdue,3/7/1997,4,0.0,Cincinnati Bengals / 7th / 215th pick / 2020
3.0,Budda Baker,28.0,FS,17,17.0,195.0,5-10,Washington,1/10/1996,7,9.0,Arizona Cardinals / 2nd / 36th pick / 2017
51.0,Krys Barnes,26.0,LB,17,0.0,229.0,6-2,UCLA,4/2/1998,4,1.0,
66.0,Jackson Barton,29.0,OL,4,2.0,302.0,6-7,Utah,8/8/1995,3,1.0,Indianapolis Colts / 7th / 240th pick / 2019
68.0,Kelvin Beachum,35.0,RT,16,12.0,308.0,6-3,SMU,6/8/1989,12,6.0,Pittsburgh Steelers / 7th / 248th pick / 2012
33.0,Trey Benson,22.0,RB,13,1.0,220.0,6-0,"Oregon,Florida St.",7/21/2002,Rook,2.0,Arizona Cardinals / 3rd / 66th pick / 2024
90.0,Angelo Blackson,32.0,DL,1,0.0,318.0,6-4,Auburn,11/14/1992,9,0.0,Tennessee Titans / 4th / 100th pick / 2015
32.0,Joey Blount,26.0,S,15,0.0,195.0,6-1,Virginia,11/16/1998,2,1.0,
46.0,Aaron Brewer,34.0,LS,17,0.0,232.0,6-5,San Diego St.,7/5/1990,12,1.0,
62.0,Evan Brown,28.0,LG,17,17.0,320.0,6-3,SMU,9/16/1996,5,8.0,
,Baron Browning,25.0,OLB,8,1.0,255.0,6-3,Ohio St.,2/19/1999,3,1.0,Denver Broncos / 3rd / 105th pick / 2021
22.0,Michael Carter,25.0,RB,3,1.0,201.0,5-8,North Carolina,5/7/1999,3,1.0,New York Jets / 4th / 107th pick / 2021
36.0,Andre Chachere,28.0,S,3,0.0,197.0,6-0,San Jose St.,2/10/1996,3,0.0,
13.0,Kei'Trel Clark,23.0,CB,15,1.0,181.0,5-10,"Liberty,Louisville",3/19/2001,1,1.0,Arizona Cardinals / 6th / 180th pick / 2023
91.0,L.J. Collier,29.0,LDE,17,15.0,300.0,6-2,TCU,9/12/1995,5,7.0,Seattle Seahawks / 1st / 29th pick / 2019
25.0,Zaven Collins,25.0,LOLB,17,17.0,270.0,6-4,Tulsa,5/19/1999,3,7.0,Arizona Cardinals / 1st / 16th pick / 2021
63.0,Trystan Colon,26.0,RG,17,7.0,317.0,6-3,Missouri,3/23/1998,4,4.0,
6.0,James Conner,29.0,RB,16,16.0,233.0,6-1,Pittsburgh,5/5/1995,7,11.0,Pittsburgh Steelers / 3rd / 105th pick / 2017
20.0,DeeJay Dallas,26.0,RB,17,0.0,225.0,5-10,Miami (FL),9/16/1998,4,1.0,Seattle Seahawks / 4th / 144th pick / 2020
31.0,Emari Demercado,25.0,RB,13,0.0,215.0,5-9,"Saddleback College,TCU",1/20/1999,1,2.0,
52.0,Victor Dimukeje,25.0,OLB,11,0.0,262.0,6-2,Duke,11/18/1999,3,1.0,Arizona Cardinals / 6th / 210th pick / 2021
4.0,Greg Dortch,26.0,WR,17,4.0,180.0,5-7,Wake Forest,5/29/1998,5,3.0,
48.0,Milo Eifler,26.0,LB,2,0.0,228.0,6-1,"Washington,Illinois",2/13/1998,3,0.0,
72.0,Hjalte Froholdt,28.0,C,17,17.0,310.0,6-5,Arkansas,8/20/1996,4,8.0,New England Patriots / 4th / 118th pick / 2019
59.0,Jon Gaines,25.0,OL,13,0.0,315.0,6-4,UCLA,5/24/1999,1,1.0,Arizona Cardinals / 4th / 122nd pick / 2023
45.0,Dennis Gardeck,30.0,OLB,7,3.0,232.0,6-0,Sioux Falls,8/9/1994,6,2.0,
12.0,Blake Gillikin,26.0,P,13,0.0,196.0,6-2,Penn St.,1/21/1998,3,2.0,
30.0,Darren Hall,24.0,CB,4,0.0,195.0,6-0,San Diego St.,5/2/2000,3,0.0,Atlanta Falcons / 4th / 108th pick / 2021
18.0,Marvin Harrison Jr.,22.0,WR,17,16.0,220.0,6-3,Ohio St.,8/11/2002,Rook,8.0,Arizona Cardinals / 1st / 4th pick / 2024
67.0,Charlie Heck,28.0,OL,7,0.0,311.0,6-8,North Carolina,11/20/1996,4,1.0,Houston Texans / 4th / 126th pick / 2020
76.0,Will Hernandez,29.0,OL,5,5.0,332.0,6-2,Texas-El Paso,9/2/1995,6,2.0,New York Giants / 2nd / 34th pick / 2018
84.0,Elijah Higgins,24.0,TE,17,6.0,245.0,6-3,Stanford,10/27/2000,1,2.0,Miami Dolphins / 6th / 197th pick / 2023
70.0,Paris Johnson,23.0,LT,14,14.0,325.0,6-6,Ohio St.,7/3/2001,1,7.0,Arizona Cardinals / 1st / 6th pick / 2023
75.0,Christian Jones,24.0,OL,2,1.0,320.0,6-5,Texas,5/12/2000,Rook,1.0,Arizona Cardinals / 5th / 162nd pick / 2024
93.0,Justin Jones,28.0,DL,3,3.0,300.0,6-3,North Carolina St.,8/28/1996,6,1.0,Los Angeles Chargers / 3rd / 84th pick / 2018
96.0,Naquan Jones,26.0,DT,12,0.0,313.0,6-3,Michigan St.,2/5/1998,3,1.0,
37.0,Tony Jones,27.0,RB,1,0.0,224.0,5-11,Notre Dame,11/24/1997,4,0.0,
,Zay Jones,29.0,WR,11,2.0,200.0,6-2,East Carolina,3/30/1995,7,1.0,Buffalo Bills / 2nd / 37th pick / 2017
50.0,Nick Leverett,27.0,OL,1,0.0,310.0,6-3,Rice,1/11/1997,3,0.0,
98.0,Roy Lopez,27.0,NT,16,16.0,312.0,6-2,"New Mexico St.,Arizona",8/7/1997,3,7.0,Houston Texans / 6th / 195th pick / 2021
43.0,Jesse Luketa,25.0,OLB,10,2.0,253.0,6-3,Penn St.,1/15/1999,2,2.0,Arizona Cardinals / 7th / 256th pick / 2022
85.0,Trey McBride,25.0,TE,16,16.0,246.0,6-4,Colorado St.,11/22/1999,2,11.0,Arizona Cardinals / 2nd / 55th pick / 2022
16.0,Max Melton,22.0,CB,17,3.0,187.0,5-11,Rutgers,4/15/2002,Rook,2.0,Arizona Cardinals / 2nd / 43rd pick / 2024
10.0,Chris Moore,31.0,WR,5,0.0,200.0,6-1,Cincinnati,6/16/1993,8,0.0,Baltimore Ravens / 4th / 107th pick / 2016
23.0,Sean Murphy-Bunting,27.0,CB,15,15.0,195.0,6-0,Central Michigan,6/19/1997,5,5.0,Tampa Bay Buccaneers / 2nd / 39th pick / 2019
1.0,Kyler Murray,27.0,QB,17,17.0,207.0,5-10,"Texas A&M,Oklahoma",8/7/1997,5,15.0,Arizona Cardinals / 1st / 1st pick / 2019
92.0,Bilal Nichols,28.0,DL,6,5.0,300.0,6-3,Delaware,9/14/1996,6,2.0,Chicago Bears / 5th / 145th pick / 2018
