Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
C.J. Stroud,HOU,0,0,3.0,2023,40
Devin Singletary,HOU,0,0,3.0,2023,40
Dameon Pierce,HOU,0,0,3.0,2023,40
Tank Dell,HOU,0,0,3.0,2023,40
Robert Woods,HOU,0,0,3.0,2023,40
Nico Collins,HOU,0,0,3.0,2023,40
John Metchie,HOU,0,0,3.0,2023,40
Brevin Jordan,HOU,0,0,3.0,2023,40
Dalton Schultz,HOU,0,0,3.0,2023,40
Teagan Quitoriano,HOU,0,0,3.0,2023,40
Trevor Lawrence,JAX,0,0,3.0,2023,40
C.J. Beathard,JAX,0,0,3.0,2023,40
Travis Etienne,JAX,0,0,3.0,2023,40
Tank Bigsby,JAX,0,0,3.0,2023,40
D'Ernest Johnson,JAX,0,0,3.0,2023,40
Evan Engram,JAX,0,0,3.0,2023,40
Christian Kirk,JAX,0,0,3.0,2023,40
Jamal Agnew,JAX,1,1,3.0,2023,40
Calvin Ridley,JAX,0,0,3.0,2023,40
Tim Jones,JAX,0,0,3.0,2023,40
Brenton Strange,JAX,0,0,3.0,2023,40
Luke Farrell,JAX,0,0,3.0,2023,40
